N,X,Y
53194,474749.52416,4945253.61197
53195,474747.10423,4944593.68129
53199,467598.68874,4947821.77363
53200,467968.92523,4948456.21521
53202,462688.83513,4942876.91648
53204,466702.41007,4944462.60448
53205,466698.79639,4943853.4414
53206,444893.24602,4942127.80769
53207,445521.81005,4942125.92722
53210,439294.66182,4941587.25972
53211,475026.69365,4975786.59233
53212,475122.06999,4975801.6621
53213,474754.68879,4976082.15317
53214,475215.52784,4975790.07967
53215,475306.0028,4975721.07777
53216,474799.89012,4976881.14132
53218,480505.25496,4982183.6498
53219,480505.67316,4982243.19181
53222,460088.34086,4992179.58881
53223,459597.9974,4992352.43173
53224,459313.27293,4992615.20331
53225,459304.39774,4992605.70598
53226,459590.53749,4992342.70285
53228,459294.77404,4992614.54389
53229,459303.17563,4992623.82204
53230,459516.35846,4992831.54091
53231,459658.75212,4993034.82689
53232,459510.25417,4992836.91222
53233,459008.97482,4992290.98446
53234,458997.13882,4992298.50393
53238,476810.30748,4981973.15149
53240,487470.1642,4986422.41487
53241,487356.80124,4986417.97283
53242,487240.89538,4986402.54015
53243,487003.64139,4986407.79591
53245,487115.54158,4986389.79477
53246,483841.34173,4982848.64319
53248,483939.23105,4982847.9519
53251,490484.89328,4982786.52159
53252,499990.27645,4986917.11405
53255,490146.05432,4980843.1175
53256,500421.67678,4986958.34159
53257,500626.86494,4986925.03203
53258,500397.35766,4986644.62756
53259,500397.43095,4986732.72032
53261,500264.38554,4986860.13135
53263,500404.71542,4984892.55117
53264,500405.10313,4984991.08595
53265,500405.49071,4985091.50923
53266,500405.32677,4985191.82141
53276,499274.01807,4979671.03736
53277,499266.22142,4979758.68569
53278,499253.35542,4979650.04435
53279,499249.89854,4979758.90975
53280,498989.73979,4979649.85842
53282,498405.41674,4979649.53317
53283,498526.46068,4979649.39303
53284,498713.42824,4979649.24156
53285,498804.03379,4979649.22396
53286,498904.10205,4979649.09493
53287,499371.62412,4980296.00127
53289,499357.58958,4980300.11288
53290,499340.62662,4980197.02603
53291,499358.20998,4980196.80207
53292,499308.523,4980086.38696
53293,499324.76603,4980084.49674
53294,499260.41142,4979976.63859
53295,499276.65483,4979975.85913
53296,499259.53148,4979868.218
53297,499242.49927,4979869.10869
53298,498619.11649,4979649.37233
53301,498206.5419,4979649.58589
53307,496603.25894,4981462.61995
53308,496603.28579,4981661.35475
53309,496604.49631,4981862.42181
53334,493942.06234,4974209.52932
53335,494721.18403,4974104.30782
53336,494721.03341,4974113.08373
53337,494718.74063,4974203.95383
53338,494715.51259,4974309.04372
53339,493899.14239,4974307.32564
53340,493881.40211,4974407.87531
53341,493847.50064,4974607.97355
53342,493864.84661,4974508.86825
53343,493831.88892,4974704.52226
53344,493819.20035,4974803.95644
53345,493804.61748,4974902.61489
53350,491816.81983,4978159.89973
53351,491817.44573,4978279.206
53352,491818.77591,4978394.17901
53354,491938.12913,4978160.07892
53355,492044.29454,4978160.27924
53357,492173.16201,4977891.40172
53359,492163.71192,4977903.85499
53361,491257.18749,4982470.26248
53363,490775.22,4982651.67974
53364,490859.45641,4982636.78399
53365,490243.97564,4980843.18943
53366,490975.70584,4981849.23114
53367,490983.72899,4981836.88912
53368,491061.52209,4981885.10278
53369,491073.49052,4981875.42145
53370,491121.48288,4981808.36891
53371,491221.62234,4981712.47325
53372,491354.23901,4981787.94285
53373,491454.41498,4981834.35364
53374,491553.98526,4981841.10863
53375,490650.69773,4981044.09358
53377,490346.54926,4980843.70017
53378,490445.81136,4980844.10642
53379,490547.79136,4980869.72699
53380,490965.67268,4981443.5545
53390,497589.29735,4989143.11118
53391,497610.59369,4989241.41641
53393,497522.08018,4988804.42848
53396,497204.80235,4988394.64383
53398,497116.65553,4988333.36236
53399,491805.98684,4995795.0541
53400,492362.31952,4995789.47374
53401,491246.97397,4995795.79887
53402,491343.17288,4995797.00028
53403,490788.08185,4995790.11484
53404,490789.15825,4995664.35965
53405,490787.85909,4995256.10673
53407,490097.46579,4994976.3092
53408,490553.73693,4994978.05932
53409,490633.75986,4994990.71632
53411,498489.11683,4993422.52952
53412,500396.53665,4987181.18257
53413,500397.15254,4987409.80187
53416,500825.98484,4996650.10713
53417,500768.48658,4986925.04751
53418,501061.40462,4987006.18375
53419,500397.29524,4987648.08588
53421,498346.69039,4993403.67978
53423,498135.57161,4993390.74071
53424,498036.89122,4993365.66424
53427,485315.50061,4988138.33174
53428,485414.49014,4988137.66015
53429,485514.89822,4988137.43124
53432,515288.68267,4988799.06171
53433,515394.83037,4988831.1997
53435,515556.56231,4988317.69483
53436,515556.36077,4988368.01761
53437,515557.03013,4988125.95654
53438,515556.83688,4988205.16244
53440,505416.07216,4962873.96581
53441,504233.86792,4963322.74583
53442,504305.05904,4963381.55652
53443,504216.97775,4963279.96743
53444,504182.72727,4963308.38252
53445,503948.91477,4963501.96495
53446,514936.80952,4991069.22288
53447,506810.75997,4960166.73938
53448,506812.35651,4960451.67013
53450,500902.90854,4966451.32131
53451,500604.82241,4966747.21526
53452,482122.65604,4988755.25351
53458,466606.93108,4950713.35411
53459,466740.38091,4950738.65851
53461,466341.60011,4950690.73871
53462,466476.06985,4950698.59204
53463,458022.39667,4959310.54688
53465,448746.77398,4934089.68239
53466,448771.35268,4934898.5261
53467,448793.50711,4935702.50222
53470,436518.13789,4934140.42717
53472,450347.24328,4934080.78554
53473,456921.74293,4933998.01138
53475,448919.8544,4943719.85389
53476,439753.43059,4941107.61853
53478,439748.8591,4940991.57239
53479,456927.23261,4936998.79612
53481,462160.23547,4950538.17245
53482,462344.3013,4950558.86823
53483,502800.08178,4977081.62668
53484,505297.85773,4983986.03973
53485,505580.36037,4984261.77763
53487,502835.26597,4967623.04797
53488,502832.73168,4967816.00089
53490,514936.25849,4990296.92895
53491,514936.39483,4990406.68542
53494,504699.71753,4964342.48754
53499,489636.10275,4977240.1537
53500,489836.55144,4977239.72103
53502,489365.20903,4977240.70938
53503,489492.29409,4977240.49938
53505,488980.62335,4980983.43569
53507,489945.47698,4980840.31951
53508,489845.4154,4980833.03489
53509,489744.36185,4980797.3151
53510,489643.69147,4980706.8303
53512,489346.07256,4980479.03535
53513,489434.59616,4980561.9816
53514,489540.13519,4980637.23619
53515,485426.52689,4974063.61648
53516,485320.13716,4974064.41491
53518,485320.50352,4974052.08349
53519,485412.53008,4974051.76212
53521,486217.56955,4975260.82027
53522,486418.86736,4975259.27917
53523,486618.43457,4975260.30301
53526,486713.86001,4974054.15107
53527,486713.9152,4974042.70907
53529,485531.78409,4974050.60288
53530,485724.28224,4974049.9487
53533,485724.30577,4974060.50184
53534,486216.85154,4974047.42547
53535,486216.55832,4974057.86821
53536,486417.18151,4974055.3289
53537,486416.84579,4974045.88728
53538,486616.68201,4974044.24458
53539,486617.02023,4974055.01923
53540,485531.10112,4974062.71284
53541,488058.82204,4973838.99416
53542,488133.06938,4974039.03331
53543,488113.41719,4974039.18085
53544,488042.87925,4973839.35717
53545,488155.03914,4974139.74776
53546,488135.54469,4974139.67276
53547,488168.33421,4974543.52142
53548,488166.80474,4974441.88037
53549,488165.59256,4974341.12745
53550,488183.90278,4974341.3158
53551,488183.37863,4974442.18302
53552,488184.43248,4974542.82518
53553,488161.65393,4974643.95571
53554,488148.50311,4974744.62417
53555,488179.80606,4974644.4776
53556,488170.59935,4974744.36113
53559,487721.19098,4973439.38946
53560,487668.70179,4973440.04572
53561,487898.48348,4973485.93034
53562,487909.03586,4973472.91334
53563,487932.25948,4973565.95965
53564,487936.87703,4973586.94621
53565,487950.63197,4973640.01946
53566,487968.31193,4973639.76405
53567,486413.82827,4973144.20729
53569,486413.56823,4972835.4997
53570,486413.60757,4972854.05098
53571,486413.7781,4973046.1184
53573,486163.30241,4972860.80753
53574,486124.17901,4972911.5474
53576,486413.54426,4972712.52752
53577,486413.02935,4972395.26706
53578,486413.47573,4972642.98783
53581,488175.90472,4974241.24193
53582,488156.56617,4974239.94464
53584,487949.45957,4973562.26142
53585,487959.08418,4973601.56779
53586,448846.08665,4937313.50264
53587,448857.7619,4938098.45772
53588,448918.52342,4941331.71189
53589,453769.9794,4940479.63883
53590,453225.07704,4940473.00093
53591,450489.84852,4938087.55351
53592,450533.96013,4940494.67624
53595,450348.58037,4934224.29753
53599,465517.94076,4937181.20879
53600,502832.70006,4967887.65049
53601,502832.87562,4968026.83969
53603,502293.40492,4964001.14977
53604,502201.96892,4963932.69006
53605,502104.59538,4963643.61699
53607,503873.95081,4977781.36434
53609,510755.09966,4960089.1455
53610,501704.72477,5014955.24551
53611,501813.42984,5015173.24014
53612,501877.35273,5012749.43671
53613,501765.1733,5012751.95956
53614,501994.00375,5012746.80617
53615,501596.98177,5012759.69136
53616,501489.11722,5012762.1091
53618,501705.47503,5012753.38739
53619,505953.78043,4961163.5299
53620,484827.97982,4979397.17483
53622,484826.78518,4979591.58048
53624,484821.69896,4978877.41244
53628,484117.00917,4978424.77723
53629,484016.36822,4978424.58363
53630,483914.83703,4978415.39578
53631,483780.15779,4978397.73982
53632,483660.4467,4978373.49428
53633,484316.52987,4978318.08548
53634,484427.47778,4978242.38619
53635,484570.37331,4978166.94495
53638,500796.3324,4996673.21001
53639,491592.36417,4995801.9983
53640,491546.27082,4995801.61504
53642,487945.08147,4980701.81052
53643,487892.32462,4980779.4492
53647,492369.87351,4996185.27749
53649,490261.80212,4994976.94424
53652,484703.00852,4978054.42838
53653,487728.41185,4980861.9665
53656,484730.69702,4976667.55264
53657,484430.95139,4976623.06261
53660,484754.67493,4976665.16265
53662,485012.31743,4974060.01797
53667,493795.44983,4974970.05298
53669,501194.59687,4987004.65206
53670,501200.34635,4987006.65273
53671,501200.34725,4987001.87594
53679,499451.83748,4984255.91896
53681,485012.37555,4974051.13092
53685,485209.15365,4973579.77861
53686,485224.61901,4973611.73575
53687,485228.61115,4973631.4999
53688,484708.27302,4978045.97317
53690,439175.28514,4941589.6029
53691,439994.80936,4939484.13619
53692,439997.82481,4939706.73125
53693,436189.2504,4934941.39004
53694,436201.59438,4935751.77991
53695,436629.74419,4938128.79321
53697,432667.93962,4937432.67541
53698,432562.50187,4938994.49825
53699,432188.65127,4939818.26135
53702,466689.78012,4943026.80566
53703,466697.15867,4943443.10786
53705,462703.79857,4943642.31042
53706,458757.12558,4951722.77006
53707,458747.5608,4950908.34634
53708,458800.68722,4953333.80164
53709,455502.55286,4950143.86307
53710,456306.83362,4950130.92383
53711,455498.64807,4950427.71699
53713,466624.49934,4933970.25488
53714,468396.38528,4949594.05271
53715,468399.79551,4949659.46456
53716,458845.07044,4958406.53296
53717,458843.45959,4958241.245
53719,458740.43266,4950313.96969
53720,462162.01813,4937198.94002
53721,463422.91268,4937183.70053
53722,463999.14664,4937183.91641
53723,455372.43269,4942738.0871
53725,457174.00788,4941324.79096
53729,458685.95138,4946590.38817
53730,458701.69635,4946511.4168
53732,455586.97539,4957435.61948
53739,438360.27164,4941605.53711
53740,439061.0397,4941589.2338
53742,458139.92964,4959257.79199
53743,458095.24037,4959295.6306
53744,457771.81686,4958690.64987
53745,457669.46363,4958694.76606
53746,466644.03318,4934926.67937
53748,458848.96892,4958719.21957
53749,469477.35691,4938824.35194
53750,457975.63486,4938827.35397
53751,458570.27584,4939071.46194
53752,457497.4981,4938831.2523
53753,456957.51018,4939129.52647
53754,448875.27506,4938919.24863
53755,448906.17339,4940541.20383
53756,448912.28997,4940934.06983
53757,448141.02665,4940448.64441
53759,464638.94277,4937180.17056
53762,466932.48649,4950848.64445
53764,467112.42458,4950981.5815
53765,467171.16615,4951099.47629
53766,467182.32434,4951315.36802
53767,467187.56598,4951427.0925
53769,467165.4414,4951717.58048
53770,467161.23184,4951761.92471
53771,467162.17084,4951884.11314
53773,440014.30754,4939952.53035
53778,458711.28823,4939094.77754
53779,460893.10281,4960559.18676
53780,461211.80982,4960564.36628
53783,442614.6392,4934842.00905
53784,442797.97793,4935639.22035
53785,435111.6268,4941247.48433
53786,435770.08967,4941369.22474
53787,437449.66198,4941621.60884
53788,443609.49658,4941271.04739
53789,443230.61666,4941265.91772
53790,444107.95531,4942150.76418
53791,443755.60244,4942444.31506
53792,444206.31965,4942132.36304
53794,442499.63862,4942546.34047
53795,443558.41794,4942582.00534
53796,444114.98606,4942936.87728
53798,468403.27167,4949754.53557
53801,460858.24915,4938027.03703
53803,448918.68738,4944134.21927
53805,457563.69534,4958672.91185
53806,458017.51035,4957506.18059
53807,458015.48588,4957329.2313
53809,462616.62321,4937196.30086
53811,467990.63355,4948934.76865
53812,467987.46902,4948919.78799
53816,474769.94027,4948064.47831
53817,474771.47448,4947767.54784
53819,450540.34602,4941672.58869
53820,450539.28049,4941304.90028
53821,467086.203,4941271.8855
53825,448919.15179,4943871.82703
53827,458013.88598,4957011.08707
53830,457905.3099,4958681.44366
53831,457843.07331,4958686.07241
53833,458849.16681,4958502.70859
53834,458848.87597,4958568.58539
53839,502005.06733,4979045.22574
53840,501981.28242,4979196.96269
53841,501941.20967,4979233.38682
53842,512489.14246,4965260.46921
53844,514936.53141,4990516.33081
53845,514937.4097,4990846.82347
53846,512821.94344,4988376.37371
53847,512648.01054,4988444.12367
53848,512192.4617,4988522.44245
53849,512078.34711,4988527.89077
53850,512545.42477,4988472.58187
53851,512397.70823,4988505.95279
53852,512256.83396,4989240.86581
53854,500080.79479,4960429.95682
53855,500210.11139,4960429.62648
53861,512087.02156,4995281.02457
53864,516991.24454,4985471.9294
53865,516990.1769,4985577.01632
53866,516989.92842,4985581.57029
53867,516802.90442,4985967.33005
53868,516796.086,4986163.38352
53869,516810.15563,4985846.37367
53872,514975.08809,4989820.22538
53874,514685.9373,4989637.03311
53875,514443.80337,4989649.81044
53876,515426.57672,4988728.29696
53877,515465.1509,4988602.8599
53878,515458.24562,4988625.28312
53879,515556.00353,4988514.43195
53880,502345.79233,4963628.14875
53881,502216.139,4963644.87641
53882,501257.95096,4963969.53799
53883,501257.45819,4964063.95928
53884,501258.44405,4963873.56154
53885,501258.93625,4963782.13955
53886,501259.67665,4963634.50915
53887,501255.894,4964382.65903
53890,509376.0375,4965564.76212
53891,509391.15343,4965658.31736
53892,509359.82538,4965463.87376
53893,509320.27494,4965215.65359
53894,509342.75034,4965358.20758
53895,509270.33758,4964878.66235
53896,508537.39024,4962577.87168
53897,508403.93035,4961243.69046
53898,508947.38707,4964141.16015
53899,509221.81687,4964377.04682
53900,508656.15009,4964454.35193
53902,503579.33932,4963774.12631
53904,503854.87194,4963579.44443
53905,504307.94463,4963204.6018
53906,504567.48874,4962989.72263
53908,504480.60592,4963888.8859
53909,504541.59034,4963948.803
53910,504560.43703,4964013.80051
53911,504560.62529,4964082.67275
53912,504640.4306,4964128.38543
53913,504766.7648,4962827.01842
53914,505209.65364,4962856.35502
53915,504939.89087,4962856.36419
53916,505209.29639,4961247.97374
53919,503767.36556,4978350.39677
53924,510539.02599,4960366.60797
53925,510188.1054,4960854.14416
53926,508424.52917,4960973.78412
53927,508448.248,4960678.11067
53928,508483.0986,4960279.58876
53935,513246.57565,4956480.69359
53939,509942.40804,4961244.99649
53940,510176.96811,4961245.03019
53942,509246.42932,4962543.41677
53943,509440.58109,4966924.42124
53944,509444.16319,4967067.50366
53945,509251.83935,4967622.75862
53946,506623.76411,4969223.90679
53947,506031.46638,4969215.54657
53948,505687.40785,4969216.89856
53950,512432.92706,4957624.22774
53952,510656.20911,4969248.33403
53954,501959.61557,4973719.18554
53955,501869.67514,4973586.30018
53957,503790.45895,4977978.27062
53958,503769.32696,4978100.34218
53959,503846.47011,4977832.55861
53960,501875.82187,4979274.02503
53961,501867.58876,4979382.22105
53962,516676.97224,4973408.67015
53964,508380.49422,4991271.07018
53965,508392.23706,4991498.92915
53967,508378.66417,4990627.64083
53968,514249.39237,4997742.03897
53969,514232.42377,4997875.30953
53970,514214.3984,4997954.03235
53971,514188.90942,4998065.39918
53972,516135.75373,4999247.71653
53974,516220.62634,5000460.60197
53976,516128.35777,5001509.84548
53977,515977.28691,5002707.13964
53978,516828.70742,5002849.31538
53979,517350.60809,5003237.87513
53980,517676.01452,5003467.62217
53981,517830.92146,5003809.6629
53984,517020.01719,5009551.35074
53985,516558.88272,5009710.10187
53986,514332.9484,4989649.2269
53988,514898.77921,4989693.40494
53989,515004.28668,4989724.42415
53990,515029.27845,4989643.38799
53993,515136.15021,4989298.9315
53994,515092.99076,4989436.69068
53995,515060.69765,4989541.48237
53996,514997.93899,4989745.29396
54000,501993.69095,4979615.43012
54003,501998.56279,4978913.58606
54004,502800.43077,4977185.49253
54005,516115.18288,4997066.5097
54006,516115.32542,4997475.65651
54007,514133.18453,4998479.30951
54009,516115.76063,4998327.50068
54010,516118.81199,4998705.43916
54011,514836.30015,5005548.53804
54012,514878.91528,5005795.70629
54013,515776.86681,5006174.7011
54015,512859.7204,4988348.45544
54016,512604.12375,4988456.3676
54019,515456.00034,4988317.11699
54020,515557.21986,4988048.19479
54021,515557.51962,4987925.33125
54022,514937.77948,4990957.69147
54023,502005.00563,4978990.46001
54024,512489.13367,4961237.77472
54025,512531.02167,4962833.2454
54027,512314.38078,4988512.6788
54028,515355.43889,4988316.31856
54029,512503.00588,4964431.69439
54031,514167.61277,4962845.42036
54034,509225.17944,4977243.51851
54035,501997.63676,4963642.47202
54036,502440.3551,4963588.86025
54037,502533.18137,4963545.68453
54038,502626.00893,4963502.39906
54042,512420.90242,4969197.29895
54045,501946.73128,4979488.11027
54046,501907.70525,4979458.9938
54047,501888.63134,4979425.77321
54049,508381.60035,4991088.44141
54052,508054.79038,4998286.28931
54053,508056.35403,4998293.28998
54054,508065.34995,4999630.38425
54055,506485.56466,5001914.04125
54056,507745.28282,5001861.46292
54057,508071.82782,5001893.41947
54059,515057.1963,5011208.43884
54063,515019.30049,5011273.11597
54066,501628.22651,5014803.80569
54067,501670.08159,5014886.46974
54069,502503.14674,5012091.31909
54070,502502.55491,5012199.18963
54071,502498.89683,5012323.83395
54072,502257.89074,5012328.63146
54073,502090.78622,5012334.68414
54074,502100.77036,5012744.84104
54076,501326.6973,5014428.68569
54077,501396.94182,5014542.01553
54078,501474.87231,5014642.35009
54083,501257.03385,4965424.85064
54084,501256.3063,4965508.05259
54085,501256.99525,4965218.234
54087,501258.3797,4965009.5071
54089,501257.75051,4964589.83117
54090,501257.70238,4964431.86961
54093,503210.0024,4965845.98378
54095,503192.3978,4965650.35553
54096,516149.97081,5006261.95908
54098,516142.99749,5002706.11476
54099,516334.40184,5002704.82699
54100,516208.77116,4996756.13861
54101,516266.53001,4996650.97236
54103,512463.68483,4967625.63785
54105,516138.81212,5000704.90512
54106,508064.34756,5000296.14821
54107,508057.85411,5000705.842
54108,517020.54162,4972825.48173
54109,516927.0358,4973169.1573
54111,512154.81965,4988977.27893
54112,502826.98825,4967044.62689
54113,503767.26408,4978254.86229
54114,500178.97817,4967915.0213
54115,500080.71397,4960568.69993
54118,502819.0083,4966864.22213
54119,503835.04069,4966869.6364
54120,502400.71229,4966859.38654
54121,502386.48992,4966859.15906
54122,501265.12219,4966891.83228
54126,502086.00204,4966856.27729
54128,502781.64125,4974858.45249
54129,515043.05518,4991177.89611
54132,516513.06445,4996205.57972
54133,500125.64714,4968203.50698
54134,500147.61091,4968090.31213
54135,503203.88863,4964794.56844
54137,501850.10765,5015245.5723
54138,505847.51741,5013368.31342
54139,505823.91463,5013360.29297
54140,502283.21843,5015839.39513
54141,502196.9088,5015787.70626
54142,502105.29691,5015642.9208
54143,501898.7004,5015328.79537
54144,506020.87958,5013355.92255
54145,506172.30609,5013316.18618
54146,499101.26635,5012084.22262
54147,499206.27,5012331.05601
54148,505289.67936,5013249.84192
54149,504899.12491,5013248.63869
54150,505521.39951,5013331.91525
54151,506309.2962,5013281.77147
54153,504165.25197,5013580.83565
54154,504084.8845,5013656.10413
54155,504083.7199,5014123.58186
54156,503386.90772,5014350.57741
54157,503402.66758,5014795.17965
54158,503508.3184,5014339.86758
54159,503645.40978,5014338.05653
54160,503741.56276,5014335.55754
54161,503913.31912,5014333.66181
54162,504057.87424,5014311.75652
54163,503632.37196,5015053.70966
54164,503631.76944,5015147.02744
54165,503513.29546,5015545.11795
54166,503372.65279,5015638.69283
54167,501962.03198,5015417.35584
54168,501372.4328,4959806.03665
54169,501284.36236,4960361.21276
54170,501290.94975,4960248.4645
54171,501367.52992,4960171.94391
54172,502024.49868,5015507.69416
54173,502433.03851,5015886.88777
54174,502687.94168,5015887.99084
54175,501352.01071,4963635.41658
54178,500436.36918,4996697.83707
54179,500577.93078,4996699.73687
54180,500170.46897,4996698.26877
54182,502099.6115,5012691.07186
54183,502094.10059,5012513.21089
54191,516837.50204,4985783.01419
54192,505284.93103,4977123.96515
54194,500140.32576,4968884.67912
54203,512971.7078,4988264.75718
54204,512255.06934,4989465.26942
54205,510857.4892,5011135.43008
54206,502502.77031,5011940.9084
54207,499418.99243,5012784.07235
54208,499322.281,5014045.73824
54209,499045.82266,5012775.79035
54210,497867.13303,5010772.08149
54211,494375.21656,5010850.82769
54212,493797.27857,5009592.76683
54213,492647.65248,5006387.87547
54215,491866.07383,5004350.30456
54216,491414.9516,5003589.93007
54218,491022.48382,5004809.12525
54219,490379.87187,5003974.22662
54220,491673.21791,5003997.38415
54221,491270.75266,5003295.67898
54222,488788.90127,5001948.76866
54223,490516.51145,5001685.98758
54224,489629.19483,5000187.62951
54225,488757.30517,5001412.24463
54226,487956.4575,4999963.98235
54227,487153.57723,5000365.50417
54228,484798.19922,4999963.16078
54229,485500.6123,4999231.67076
54230,483914.40102,4997558.92875
54231,484720.246,4998805.57802
54232,514903.90306,5011486.93051
54233,517955.35106,5009519.90125
54234,514490.14045,5004761.54978
54235,517878.5367,5003950.71365
54236,516280.35614,5000416.65988
54237,516047.71864,4999725.09515
54238,514122.68407,4999129.56139
54239,513115.36229,4994587.06647
54240,515370.41908,4991663.25048
54241,515073.15335,4991417.58965
54242,515156.36161,4991179.04913
54243,515158.80475,4989222.11599
54244,514793.65277,4989660.25534
54245,515254.54397,4988316.06414
54246,515558.34284,4987730.59856
54247,514240.81472,4989059.4775
54248,510790.16796,4987409.91475
54249,516658.42811,4986570.33698
54250,516733.23195,4986307.18338
54251,516995.66712,4985363.63597
54252,508194.60122,4991790.66881
54253,508371.99217,4989381.22228
54254,505807.4245,4977243.1817
54256,503900.71076,4977671.70538
54257,501990.4585,4979669.31674
54260,502001.54321,4978862.69474
54263,503617.20357,4974964.88138
54264,502677.50943,4974670.11175
54265,502654.11258,4974381.73605
54266,501321.89343,4973942.6666
54267,501230.47747,4973864.06839
54268,510865.87558,4969249.82494
54270,507643.7868,4969153.05512
54271,504438.4717,4969231.03112
54272,509448.09157,4966063.41818
54273,509148.84923,4966087.4526
54274,508457.67581,4960225.67448
54275,508467.8753,4960246.82174
54276,510838.30014,4961245.67722
54277,510846.77488,4959970.53522
54278,515711.42081,4962866.57527
54279,510844.29298,4962849.73707
54280,513254.3393,4955828.21506
54282,512455.37504,4959646.04545
54283,511871.08824,4953662.6176
54284,511974.80518,4953661.56566
54286,508874.21762,4955903.77827
54288,506677.69335,4955922.94611
54289,514921.45314,4938601.98249
54290,514857.14799,4938604.05611
54291,511657.02268,4941846.6318
54292,506837.65554,4938657.27064
54293,503621.20003,4938654.6732
54294,503621.20003,4938654.6732
54295,505225.31811,4938654.65812
54296,508422.44734,4949686.16738
54297,514835.46478,4946660.69872
54298,508402.54908,4946666.90031
54299,514786.72049,4948575.62769
54300,505215.86138,4931836.85775
54302,493607.41535,4924291.7046
54303,493663.42433,4930030.39464
54304,492050.52893,4932260.37978
54305,492045.11683,4928461.48191
54306,490758.10026,4932260.9828
54307,488436.01962,4929072.33702
54308,488403.21688,4925832.24936
54309,485485.15841,4925835.24801
54310,484083.96362,4925867.25166
54311,484025.27046,4927892.06983
54312,498409.69743,4932239.0447
54313,495580.13026,4932475.75497
54314,498796.5027,4932238.96163
54315,498726.15912,4937547.62487
54316,480522.72191,4982004.82774
54317,480097.91467,4982437.1959
54318,480438.7426,4982436.02895
54319,479399.61515,4981877.21665
54320,480099.67875,4982244.43619
54321,479268.62165,4982721.36205
54322,480348.4089,4982274.15933
54323,479847.48433,4981404.76981
54324,481083.96342,4980995.49821
54325,481018.99779,4980889.04661
54326,480849.42129,4980839.67801
54327,481409.79176,4980810.1543
54328,481656.26523,4981243.7802
54329,479515.33754,4981926.72454
54330,479628.99618,4981979.60905
54331,482424.11457,4979794.29636
54332,482636.72206,4979682.4796
54334,478745.23424,4982334.48541
54335,478517.35922,4982853.18629
54336,478718.31085,4982993.65455
54337,479024.90044,4983085.49701
54338,479266.3842,4983084.04339
54339,479707.17468,4983077.19842
54340,480105.74034,4983641.06943
54341,480108.40496,4984443.30385
54342,479261.08596,4984849.27114
54343,478548.01329,4984850.48012
54344,478715.92511,4984852.07688
54345,477781.508,4985371.25226
54346,477890.8393,4984316.97865
54347,477913.65744,4983646.00386
54348,476809.87341,4981254.42535
54349,476832.50043,4981254.24042
54350,477053.91136,4981252.43088
54351,477068.85146,4980754.00514
54352,477911.68279,4980393.61973
54353,478194.74047,4980637.0514
54354,478253.85342,4981531.15552
54355,479511.53169,4986041.54257
54356,479520.70797,4986931.33288
54357,479119.38064,4986932.96734
54358,479875.42891,4986932.42792
54359,479912.45761,4987532.19042
54360,479908.76111,4988335.3777
54361,479911.09797,4989338.73023
54363,479709.23706,4989743.60186
54364,478897.92832,4990109.68188
54365,479424.74976,4990570.41946
54366,479701.09212,4990894.57284
54367,477069.02394,4989476.96268
54368,476040.6294,4988690.67124
54369,475541.3359,4988282.54034
54370,473642.86574,4990703.32033
54371,473653.73388,4989684.57561
54372,473803.22565,4989687.29206
54373,477674.16428,4988668.317
54374,477635.67831,4988247.39289
54375,481824.67089,4986936.57153
54376,484414.4372,4987229.72659
54377,484418.45278,4986944.14933
54378,484395.98749,4987085.36929
54379,485215.30614,4988132.94763
54380,487630.34161,4986422.78753
54381,491652.59375,4982292.69011
54382,490852.53344,4981244.20581
54383,490043.90899,4980843.08561
54384,489359.69821,4980447.5777
54385,488727.19641,4981258.48078
54386,488020.22336,4980518.82225
54387,487642.42114,4980858.34369
54388,485096.45611,4979183.34384
54389,484824.89873,4979294.56803
54390,484789.58985,4978755.73474
54391,484216.86519,4978349.78563
54392,484729.65473,4978069.69998
54393,484769.7076,4978030.79331
54394,484827.35245,4978022.43506
54395,483356.64251,4978165.35841
54396,482573.72041,4978239.63291
54397,482608.20948,4978239.44997
54398,482806.53391,4978244.34841
54399,483171.42706,4977919.26542
54400,482620.42331,4978036.91065
54401,483217.75362,4977235.88779
54402,483208.41575,4976470.30024
54403,482608.46302,4975664.52329
54404,482608.55144,4975121.30787
54405,482083.03343,4976263.60723
54406,481684.77993,4976052.55555
54407,481151.08811,4976059.01867
54408,480483.14249,4976062.7923
54409,481888.9229,4976260.83413
54410,481384.29157,4977241.77204
54411,480481.4006,4977043.69855
54412,480083.0101,4977043.80689
54413,479279.95713,4977056.37093
54414,479079.59127,4977060.35697
54415,478676.91399,4977059.55912
54416,478175.90894,4977062.47279
54417,478277.19969,4977060.43198
54418,478374.88296,4977059.44615
54419,478173.63172,4976272.42662
54420,478175.30748,4976071.35262
54421,478175.51518,4975670.32655
54422,476756.61151,4976072.1076
54423,476758.91658,4976270.74308
54424,476014.82524,4976056.72259
54425,477573.47113,4977252.07243
54426,477586.92634,4977059.49533
54427,478179.95394,4977527.58329
54428,478183.02732,4977648.7697
54429,478875.95724,4977845.40163
54430,476775.02086,4977653.72648
54431,476873.62512,4977654.4801
54432,476769.62514,4977254.94086
54433,476864.01985,4977059.90492
54434,479089.64227,4978443.77573
54435,480096.26279,4978443.41331
54436,480495.13034,4978440.04088
54437,480753.11884,4978236.47884
54438,480585.94181,4978603.6372
54439,480490.60923,4978252.30291
