      1.00, AM,1679451.69, 123941.07,  61648.70,  12079.56
      1.00, AM,1679451.69, 123941.07,  61648.70,  12079.56
      2.00, MD,1777111.50, 206771.30,  69103.93,  15710.90
      3.00, PM,2240423.56, 110286.01,  88498.25,   7183.22
      4.00, NT,1175785.44, 102533.02,  49500.79,   9044.97
      1.00, AM,1679451.69, 123941.07,  61648.70,  12079.56
      2.00, MD,1777111.50, 206771.30,  69103.93,  15710.90
      3.00, PM,2240423.56, 110286.01,  88498.25,   7183.22
      4.00, NT,1175785.44, 102533.02,  49500.79,   9044.97
