TAZ,District,Sch1TAZs,Sch2TAZs,Sch3TAZs,wSch1,wSch2,wSch3
2311,834,9,5,2,0,0,0
2312,834,9,5,2,0,0,0
2313,834,9,5,2,0,0,0
2314,834,9,5,2,0,0,0
2315,834,9,5,2,0,0,0
2316,834,9,5,2,0,0,0
2317,834,9,5,2,0,0,0
2318,834,9,5,2,0,0,0
2319,834,9,5,2,0,0,0
2320,834,9,5,2,0,0,0
2321,832,2,1,1,0,0,0
2322,832,2,1,1,0,0,0
2323,832,2,1,1,0,0,0
2324,832,2,1,1,0,0,0
2325,832,2,1,1,0,0,0
2326,624,8,5,4,0,0,0
2327,832,2,1,1,0,0,0
2328,832,2,1,1,0,0,0
2329,832,2,1,1,0,0,0
2330,832,2,1,1,1,0,0
2331,832,2,1,1,0,1,1
2332,832,2,1,1,0,0,0
2333,834,9,5,2,0,0,0
2334,834,9,5,2,0,0,0
2335,834,9,5,2,0,0,0
2336,834,9,5,2,0,0,0
2337,832,2,1,1,0,0,0
2338,832,2,1,1,1,0,0
2339,832,2,1,1,0,0,0
2340,832,2,1,1,0,0,0
2341,622,9,5,2,0,0,0
2342,622,9,5,2,0,0,0
2343,622,9,5,2,1,0,0
2344,622,9,5,2,0,0,0
2345,622,9,5,2,0,0,0
2346,622,9,5,2,0,0,0
2347,622,9,5,2,0,0,0
2348,622,9,5,2,0,0,0
2349,832,2,1,1,0,0,0
2350,834,9,5,2,0,0,0
2351,834,9,5,2,0,0,0
2352,834,9,5,2,0,0,0
2353,834,9,5,2,0,0,0
2354,834,9,5,2,1,0,0
2355,834,9,5,2,0,0,0
2356,834,9,5,2,1,0,0
2357,834,9,5,2,0,0,0
2358,834,9,5,2,0,0,0
2359,834,9,5,2,0,0,0
2360,834,9,5,2,0,0,0
2361,834,9,5,2,1,0,0
2362,834,9,5,2,0,0,0
2363,834,9,5,2,0,0,0
2364,834,9,5,2,0,0,0
2365,834,9,5,2,0,0,0
2366,834,9,5,2,1,1,1
2367,834,9,5,2,0,0,0
2368,834,9,5,2,0,0,0
2369,834,9,5,2,0,0,0
2370,834,9,5,2,0,0,0
2371,834,9,5,2,0,1,0
2372,834,9,5,2,0,0,0
2373,834,9,5,2,1,0,0
2374,834,9,5,2,0,0,0
2375,834,9,5,2,1,0,0
2376,834,9,5,2,0,0,0
2377,834,9,5,2,0,1,1
2378,834,9,5,2,0,0,0
2379,834,9,5,2,0,0,0
2380,834,9,5,2,0,0,0
2381,834,9,5,2,0,0,0
2382,834,9,5,2,0,0,0
2383,834,9,5,2,0,0,0
2384,834,9,5,2,1,1,0
2385,834,9,5,2,0,0,0
2386,834,9,5,2,0,0,0
2387,834,9,5,2,0,0,0
2388,834,9,5,2,0,0,0
2389,834,9,5,2,0,0,0
2390,622,9,5,2,0,0,0
2391,622,9,5,2,0,0,0
2392,622,9,5,2,0,0,0
2393,622,9,5,2,0,0,0
2394,622,9,5,2,0,0,0
2395,622,9,5,2,0,0,0
2396,622,9,5,2,0,0,0
2397,622,9,5,2,0,0,0
2398,622,9,5,2,1,1,0
2399,622,9,5,2,0,0,0
2400,622,9,5,2,1,0,0
2401,622,9,5,2,0,0,0
2402,622,9,5,2,0,0,0
2403,834,9,5,2,0,0,0
2404,834,9,5,2,0,0,0
2405,834,9,5,2,0,0,0
2406,834,9,5,2,0,0,0
2407,834,9,5,2,0,0,0
2408,834,9,5,2,0,0,0
2409,834,9,5,2,0,0,0
2410,834,9,5,2,0,1,0
2411,622,9,5,2,0,0,0
2412,622,9,5,2,0,0,0
2413,622,9,5,2,0,0,0
2414,622,9,5,2,1,1,1
2415,622,9,5,2,0,0,0
2416,833,14,9,4,0,1,0
2417,833,14,9,4,1,1,0
2418,833,14,9,4,0,0,0
2419,833,14,9,4,0,0,0
2420,833,14,9,4,0,0,0
2421,833,14,9,4,0,0,0
2422,833,14,9,4,1,0,0
2423,833,14,9,4,1,1,1
2424,833,14,9,4,0,0,0
2425,833,14,9,4,0,0,0
2426,833,14,9,4,0,0,0
2427,622,9,5,2,0,0,0
2428,622,9,5,2,0,0,0
2429,834,9,5,2,0,0,0
2430,833,14,9,4,0,0,0
2431,833,14,9,4,0,0,0
2432,833,14,9,4,0,0,0
2433,833,14,9,4,0,1,1
2434,833,14,9,4,1,0,0
2435,833,14,9,4,0,0,0
2436,833,14,9,4,1,1,0
2437,833,14,9,4,0,0,0
2438,833,14,9,4,0,0,0
2439,833,14,9,4,0,0,0
2440,834,9,5,2,0,0,0
2441,833,14,9,4,1,0,0
2442,834,9,5,2,0,0,0
2443,834,9,5,2,0,0,0
2444,834,9,5,2,0,0,0
2445,834,9,5,2,0,0,0
2446,834,9,5,2,0,0,0
2447,834,9,5,2,0,0,0
2448,834,9,5,2,0,0,0
2449,834,9,5,2,1,0,0
2450,834,9,5,2,0,0,0
2451,834,9,5,2,0,0,0
2452,834,9,5,2,0,0,0
2453,833,14,9,4,0,0,0
2454,833,14,9,4,0,0,0
2455,833,14,9,4,0,0,0
2456,833,14,9,4,0,1,1
2457,833,14,9,4,0,0,0
2458,833,14,9,4,1,1,1
2459,833,14,9,4,1,1,0
2460,833,14,9,4,0,0,0
2461,200,4,3,2,0,0,0
2462,200,4,3,2,0,0,0
2463,200,4,3,2,0,0,0
2464,833,14,9,4,0,0,0
2465,833,14,9,4,0,0,0
2466,833,14,9,4,0,0,0
2467,833,14,9,4,1,0,0
2468,833,14,9,4,0,0,0
2469,833,14,9,4,0,0,0
2470,833,14,9,4,1,0,0
2471,833,14,9,4,0,0,0
2472,833,14,9,4,0,0,0
2473,833,14,9,4,0,0,0
2474,833,14,9,4,1,0,0
2475,833,14,9,4,0,0,0
2476,833,14,9,4,0,0,0
2477,833,14,9,4,0,0,0
2478,833,14,9,4,1,0,0
2479,833,14,9,4,0,1,0
2480,833,14,9,4,0,0,0
2481,833,14,9,4,1,0,0
2482,833,14,9,4,1,0,0
2483,833,14,9,4,0,0,0
2484,833,14,9,4,0,0,0
2485,833,14,9,4,0,0,0
2486,831,10,3,1,0,0,0
2487,831,10,3,1,0,0,0
2488,831,10,3,1,0,0,0
2489,831,10,3,1,1,0,0
2490,831,10,3,1,0,0,0
2491,831,10,3,1,0,0,0
2492,831,10,3,1,0,0,0
2493,2144,2,2,2,0,0,0
2494,2144,2,2,2,0,0,0
2495,2144,2,2,2,0,0,0
2496,2144,2,2,2,1,1,1
2497,2144,2,2,2,0,0,0
2498,2144,2,2,2,0,0,0
2499,2144,2,2,2,0,0,0
2500,2144,2,2,2,0,0,0
2501,323,1,1,1,1,1,1
2502,2144,2,2,2,0,0,0
2503,2144,2,2,2,0,0,0
2504,2144,2,2,2,1,0,0
2505,2144,2,2,2,0,0,0
2506,2144,2,2,2,0,0,0
2507,2144,2,2,2,0,0,0
2508,2144,2,2,2,0,0,0
2509,2144,2,2,2,0,1,1
2510,139,1,1,1,0,0,0
2511,911,3,3,1,0,0,0
2512,911,3,3,1,0,0,0
2513,139,1,1,1,0,0,0
2514,138,1,1,1,0,0,0
2515,138,1,1,1,0,0,0
2516,138,1,1,1,0,0,0
2517,138,1,1,1,1,1,1
2518,138,1,1,1,0,0,0
2519,138,1,1,1,0,0,0
2520,138,1,1,1,0,0,0
2521,138,1,1,1,0,0,0
2522,138,1,1,1,0,0,0
2523,138,1,1,1,0,0,0
2524,138,1,1,1,0,0,0
2525,138,1,1,1,0,0,0
2526,139,1,1,1,0,0,0
2527,139,1,1,1,0,0,0
2528,139,1,1,1,1,1,1
2529,138,1,1,1,0,0,0
2530,138,1,1,1,0,0,0
2531,477,1,1,1,0,0,0
2532,477,1,1,1,0,0,0
2533,477,1,1,1,0,0,0
2534,314,1,1,1,0,0,0
2535,911,3,3,1,0,0,0
2536,911,3,3,1,0,0,0
2537,477,1,1,1,0,0,0
2538,15,3,2,1,0,0,0
2539,15,3,2,1,0,0,0
2540,15,3,2,1,0,0,0
2541,911,3,3,1,0,0,0
2542,15,3,2,1,0,0,0
2543,911,3,3,1,0,0,0
2544,911,3,3,1,0,1,0
2545,911,3,3,1,1,1,0
2546,911,3,3,1,1,0,0
2547,911,3,3,1,1,1,1
2548,911,3,3,1,0,0,0
2549,911,3,3,1,0,0,0
2550,911,3,3,1,0,0,0
2551,911,3,3,1,0,0,0
2552,911,3,3,1,0,0,0
2553,314,1,1,1,0,0,0
2554,314,1,1,1,1,1,1
2555,742,2,1,1,1,1,1
2556,742,2,1,1,0,0,0
2557,742,2,1,1,0,0,0
2558,742,2,1,1,0,0,0
2559,742,2,1,1,1,0,0
2560,726,1,1,1,0,0,0
2561,726,1,1,1,0,0,0
2562,726,1,1,1,0,0,0
2563,726,1,1,1,1,1,1
2564,726,1,1,1,0,0,0
2565,726,1,1,1,0,0,0
2566,726,1,1,1,0,0,0
2567,726,1,1,1,0,0,0
2568,726,1,1,1,0,0,0
2569,726,1,1,1,0,0,0
2570,726,1,1,1,0,0,0
2571,742,2,1,1,0,0,0
2572,742,2,1,1,0,0,0
2573,742,2,1,1,0,0,0
2574,727,2,1,1,0,0,0
2575,727,2,1,1,0,0,0
2576,882,2,2,1,0,0,0
2577,727,2,1,1,1,1,1
2578,727,2,1,1,0,0,0
2579,727,2,1,1,1,0,0
2580,727,2,1,1,0,0,0
2581,727,2,1,1,0,0,0
2582,728,7,6,4,0,0,0
2583,728,7,6,4,1,1,1
2584,728,7,6,4,0,0,0
2585,728,7,6,4,1,0,0
2586,728,7,6,4,0,0,0
2587,728,7,6,4,0,0,0
2588,728,7,6,4,0,0,0
2589,728,7,6,4,1,1,1
2590,728,7,6,4,0,0,0
2591,477,1,1,1,0,0,0
2592,727,2,1,1,0,0,0
2593,728,7,6,4,0,0,0
2594,728,7,6,4,0,0,0
2595,728,7,6,4,0,0,0
2596,728,7,6,4,0,0,0
2597,728,7,6,4,1,1,1
2598,728,7,6,4,0,0,0
2599,477,1,1,1,0,0,0
2600,477,1,1,1,0,0,0
2601,477,1,1,1,1,1,1
2602,742,2,1,1,0,0,0
2603,876,1,1,1,0,0,0
2604,742,2,1,1,0,0,0
2605,876,1,1,1,0,0,0
2606,876,1,1,1,0,0,0
2607,876,1,1,1,0,0,0
2608,876,1,1,1,0,0,0
2609,876,1,1,1,0,0,0
2610,876,1,1,1,1,1,1
2611,876,1,1,1,0,0,0
2612,876,1,1,1,0,0,0
2613,466,1,1,1,0,0,0
2614,876,1,1,1,0,0,0
2615,876,1,1,1,0,0,0
2616,877,5,1,1,0,0,0
2617,877,5,1,1,0,0,0
2618,877,5,1,1,0,0,0
2619,877,5,1,1,0,0,0
2620,881,1,1,1,0,0,0
2621,881,1,1,1,1,1,1
2622,881,1,1,1,0,0,0
2623,881,1,1,1,0,0,0
2624,882,2,2,1,0,0,0
2625,882,2,2,1,0,0,0
2626,882,2,2,1,0,0,0
2627,466,1,1,1,1,1,1
2628,466,1,1,1,0,0,0
2629,466,1,1,1,0,0,0
2630,2687,2,1,1,0,0,0
2631,2687,2,1,1,0,0,0
2632,111,2,1,1,0,0,0
2633,879,1,1,1,0,0,0
2634,879,1,1,1,0,0,0
2635,879,1,1,1,1,1,1
2636,879,1,1,1,0,0,0
2637,879,1,1,1,0,0,0
2638,879,1,1,1,0,0,0
2639,877,5,1,1,0,0,0
2640,2687,2,1,1,0,0,0
2641,877,5,1,1,0,0,0
2642,2687,2,1,1,1,0,0
2643,2687,2,1,1,0,0,0
2644,877,5,1,1,1,0,0
2645,877,5,1,1,0,0,0
2646,2687,2,1,1,0,0,0
2647,2687,2,1,1,0,0,0
2648,2687,2,1,1,0,1,1
2649,877,5,1,1,0,0,0
2650,877,5,1,1,0,0,0
2651,877,5,1,1,1,0,0
2652,877,5,1,1,1,0,0
2653,877,5,1,1,1,1,1
2654,877,5,1,1,0,0,0
2655,877,5,1,1,0,0,0
2656,877,5,1,1,0,0,0
2657,877,5,1,1,0,0,0
2658,883,1,2,1,0,1,0
2659,883,1,2,1,0,0,0
2660,885,3,3,1,0,0,0
2661,877,5,1,1,1,0,0
2662,728,7,6,4,0,0,0
2663,728,7,6,4,1,0,0
2664,728,7,6,4,0,0,0
2665,885,3,3,1,0,0,0
2666,885,3,3,1,1,1,0
2667,728,7,6,4,0,0,0
2668,885,3,3,1,1,1,0
2669,728,7,6,4,0,0,0
2670,728,7,6,4,0,0,0
2671,882,2,2,1,0,0,0
2672,882,2,2,1,0,0,0
2673,882,2,2,1,0,0,0
2674,882,2,2,1,0,0,0
2675,882,2,2,1,0,0,0
2676,885,3,3,1,1,1,1
2677,885,3,3,1,0,0,0
2678,728,7,6,4,0,0,0
2679,882,2,2,1,1,0,0
2680,882,2,2,1,0,0,0
2681,882,2,2,1,1,1,1
2682,882,2,2,1,0,1,0
2683,423,1,1,1,0,0,0
2684,423,1,1,1,0,0,0
2685,423,1,1,1,0,0,0
2686,423,1,1,1,0,0,0
2687,2859,1,1,1,0,0,0
2688,2859,1,1,1,0,0,0
2689,2859,1,1,1,0,0,0
2690,2859,1,1,1,0,0,0
2691,424,1,1,1,0,0,0
2692,424,1,1,1,1,1,1
2693,424,1,1,1,0,0,0
2694,2687,2,1,1,1,0,0
2695,2859,1,1,1,0,0,0
2696,423,1,1,1,0,0,0
2697,423,1,1,1,0,0,0
2698,423,1,1,1,1,1,1
2699,2159,1,1,1,0,0,0
2700,2365,1,1,1,0,0,0
2701,2859,1,1,1,0,0,0
2702,2859,1,1,1,0,0,0
2703,2859,1,1,1,1,1,1
2704,2859,1,1,1,0,0,0
2705,2859,1,1,1,0,0,0
2706,2859,1,1,1,0,0,0
2707,2159,1,1,1,1,1,1
2708,2365,1,1,1,0,0,0
2709,2365,1,1,1,0,0,0
2710,2365,1,1,1,0,0,0
2711,2365,1,1,1,1,1,1
2712,2365,1,1,1,0,0,0
2713,2365,1,1,1,0,0,0
2714,2365,1,1,1,0,0,0
2715,2310,1,1,1,0,0,0
2716,2310,1,1,1,0,0,0
2717,2310,1,1,1,0,0,0
2718,2310,1,1,1,0,0,0
2719,2310,1,1,1,0,0,0
2720,2310,1,1,1,0,0,0
2721,2310,1,1,1,0,0,0
2722,2310,1,1,1,0,0,0
2723,2310,1,1,1,0,0,0
2724,2310,1,1,1,0,0,0
2725,2310,1,1,1,1,1,1
2726,2397,2,2,2,1,1,1
2727,716,2,1,1,0,0,0
2728,716,2,1,1,0,0,0
2729,108,2,1,1,1,0,0
2730,2310,1,1,1,0,0,0
2731,2397,2,2,2,0,0,0
2732,2859,1,1,1,0,0,0
2733,2859,1,1,1,0,0,0
2734,2310,1,1,1,0,0,0
2735,2397,2,2,2,0,0,0
2736,2397,2,2,2,0,0,0
2737,721,3,2,1,0,0,0
2738,2397,2,2,2,1,1,1
2739,2397,2,2,2,0,0,0
2740,2397,2,2,2,0,0,0
2741,391,1,1,1,0,0,0
2742,391,1,1,1,1,1,1
2743,392,1,1,1,0,0,0
2744,392,1,1,1,0,0,0
2745,394,1,1,1,0,0,0
2746,392,1,1,1,0,0,0
2747,392,1,1,1,1,1,1
2748,394,1,1,1,0,0,0
2749,394,1,1,1,0,0,0
2750,394,1,1,1,1,1,1
2751,721,3,2,1,0,0,0
2752,721,3,2,1,0,0,0
2753,721,3,2,1,0,0,0
2754,721,3,2,1,0,0,0
2755,721,3,2,1,0,0,0
2756,721,3,2,1,0,0,0
2757,508,1,1,1,1,1,1
2758,508,1,1,1,0,0,0
2759,508,1,1,1,0,0,0
2760,391,1,1,1,0,0,0
2761,2143,2,2,1,0,0,0
2762,2143,2,2,1,0,0,0
2763,2143,2,2,1,0,0,0
2764,2143,1,1,1,1,1,1
2765,721,3,2,1,0,0,0
2766,721,3,2,1,0,0,0
2767,394,1,1,1,0,0,0
2768,659,4,1,1,0,0,0
2769,394,1,1,1,0,0,0
2770,394,1,1,1,0,0,0
2771,656,2,1,1,0,0,0
2772,394,1,1,1,0,0,0
2773,656,2,1,1,0,0,0
2774,2143,2,2,1,0,0,0
2775,2143,2,2,1,1,1,0
2776,656,2,1,1,0,0,0
2777,656,2,1,1,0,0,0
2778,656,2,1,1,0,0,0
2779,656,2,1,1,0,0,0
2780,656,2,1,1,0,0,0
2781,659,4,1,1,0,0,0
2782,659,4,1,1,0,0,0
2783,659,4,1,1,0,0,0
2784,659,4,1,1,0,0,0
2785,656,2,1,1,0,0,0
2786,656,2,1,1,0,0,0
2787,656,2,1,1,1,1,1
2788,656,2,1,1,1,0,0
2789,656,2,1,1,0,0,0
2790,659,4,1,1,1,0,0
2791,659,4,1,1,0,0,0
2792,659,4,1,1,0,0,0
2793,659,4,1,1,1,1,1
2794,659,4,1,1,1,0,0
2795,659,4,1,1,0,0,0
2796,256,1,2,1,0,0,0
2797,256,1,2,1,0,0,0
2798,256,1,2,1,0,0,0
2799,256,1,2,1,1,1,0
2800,256,1,2,1,0,0,0
2801,256,1,2,1,0,0,0
2802,256,1,2,1,0,1,1
2803,256,1,2,1,0,0,0
2804,256,1,2,1,0,0,0
2805,256,1,2,1,0,0,0
2806,813,1,1,1,0,0,0
2807,813,1,1,1,0,0,0
2808,813,1,1,1,1,1,1
2809,195,1,1,1,0,0,0
2810,252,1,1,1,0,0,0
2811,252,1,1,1,0,0,0
2812,252,1,1,1,1,1,1
2813,252,1,1,1,0,0,0
2814,252,1,1,1,0,0,0
2815,2172,1,1,1,0,0,0
2816,2172,1,1,1,0,0,0
2817,2172,1,1,1,0,0,0
2818,252,1,1,1,0,0,0
2819,252,1,1,1,0,0,0
2820,252,1,1,1,0,0,0
2821,253,1,1,1,0,0,0
2822,2172,1,1,1,1,0,0
2823,2172,1,1,1,0,1,1
2824,2172,1,1,1,0,0,0
2825,2172,1,1,1,0,0,0
2826,2172,1,1,1,0,0,0
2827,255,1,1,1,0,0,0
2828,2805,1,1,1,0,0,0
2829,255,1,1,1,1,1,1
2830,2805,1,1,1,0,0,0
2831,2172,1,1,1,0,0,0
2832,2805,1,1,1,1,1,1
2833,2805,1,1,1,0,0,0
2834,2805,1,1,1,0,0,0
2835,2805,1,1,1,0,0,0
2836,253,1,1,1,1,1,1
2837,253,1,1,1,0,0,0
2838,253,1,1,1,0,0,0
2839,256,1,2,1,0,0,0
2840,256,1,2,1,0,0,0
2841,252,1,1,1,0,0,0
2842,12240,1,1,1,0,0,0
2843,12240,1,1,1,0,0,0
2844,12240,1,1,1,0,0,0
2845,12240,1,1,1,0,0,0
2846,4320,2,1,1,0,0,0
2847,4320,2,1,1,0,0,0
2848,12240,1,1,1,0,0,0
2849,4320,2,1,1,0,0,0
2850,4320,2,1,1,0,0,0
2851,4320,2,1,1,0,0,0
2852,4320,2,1,1,0,0,0
2853,4320,2,1,1,0,0,0
2854,4320,2,1,1,0,0,0
2855,4320,2,1,1,0,0,0
2856,4320,2,1,1,0,0,0
2857,11880,1,1,1,0,0,0
2858,11880,1,1,1,0,0,0
2859,4320,2,1,1,0,0,0
2860,11880,1,1,1,0,0,0
2861,11880,1,1,1,0,0,0
2862,11880,1,1,1,1,1,1
2863,14340,1,1,1,0,0,0
2864,4350,1,1,1,0,0,0
2865,4350,1,1,1,1,1,1
2866,14340,1,1,1,1,1,1
2867,14340,1,1,1,0,0,0
2868,4320,2,1,1,0,0,0
2869,4320,2,1,1,0,0,0
2870,4320,2,1,1,0,0,0
2871,4320,2,1,1,1,0,0
2872,4320,2,1,1,0,0,0
2873,4320,2,1,1,0,0,0
2874,4320,1,1,1,1,1,1
2875,12240,1,1,1,0,0,0
2876,12240,1,1,1,1,0,0
2877,12240,1,1,1,0,1,1
2878,13050,3,3,2,1,1,1
2879,13050,3,3,2,1,0,0
2880,13050,3,3,2,0,0,0
2881,13050,3,3,2,0,0,0
2882,13050,3,3,2,0,0,0
2883,13050,3,3,2,0,1,1
2884,13050,3,3,2,1,1,0
2885,13050,3,3,2,0,0,0
2886,13050,3,3,2,0,0,0
2887,13050,3,3,2,0,0,0
2888,13050,3,3,2,0,0,0
2889,13050,3,3,2,0,0,0
2890,13050,3,3,2,0,0,0
2891,13050,3,3,2,0,0,0
2892,14010,1,1,1,0,0,0
2893,14010,1,1,1,0,0,0
2894,14010,1,1,1,1,1,1
2895,14010,1,1,1,0,0,0
2896,14010,1,1,1,0,0,0
2897,14010,1,1,1,0,0,0
2898,6690,4,1,1,0,0,0
2899,6690,4,1,1,0,0,0
2900,6690,4,1,1,0,0,0
2901,6690,4,1,1,0,0,0
2902,6690,4,1,1,0,0,0
2903,10620,1,1,1,0,0,0
2904,10620,1,1,1,0,0,0
2905,10620,1,1,1,0,0,0
2906,10620,1,1,1,0,0,0
2907,10620,1,1,1,0,0,0
2908,10620,1,1,1,0,0,0
2909,10620,1,1,1,1,1,1
2910,10620,1,1,1,0,0,0
2911,10620,1,1,1,0,0,0
2912,10620,1,1,1,0,0,0
2913,10620,1,1,1,0,0,0
2914,10620,1,1,1,0,0,0
2915,5520,1,1,1,0,0,0
2916,5520,1,1,1,0,0,0
2917,5520,1,1,1,1,1,1
2918,2610,1,1,1,0,0,0
2919,10620,1,1,1,0,0,0
2920,300,1,1,1,0,0,0
2921,10620,1,1,1,0,0,0
2922,10620,1,1,1,0,0,0
2923,10620,1,1,1,0,0,0
2924,14010,1,1,1,0,0,0
2925,6690,4,1,1,0,0,0
2926,6690,4,1,1,0,0,0
2927,6690,4,1,1,1,0,0
2928,6690,4,1,1,1,0,0
2929,6690,4,1,1,0,0,0
2930,6690,4,1,1,1,0,0
2931,6690,4,1,1,0,0,0
2932,6690,4,1,1,0,0,0
2933,6690,4,1,1,0,0,0
2934,13050,3,3,2,0,0,0
2935,13050,3,3,2,0,0,0
2936,13050,3,3,2,0,0,0
2937,6690,4,1,1,0,0,0
2938,6690,4,1,1,0,0,0
2939,6690,4,1,1,0,0,0
2940,6690,4,1,1,1,1,1
2941,6690,4,1,1,0,0,0
2942,6690,4,1,1,0,0,0
2943,10620,1,1,1,0,0,0
2944,6060,2,1,1,0,0,0
2945,6060,2,1,1,0,0,0
2946,6060,2,1,1,0,0,0
2947,6060,2,1,1,0,0,0
2948,6060,2,1,1,1,0,0
2949,13050,3,3,2,0,0,0
2950,13050,3,3,2,0,0,0
2951,13050,3,3,2,0,0,0
2952,6060,2,1,1,0,0,0
2953,6060,2,1,1,0,0,0
2954,99720,1,1,1,0,0,0
2955,99720,1,1,1,0,0,0
2956,99720,1,1,1,0,0,0
2957,99720,1,1,1,0,0,0
2958,14340,1,1,1,0,0,0
2959,14340,1,1,1,0,0,0
2960,5520,1,1,1,0,0,0
2961,14340,1,1,1,0,0,0
2962,99720,1,1,1,0,0,0
2963,99720,1,1,1,0,0,0
2964,99720,1,1,1,1,1,1
2965,99720,1,1,1,0,0,0
2966,99720,1,1,1,0,0,0
2967,99720,1,1,1,0,0,0
2968,99720,1,1,1,0,0,0
2969,6060,2,1,1,0,0,0
2970,6060,1,1,1,1,1,1
2971,99720,1,1,1,0,0,0
2972,6060,2,1,1,0,0,0
2973,13230,2,1,1,0,0,0
2974,8280,1,1,1,0,0,0
2975,13230,2,1,1,0,0,0
2976,750,1,1,1,0,0,0
2977,13230,2,1,1,0,0,0
2978,13230,2,1,1,0,0,0
2979,750,1,1,1,0,0,0
2980,750,1,1,1,0,0,0
2981,13230,2,1,1,1,1,1
2982,13230,2,1,1,0,0,0
2983,750,1,1,1,0,0,0
2984,750,1,1,1,0,0,0
2985,750,1,1,1,1,1,1
2986,300,1,1,1,0,0,0
2987,15060,1,1,1,1,1,1
2988,750,1,1,1,0,0,0
2989,750,1,1,1,0,0,0
2990,750,1,1,1,0,0,0
2991,750,1,1,1,0,0,0
2992,750,1,1,1,0,0,0
2993,4860,1,1,1,0,0,0
2994,8280,1,1,1,0,0,0
2995,15060,1,1,1,0,0,0
2996,8280,1,1,1,0,0,0
2997,8280,1,1,1,0,0,0
2998,8280,1,1,1,1,1,1
2999,8280,1,1,1,0,0,0
3000,8280,1,1,1,0,0,0
3001,4860,1,1,1,0,0,0
3002,4860,1,1,1,0,0,0
3003,4860,1,1,1,1,1,1
3004,4860,1,1,1,0,0,0
3005,11160,1,1,1,0,0,0
3006,11160,1,1,1,0,0,0
3007,11160,1,1,1,0,0,0
3008,13230,2,1,1,1,0,0
3009,11160,1,1,1,0,0,0
3010,11160,1,1,1,0,0,0
3011,11160,1,1,1,1,1,1
3012,11160,1,1,1,0,0,0
3013,11160,1,1,1,0,0,0
3014,11160,1,1,1,0,0,0
3015,300,1,1,1,0,0,0
3016,300,1,1,1,0,0,0
3017,2610,1,1,1,0,0,0
3018,2610,1,1,1,0,0,0
3019,2610,1,1,1,0,0,0
3020,2610,1,1,1,1,1,1
3021,2580,1,1,1,0,0,0
3022,2580,1,1,1,1,1,1
3023,300,1,1,1,0,0,0
3024,300,1,1,1,0,0,0
3025,300,1,1,1,1,1,1
3026,300,1,1,1,0,0,0
3027,300,1,1,1,0,0,0
3028,300,1,1,1,0,0,0
3029,13230,2,1,1,0,0,0
3030,300,1,1,1,0,0,0
