0 0 0
1	0.9048374180	0.9704455335
2	0.8187307531	0.9417645336
3	0.7408182207	0.9139311853
4	0.6703200460	0.8869204367
5	0.6065306597	0.8607079764
6	0.5488116361	0.8352702114
7	0.4965853038	0.8105842460
8	0.4493289641	0.7866278611
9	0.4065696597	0.7633794943
10	0.3678794412	0.7408182207
11	0.3328710837	0.7189237334
12	0.3011942119	0.6976763261
13	0.2725317930	0.6770568745
14	0.2465969639	0.6570468198
15	0.2231301601	0.6376281516
16	0.2018965180	0.6187833918
17	0.1826835241	0.6004955788
18	0.1652988882	0.5827482524
19	0.1495686192	0.5655254387
20	0.1353352832	0.5488116361
21	0.1224564283	0.5325918010
22	0.1108031584	0.5168513345
23	0.1002588437	0.5015760691
24	0.0907179533	0.4867522560
25	0.0820849986	0.4723665527
26	0.0742735782	0.4584060113
27	0.0672055127	0.4448580662
28	0.0608100626	0.4317105234
29	0.0550232201	0.4189515492
30	0.0497870684	0.4065696597
31	0.0450492024	0.3945537104
32	0.0407622040	0.3828928860
33	0.0368831674	0.3715766910
34	0.0333732700	0.3605949402
35	0.0301973834	0.3499377491
36	0.0273237224	0.3395955256
37	0.0247235265	0.3295589611
38	0.0223707719	0.3198190218
39	0.0202419114	0.3103669413
40	0.0183156389	0.3011942119
41	0.0165726754	0.2922925777
42	0.0149955768	0.2836540265
43	0.0135685590	0.2752707831
44	0.0122773399	0.2671353020
45	0.0111089965	0.2592402606
46	0.0100518357	0.2515785531
47	0.0090952771	0.2441432832
48	0.0082297470	0.2369277587
49	0.0074465831	0.2299254852
50	0.0067379470	0.2231301601
51	0.0060967466	0.2165356673
52	0.0055165644	0.2101360712
53	0.0049915939	0.2039256117
54	0.0045165809	0.1978986991
55	0.0040867714	0.1920499086
56	0.0036978637	0.1863739760
57	0.0033459655	0.1808657926
58	0.0030275547	0.1755204006
59	0.0027394448	0.1703329888
60	0.0024787522	0.1652988882
61	0.0022428677	0.1604135678
62	0.0020294306	0.1556726304
63	0.0018363048	0.1510718088
64	0.0016615573	0.1466069621
65	0.0015034392	0.1422740716
66	0.0013603680	0.1380692373
67	0.0012309119	0.1339886747
68	0.0011137751	0.1300287109
69	0.0010077854	0.1261857817
70	0.0009118820	0.1224564283
71	0.0008251049	0.1188372939
72	0.0007465858	0.1153251210
73	0.0006755388	0.1119167486
74	0.0006112528	0.1086091088
75	0.0005530844	0.1053992246
76	0.0005004514	0.1022842067
77	0.0004528272	0.0992612516
78	0.0004097350	0.0963276382
79	0.0003707435	0.0934807263
80	0.0003354626	0.0907179533
81	0.0003035391	0.0880368326
82	0.0002746536	0.0854349510
83	0.0002485168	0.0829099666
84	0.0002248673	0.0804596067
85	0.0002034684	0.0780816660
86	0.0001841058	0.0757740040
87	0.0001665858	0.0735345438
88	0.0001507331	0.0713612696
89	0.0001363889	0.0692522253
90	0.0001234098	0.0672055127
91	0.0001116658	0.0652192897
92	0.0001010394	0.0632917684
93	0.0000914242	0.0614212139
94	0.0000827241	0.0596059427
95	0.0000748518	0.0578443209
96	0.0000677287	0.0561347628
97	0.0000612835	0.0544757299
98	0.0000554516	0.0528657287
99	0.0000501747	0.0513033103
100	0.0000453999	0.0497870684
