"n","x","y","geometrysou","centroid","external"
7170,479295.85964,4979531.34039,1,0,0
7171,479296.33885,4979435.80326,1,0,0
7172,479297.28296,4979240.28558,1,0,0
7173,479305.273,4980246.71629,1,0,0
7174,479308.81312,4986932.01675,1,0,0
7175,479312.38096,4980980.98546,1,0,0
7177,479316.61157,4980509.84714,1,0,0
7178,479331.74228,4981433.71821,1,0,0
7179,479322.39739,4982613.95078,1,0,0
7180,479326.67925,4980526.58886,1,0,0
7181,479327.33912,4980828.07979,1,0,0
7182,479329.04627,4979795.62221,1,0,0
7184,479350.4528,4980075.49466,1,0,0
7185,479373.42735,4980353.14048,1,0,0
7186,479392.47735,4979903.17271,1,0,0
7187,479393.65373,4980634.90561,1,0,0
7188,479413.08513,4980180.82622,1,0,0
7189,479425.27313,4951190.82185,1,0,0
7190,479433.69838,4980460.70164,1,0,0
7193,479454.3257,4980009.61805,1,0,0
7195,479477.30308,4980289.48594,1,0,0
7196,479493.18413,4980078.3678,1,0,0
7199,479502.25504,4980571.014,1,0,0
7200,479512.48583,4979211.82043,1,0,0
7201,479513.67243,4972458.26968,1,0,0
7202,479525.28877,4953752.07971,1,0,0
7204,479535.40987,4950204.0564,1,0,0
7205,479540.72684,4980397.03797,1,0,0
7206,479541.14007,4979811.71419,1,0,0
7208,479554.44733,4980175.48461,1,0,0
7209,479555.73398,4982129.96527,1,0,0
7210,479557.6604,4954771.7226,1,0,0
7211,479560.93408,4981537.8482,1,0,0
7212,479564.47585,4955622.49003,1,0,0
7213,479569.22892,4980680.22128,1,0,0
7217,479575.8145,4959693.79378,1,0,0
7218,479587.49591,4980228.03468,1,0,0
7219,479588.68932,4979169.36335,1,0,0
7220,479599.0406,4979917.06266,1,0,0
7221,479603.85424,4964789.16483,1,0,0
7222,479603.87163,4965292.38117,1,0,0
7223,479607.20228,4966092.18557,1,0,0
7224,479613.15408,4967070.38619,1,0,0
7225,479615.87217,4967403.74569,1,0,0
7226,479612.27101,4980505.00908,1,0,0
7227,479617.65185,4967640.68591,1,0,0
7228,479617.86708,4967708.44754,1,0,0
7229,479618.29402,4967842.85997,1,0,0
7233,479626.86112,4970042.33524,1,0,0
7235,479636.43609,4979922.94217,1,0,0
7237,479638.27897,4978842.60723,1,0,0
7238,479599.84329,4979229.53734,1,0,0
7239,479639.13854,4979112.54773,1,0,0
7241,479641.18978,4979261.39883,1,0,0
7242,479641.23247,4979522.45508,1,0,0
7243,479648.53882,4980331.15185,1,0,0
7244,479650.1579,4979601.29904,1,0,0
7247,479680.52821,4977246.1443,1,0,0
7250,479684.94657,4977643.82343,1,0,0
7251,479686.2131,4978042.6237,1,0,0
7253,479703.0698,4964170.10603,1,0,0
7254,479706.41257,4974063.41509,1,0,0
7257,479710.03179,4990141.54551,1,0,0
7258,479713.59603,4979712.18528,1,0,0
7259,479716.7171,4980198.74044,1,0,0
7261,479717.3286,4980441.13247,1,0,0
7263,479730.67031,4975667.43477,1,0,0
7264,479746.06675,4979258.39964,1,0,0
7265,479757.1591,4980270.81941,1,0,0
7267,479778.58797,4979816.40197,1,0,0
7269,479791.47117,4981645.98129,1,0,0
7270,479817.42652,4979879.59933,1,0,0
7271,479831.60628,5003264.65517,1,0,0
7273,479838.6354,4979303.54197,1,0,0
7274,479864.04333,4979959.10234,1,0,0
7275,479865.47131,4982838.836,1,0,0
7276,479866.51397,4984444.06221,1,0,0
7277,479873.5941,4988335.48862,1,0,0
7278,479876.06526,4967409.92291,1,0,0
7279,479877.04449,4987532.30207,1,0,0
7281,479905.1624,5001657.36699,1,0,0
7282,479878.39398,4980034.04148,1,0,0
7284,479910.10198,4981516.74487,1,0,0
7285,479919.34648,4979440.48139,1,0,0
7286,479928.21151,4980003.44677,1,0,0
7287,479928.25855,4979264.9347,1,0,0
7289,479868.71439,4967660.77749,1,0,0
7290,479932.90941,4979490.42832,1,0,0
7292,479934.66729,4971038.58575,1,0,0
7296,479963.16316,4998618.83271,1,0,0
7297,479967.1716,4971282.09642,1,0,0
7298,479972.51688,4967682.892,1,0,0
7299,479972.71813,4981624.30381,1,0,0
7301,480003.9358,4979936.00127,1,0,0
7302,480008.64155,4966090.923,1,0,0
7303,480012.64346,4979265.78123,1,0,0
7304,480023.87996,4971134.84112,1,0,0
7308,480033.94195,4970917.52496,1,0,0
7309,480039.5381,4980251.60182,1,0,0
7310,480049.15065,4967682.65328,1,0,0
7311,480058.32138,4981772.89421,1,0,0
7313,480067.52135,4971050.72402,1,0,0
7314,480067.71133,4971111.8209,1,0,0
7315,480070.3194,4972458.18039,1,0,0
7317,480073.4619,4972935.50972,1,0,0
7318,480087.55174,4979768.77521,1,0,0
7319,480079.01339,4973476.81787,1,0,0
7320,480079.57561,4979486.63701,1,0,0
7321,480080.25518,4973749.19874,1,0,0
7322,480081.62343,4974062.23711,1,0,0
7323,480081.99895,4974436.70977,1,0,0
7324,480082.84713,4977244.87917,1,0,0
7325,480084.02966,4976763.08964,1,0,0
7326,480084.53797,4976267.30558,1,0,0
7327,480084.70128,4976066.23723,1,0,0
7328,480084.90728,4974864.27435,1,0,0
7329,480085.36213,4975264.18618,1,0,0
7330,480085.66978,4977644.78514,1,0,0
7331,480085.81717,4975664.09826,1,0,0
7333,480090.06291,4978042.46472,1,0,0
7334,480096.03662,4978441.2505,1,0,0
7335,480102.8123,4978844.47755,1,0,0
7336,480103.09173,4994968.05922,1,0,0
7337,480112.59104,4971222.98999,1,0,0
7338,480111.55676,4979804.69295,1,0,0
7339,480113.38716,4971250.53693,1,0,0
7340,480143.24847,4979192.7229,1,0,0
7341,480145.20612,4953228.04911,1,0,0
7342,480151.87448,4979735.80427,1,0,0
7343,480148.65591,4979130.94133,1,0,0
7344,480147.78611,4979866.67844,1,0,0
7346,480171.05747,4967657.94765,1,0,0
7347,480137.11225,4979908.25845,1,0,0
7350,480196.23551,4979979.06016,1,0,0
7351,480137.13346,4979889.70672,1,0,0
7352,480205.83066,4964688.4156,1,0,0
7353,480214.21021,4959705.12874,1,0,0
7354,480217.66795,4982062.33903,1,0,0
7355,480228.60135,4978970.72734,1,0,0
7357,480236.64115,4970019.7648,1,0,0
7358,480276.94931,4981884.63677,1,0,0
7359,480254.22804,4980118.18495,1,0,0
7360,480281.9722,4979858.82024,1,0,0
7365,480276.45907,4978889.59662,1,0,0
7366,480330.0051,4978862.54847,1,0,0
7368,480372.35446,4978784.76808,1,0,0
7369,480364.96694,4981257.60642,1,0,0
7370,480366.51721,4967658.45751,1,0,0
7371,480366.74194,4958882.63831,1,0,0
7373,480375.03963,4959346.5005,1,0,0
7374,480373.06736,4980044.50095,1,0,0
7375,480374.23797,4955891.12691,1,0,0
7377,480390.53524,4967684.4892,1,0,0
7380,480388.40876,4978747.72664,1,0,0
7381,480412.81399,4981949.53861,1,0,0
7383,480421.31524,4967078.42314,1,0,0
7385,480421.83763,4967327.36436,1,0,0
7386,480424.53485,4966579.63932,1,0,0
7387,480426.30706,4968041.40945,1,0,0
7388,480427.5847,4981367.3915,1,0,0
7390,480424.99659,4955690.57766,1,0,0
7391,480431.63523,4967457.08248,1,0,0
7392,480429.03268,4967614.05444,1,0,0
7393,480428.49125,4967721.47594,1,0,0
7395,480439.9084,4966282.88321,1,0,0
7397,480447.57779,4971389.47756,1,0,0
7398,480448.37638,4970045.99853,1,0,0
7399,480455.79607,4966050.66632,1,0,0
7400,480461.99816,4967724.48423,1,0,0
7401,480471.28218,4979206.93158,1,0,0
7402,480462.03838,4967607.95524,1,0,0
7403,480459.04011,4994960.17949,1,0,0
7404,480460.08438,4969015.52914,1,0,0
7406,480463.01587,4996766.50101,1,0,0
7407,480463.37406,4968280.13085,1,0,0
7411,480468.31138,4979989.77617,1,0,0
7412,480471.40403,4971434.95032,1,0,0
7413,480472.00746,4971373.851,1,0,0
7414,480472.49681,4966604.93181,1,0,0
7417,480476.65645,4997622.96972,1,0,0
7419,480481.06264,4974863.05437,1,0,0
7420,480481.22853,4977245.8731,1,0,0
7421,480481.77469,4974061.00504,1,0,0
7422,480482.1777,4976263.85876,1,0,0
7423,480482.28141,4976685.87879,1,0,0
7424,480482.70871,4975661.76491,1,0,0
7425,480483.06419,4975260.73961,1,0,0
7426,480483.22164,4975959.36569,1,0,0
7427,480484.0195,4977643.55744,1,0,0
7428,480484.49356,4971066.10394,1,0,0
7429,480484.88925,4969379.81549,1,0,0
7430,480486.62324,4969638.19623,1,0,0
7431,480488.38787,4978041.23721,1,0,0
7432,480489.8063,4966580.44037,1,0,0
7434,480492.04459,4971471.54595,1,0,0
7435,480494.0482,4971351.56662,1,0,0
7436,480495.20969,4990587.56263,1,0,0
7437,480495.37634,4990641.99608,1,0,0
7438,480495.62281,4990465.36271,1,0,0
7439,480495.85597,4965710.62333,1,0,0
7440,480496.1919,4990316.94517,1,0,0
7441,480497.75849,4990134.30901,1,0,0
7442,480497.97121,4970616.60806,1,0,0
7443,480499.56489,4979119.8636,1,0,0
7444,480483.56821,4979175.67842,1,0,0
7445,480500.67074,4979482.45052,1,0,0
7446,480501.14844,4965631.73668,1,0,0
7447,480501.24877,4979671.96448,1,0,0
7448,480501.4614,4990829.71909,1,0,0
7449,480501.50124,4979237.61065,1,0,0
7450,480502.94286,4979736.16806,1,0,0
7451,480433.48942,4979819.58502,1,0,0
7452,480504.78244,4979796.37203,1,0,0
7453,480505.0704,4979890.79579,1,0,0
7454,480505.47462,4983640.01954,1,0,0
7457,480503.97838,4967656.03886,1,0,0
7458,480508.71159,4984442.06897,1,0,0
7459,480508.99023,4969435.39627,1,0,0
7460,480511.10811,4990895.23253,1,0,0
7461,480511.90068,4970990.48191,1,0,0
7463,480513.90629,4984853.08114,1,0,0
7464,480514.03322,4982829.04805,1,0,0
7465,480515.02737,4970460.36905,1,0,0
7466,480515.32567,4985833.9907,1,0,0
7467,480509.79786,4989334.31631,1,0,0
7468,480509.08105,4989537.61229,1,0,0
7469,480518.34712,4986049.49391,1,0,0
7470,480518.62568,4990521.94807,1,0,0
7471,480518.6876,4990670.91917,1,0,0
7472,480519.01817,4990135.35487,1,0,0
7473,480519.20571,4990454.18159,1,0,0
7474,480519.37478,4990251.99789,1,0,0
7475,480519.74839,4990374.19537,1,0,0
7476,480517.26454,4978509.82748,1,0,0
7477,480519.33551,4988332.81629,1,0,0
7478,480507.53353,4967682.02211,1,0,0
7479,480523.70007,4967073.55713,1,0,0
7480,480533.00016,4990949.48848,1,0,0
7481,480525.90824,4990844.08598,1,0,0
7482,480523.66231,4987532.07189,1,0,0
7483,480528.91049,4986929.28636,1,0,0
7484,480533.94993,4967847.79283,1,0,0
7485,480539.02869,4979648.52093,1,0,0
7488,480538.97713,4978543.30982,1,0,0
7489,480544.26953,4980334.02798,1,0,0
7490,480553.46606,4971416.927,1,0,0
7491,480565.49124,4970044.0873,1,0,0
7496,480612.71198,4980022.66293,1,0,0
7498,480627.18964,4979596.04192,1,0,0
7499,480627.34113,4979646.03095,1,0,0
7500,480630.87572,4979771.54942,1,0,0
7501,480641.11263,4967073.75733,1,0,0
7503,480664.1738,4970005.68645,1,0,0
7504,480666.87158,4978923.39692,1,0,0
7505,480667.47311,4978835.41371,1,0,0
7506,480678.42932,4979068.22027,1,0,0
7508,480698.97073,4979080.37788,1,0,0
7509,480701.20655,4967955.59615,1,0,0
7511,480722.08249,4981774.41164,1,0,0
7513,480724.27234,4978840.35227,1,0,0
7515,480725.92142,4965214.48838,1,0,0
7516,480705.80303,4979880.8554,1,0,0
7518,480733.95814,4965258.89835,1,0,0
7519,480714.78788,4979905.48977,1,0,0
7521,480739.64009,4980877.98924,1,0,0
7522,480746.04034,4951583.30964,1,0,0
7525,480752.34492,4979520.12423,1,0,0
7528,480763.2044,4981031.99729,1,0,0
7529,480768.85305,4966090.48929,1,0,0
7530,480769.39687,4965401.31447,1,0,0
7531,480782.86399,4967074.99762,1,0,0
7532,480788.06981,4967652.62706,1,0,0
7533,480809.09317,4959688.77456,1,0,0
7535,480767.62127,4967683.57012,1,0,0
7536,480797.73982,4965444.21964,1,0,0
7537,480803.17589,4971483.93688,1,0,0
7538,480807.12271,4966573.59625,1,0,0
7540,480815.39632,4994956.87315,1,0,0
7541,480816.09156,4994143.68957,1,0,0
7542,480825.81747,4981141.78622,1,0,0
7543,480830.69902,4991939.61797,1,0,0
7544,480836.40171,4980990.67481,1,0,0
7545,480836.92884,4982033.79019,1,0,0
7546,480837.23332,4992541.70588,1,0,0
7550,480883.54732,4977244.65832,1,0,0
7551,480897.43715,4981100.46916,1,0,0
7553,480911.96186,4980948.23523,1,0,0
7554,480924.84206,4964865.08705,1,0,0
7556,480942.656,4978390.68184,1,0,0
7557,480944.50373,4991307.17524,1,0,0
7558,480946.13437,4971499.06237,1,0,0
7559,480970.13488,4996455.02003,1,0,0
7560,480971.24006,4967931.46166,1,0,0
7561,480972.99639,4981058.03029,1,0,0
7562,480975.91972,4995759.57541,1,0,0
7564,480995.79104,4977638.90614,1,0,0
7565,481002.66768,4979369.40712,1,0,0
7567,481003.10479,4981373.43063,1,0,0
7568,481006.31692,4979005.02881,1,0,0
7569,481017.26541,4981363.39062,1,0,0
7571,481045.80835,4979024.90739,1,0,0
7572,481053.1905,4974858.33638,1,0,0
7573,481058.52535,4976261.0161,1,0,0
7574,481059.673,4951580.1593,1,0,0
7576,481063.17006,4987533.11314,1,0,0
7577,481079.41294,4966088.78894,1,0,0
7578,481084.75489,4975658.84663,1,0,0
7579,481092.10284,4998062.14032,1,0,0
7580,481097.41772,4981275.39347,1,0,0
7581,481119.3508,4954053.80239,1,0,0
7582,481119.68313,4967635.86866,1,0,0
7583,481127.81545,4996053.51294,1,0,0
7584,481129.74622,4981544.13093,1,0,0
7585,481137.92277,4952337.51489,1,0,0
7586,481138.83489,4953190.62945,1,0,0
7587,481150.73953,4950219.13012,1,0,0
7588,481151.3066,4955017.91175,1,0,0
7589,481151.87359,4956023.21538,1,0,0
7594,481244.80563,4981558.12249,1,0,0
7595,481212.78326,4967296.00687,1,0,0
7596,481209.41772,4967549.73611,1,0,0
7597,481216.63927,4966534.72694,1,0,0
7598,481213.46234,4967635.92668,1,0,0
7599,481214.84936,4967704.90677,1,0,0
7600,481214.9271,4967758.4498,1,0,0
7601,481215.34132,4980921.11948,1,0,0
7602,481217.42958,4967074.82203,1,0,0
7603,481220.24744,4981490.54202,1,0,0
7604,481211.07268,4977240.46653,1,0,0
7605,481224.32932,4971589.33212,1,0,0
7606,481231.78877,4967634.98437,1,0,0
7607,481231.77903,4967793.72572,1,0,0
7608,481232.29745,4967700.85664,1,0,0
7610,481235.45095,4967509.44696,1,0,0
7614,481251.91508,4971572.58842,1,0,0
7615,481265.73991,4994545.60773,1,0,0
7616,481266.13726,4994947.75365,1,0,0
7617,481271.62058,4994137.88908,1,0,0
7619,481272.56638,4996329.70069,1,0,0
7621,481274.00775,4993692.41032,1,0,0
7622,481277.15521,4993344.68893,1,0,0
7623,481278.17067,4982210.00062,1,0,0
7624,481282.14749,4991295.06511,1,0,0
7625,481268.7762,4996378.03628,1,0,0
7626,481283.98196,4992722.56457,1,0,0
7627,481285.04379,4991744.97023,1,0,0
7628,481285.78447,4992532.5954,1,0,0
7630,481287.99981,4980047.97806,1,0,0
7631,481290.11496,4992131.54804,1,0,0
7633,481302.82604,4983038.86868,1,0,0
7634,481302.48447,4982033.63255,1,0,0
7635,481310.28721,4983622.2828,1,0,0
7636,481306.78066,4982235.68929,1,0,0
7638,481309.03074,4983812.24766,1,0,0
7639,481309.31734,4983640.94849,1,0,0
7640,481311.6686,4984444.11121,1,0,0
7641,481311.318,4981981.39529,1,0,0
7642,481314.83508,4982833.32023,1,0,0
7643,481306.95005,4980029.81531,1,0,0
7644,481317.65164,4996416.21878,1,0,0
7645,481324.92963,4985636.72003,1,0,0
7646,481321.62555,4980302.71508,1,0,0
7647,481323.16423,4981692.30947,1,0,0
7648,481348.02414,4980702.55421,1,0,0
7649,481352.89071,4996363.90275,1,0,0
7650,481356.18677,4990773.83731,1,0,0
7654,481367.33483,4981646.74549,1,0,0
7655,481374.53564,4978977.28462,1,0,0
7656,481375.53461,4979049.48863,1,0,0
7657,481375.80964,4979143.91228,1,0,0
7659,481382.93116,4981858.87821,1,0,0
7661,481405.10493,4983463.92721,1,0,0
7662,481399.98049,4967631.49535,1,0,0
7663,481406.84973,4982032.77249,1,0,0
7664,481406.59218,4981863.03065,1,0,0
7665,481416.49369,4959678.21562,1,0,0
7669,481446.8129,4960618.45622,1,0,0
7672,481456.90365,4996700.20329,1,0,0
7673,481458.2276,4980641.1352,1,0,0
7675,481463.37484,4983229.69468,1,0,0
7678,481477.92013,4996841.3383,1,0,0
7679,481484.8915,4997938.784,1,0,0
7680,481485.12828,4998829.73292,1,0,0
7683,481484.19549,4997618.84433,1,0,0
7686,481496.12604,4988270.58487,1,0,0
7687,481500.32379,4978840.28178,1,0,0
7692,481522.91732,4982834.49224,1,0,0
7693,481519.10916,4997618.74274,1,0,0
7696,481519.36876,4977242.79008,1,0,0
7697,481520.03439,4980747.60052,1,0,0
7699,481522.03416,4999625.03791,1,0,0
7700,481534.8394,4979049.0266,1,0,0
7702,481536.44122,5000849.22209,1,0,0
7703,481545.23339,5001656.83154,1,0,0
7704,481558.56217,5002457.76335,1,0,0
7705,481561.37906,4980047.62797,1,0,0
7706,481570.44623,5003303.1371,1,0,0
7707,481578.18107,5004072.9815,1,0,0
7717,481614.27975,4980044.47623,1,0,0
7718,481626.04903,4967671.2792,1,0,0
7722,481638.91217,4996816.32034,1,0,0
7723,481642.86939,4980966.08961,1,0,0
7724,481643.55873,4996246.41198,1,0,0
7731,481660.29205,4972460.09734,1,0,0
7732,481665.12724,4972935.86669,1,0,0
7734,481671.70518,4973689.79221,1,0,0
7735,481675.90171,4974053.0335,1,0,0
7737,481677.93802,4974350.96219,1,0,0
7738,481682.13931,4974853.95105,1,0,0
7739,481683.19196,4975221.86765,1,0,0
7741,481684.44048,4975658.21347,1,0,0
7744,481697.36984,4980505.58525,1,0,0
7747,481712.98531,4963797.48993,1,0,0
7750,481717.47736,4984444.04691,1,0,0
7751,481726.2598,4963739.68804,1,0,0
7752,481763.46541,4967653.11352,1,0,0
7753,481764.90133,4981182.36162,1,0,0
7754,481794.99657,4977241.99984,1,0,0
7755,481797.38647,4983147.7505,1,0,0
7757,481836.42125,4983321.71467,1,0,0
7758,481837.11188,4981624.28598,1,0,0
7759,481838.68745,4981346.5616,1,0,0
7761,481844.89315,4967671.76717,1,0,0
7762,481844.97446,4956782.14658,1,0,0
7764,481873.0845,4953186.52341,1,0,0
7765,481873.36471,4978840.32431,1,0,0
7766,481889.73577,4979051.3442,1,0,0
7767,481904.40223,4983282.08532,1,0,0
7768,481922.62086,4961319.70963,1,0,0
7770,481932.51436,4980514.24757,1,0,0
7772,481965.74164,4975658.41453,1,0,0
7773,481978.64164,4981213.97072,1,0,0
7775,481994.05104,4983156.30218,1,0,0
7776,481995.73771,4967652.45763,1,0,0
7777,481997.07487,4979081.03471,1,0,0
7778,481999.67141,4971585.99677,1,0,0
7779,482023.07092,4976263.78834,1,0,0
7781,482032.13251,4967671.24016,1,0,0
7782,482037.65043,4974851.83292,1,0,0
7783,482062.77693,4971564.71347,1,0,0
7785,482075.6464,4976161.44082,1,0,0
7786,482076.16515,4996811.74004,1,0,0
7787,482069.56072,4983298.83811,1,0,0
7791,482085.41467,4995907.43684,1,0,0
7792,482086.56247,4977242.28769,1,0,0
7793,482134.27587,4980258.17858,1,0,0
7796,482092.844,4980048.33877,1,0,0
7798,482097.04355,4980421.58173,1,0,0
7800,482100.73229,4982019.68178,1,0,0
7803,482108.38946,4978840.77328,1,0,0
7805,482110.65574,4981622.40331,1,0,0
7810,482108.56957,4983410.26131,1,0,0
7813,482114.6088,4983174.7373,1,0,0
7815,482115.48829,4983066.646,1,0,0
7816,482124.76113,4986939.05592,1,0,0
7817,482124.86392,4987256.76995,1,0,0
7819,482126.19017,4987448.95015,1,0,0
7820,482126.39342,4982457.29691,1,0,0
7821,482126.66835,4990708.30802,1,0,0
7822,482127.00358,4986052.56088,1,0,0
7824,482123.57714,4982831.00529,1,0,0
7825,482133.65682,4971584.73317,1,0,0
7826,482131.09397,4983573.7202,1,0,0
7827,482142.28794,4984758.00236,1,0,0
7829,482138.2708,4984448.74327,1,0,0
7830,482137.58873,4985077.83941,1,0,0
7832,482281.49703,4979265.75637,1,0,0
7833,482283.10807,4959664.66216,1,0,0
7835,482300.04996,4978845.79427,1,0,0
7836,482371.68504,4980112.88324,1,0,0
7837,482303.29606,4961280.4376,1,0,0
7838,482309.83133,4979302.55897,1,0,0
7839,482320.65408,4962847.12557,1,0,0
7840,482333.84248,4975659.72083,1,0,0
7841,482335.81961,4962899.29365,1,0,0
7844,482345.15932,4980044.30427,1,0,0
7845,482353.03464,4959664.46996,1,0,0
7848,482381.42874,4961279.88978,1,0,0
7849,482378.62377,4967260.15187,1,0,0
7850,482438.59792,4971589.00032,1,0,0
7852,482395.29992,4971549.35026,1,0,0
7853,482395.90653,4971655.21371,1,0,0
7854,482396.54489,4967744.6574,1,0,0
7855,482396.90526,4967588.0259,1,0,0
7858,482403.17652,4972462.45751,1,0,0
7859,482405.175,4974052.09923,1,0,0
7860,482405.50477,4974344.47832,1,0,0
7861,482406.92675,4972965.66843,1,0,0
7862,482410.49752,4973691.05327,1,0,0
7863,482420.28356,4960247.47744,1,0,0
7864,482418.39969,4979552.09538,1,0,0
7865,482426.99883,4979668.15826,1,0,0
7867,482430.61067,4960842.86063,1,0,0
7868,482434.50403,4979558.38311,1,0,0
7869,482433.99955,4962372.48361,1,0,0
7871,482445.69906,4980074.24321,1,0,0
7872,482443.84826,4986939.83599,1,0,0
7874,482453.41061,4990727.39584,1,0,0
7875,482456.33714,4960126.29727,1,0,0
7877,482465.59572,4962389.83761,1,0,0
7878,482467.33377,4986056.06012,1,0,0
7880,482470.29092,4960892.74026,1,0,0
7881,482473.0312,4962477.90737,1,0,0
7885,482486.67531,4983055.50823,1,0,0
7886,482487.16959,4962443.43263,1,0,0
7887,482503.90697,4962492.26425,1,0,0
7888,482510.72383,4962382.272,1,0,0
7889,482512.54092,4977238.88741,1,0,0
7890,482514.01061,4984690.65335,1,0,0
7891,482554.03481,4962433.47535,1,0,0
7893,482537.90597,4975259.24828,1,0,0
7894,482539.25205,4962405.52219,1,0,0
7895,482567.99707,4979061.67873,1,0,0
7896,482586.80381,4979075.29124,1,0,0
7897,482592.64786,4982030.98643,1,0,0
7898,482593.92511,4959233.91856,1,0,0
7899,482606.43644,4983099.61619,1,0,0
7900,482608.18913,4962459.76671,1,0,0
7902,482610.47175,4981628.79951,1,0,0
7903,482616.18067,4956284.36375,1,0,0
7904,482616.16231,4959266.07279,1,0,0
7905,482621.19195,4959663.73996,1,0,0
7906,482633.09165,4961726.54187,1,0,0
7908,482638.87036,4979313.65448,1,0,0
7909,482645.52298,4961937.5687,1,0,0
7910,482654.97061,4961277.36872,1,0,0
7911,482658.61581,4967662.85143,1,0,0
7912,482659.06724,4961682.03799,1,0,0
7915,482673.3757,4962003.03339,1,0,0
7916,482675.83616,4975665.11804,1,0,0
7917,482693.82244,4956961.98616,1,0,0
7918,482708.14438,4979267.92088,1,0,0
7920,482713.15122,4958854.80093,1,0,0
7922,482726.80747,4967754.86843,1,0,0
7923,482732.25743,4958899.18319,1,0,0
7924,482735.07393,4974047.86877,1,0,0
7926,482741.39676,4967598.1987,1,0,0
7927,482742.78431,4974858.78043,1,0,0
7928,482745.07203,4955709.93818,1,0,0
7931,482749.93944,4953181.34024,1,0,0
7932,482757.30326,4952381.85749,1,0,0
7938,482754.74095,4953999.23124,1,0,0
7939,482756.12253,4994952.42807,1,0,0
7940,482756.59953,4949066.04803,1,0,0
7941,482758.48237,4954805.68457,1,0,0
7942,482758.88935,4956406.72732,1,0,0
7943,482759.44203,4994754.90065,1,0,0
7945,482761.90307,4979902.08556,1,0,0
7946,482768.1047,4994148.10275,1,0,0
7948,482771.61635,4992538.39971,1,0,0
7950,482772.22802,4993346.02156,1,0,0
7951,482772.32092,4991344.18338,1,0,0
7952,482772.89532,4992138.47303,1,0,0
7953,482772.8969,4993011.63905,1,0,0
7954,482775.52534,4957033.97139,1,0,0
7956,482776.49218,4956211.95095,1,0,0
7957,482776.68966,4954805.63587,1,0,0
7958,482781.80387,4990484.32476,1,0,0
7959,482782.82756,4957397.19522,1,0,0
7960,482787.34543,4990204.36442,1,0,0
7963,482789.93447,4956799.54658,1,0,0
7964,482790.90552,4957754.86301,1,0,0
7966,482798.4114,4958342.8092,1,0,0
7967,482800.13702,4958307.59102,1,0,0
7968,482806.85398,4984940.36228,1,0,0
7969,482801.94057,4990069.90685,1,0,0
7970,482805.74865,4957387.13644,1,0,0
7971,482807.34796,4987403.75275,1,0,0
7972,482811.18441,4988534.62854,1,0,0
7973,482812.96582,4987734.78265,1,0,0
7974,482813.18814,4986940.49642,1,0,0
7975,482814.82124,4957821.44933,1,0,0
7976,482816.36357,4979041.0107,1,0,0
7977,482817.89855,4986057.32816,1,0,0
7978,482819.62903,4958436.8405,1,0,0
7979,482823.59575,4958351.96189,1,0,0
7980,482824.35226,4989329.99157,1,0,0
7981,482830.19582,4989745.44975,1,0,0
7984,482838.79959,4995272.14449,1,0,0
7986,482874.37691,4983206.64753,1,0,0
7987,482873.43676,4956952.6192,1,0,0
7991,482892.1409,4983188.82581,1,0,0
7993,482894.80591,4974456.23878,1,0,0
7994,482896.02994,4984846.14184,1,0,0
7996,482913.20337,4956281.79149,1,0,0
7997,482956.52163,4962622.12785,1,0,0
7998,482966.05679,4972462.04723,1,0,0
8000,482883.08,4967697.0185,1,0,0
8001,483009.52715,4974861.39962,1,0,0
8003,483010.87841,4975667.88587,1,0,0
8005,483016.61982,4977236.41856,1,0,0
8006,483026.10746,4973673.39578,1,0,0
8008,483045.25831,4974049.9283,1,0,0
8011,483105.9098,4980874.29495,1,0,0
8015,483143.56971,4959656.6847,1,0,0
8016,483158.40987,4979674.07678,1,0,0
8024,483191.28708,4956846.25224,1,0,0
8029,483219.33434,4979031.05346,1,0,0
8030,483224.18432,4994947.84398,1,0,0
8033,483273.50357,4985258.50158,1,0,0
8036,483296.40168,4967838.00753,1,0,0
8037,483333.09737,4983036.57987,1,0,0
8038,483334.19565,4982551.34439,1,0,0
8040,483360.14329,4985248.27712,1,0,0
8041,483361.20973,4974054.20961,1,0,0
8043,483384.74002,4961273.55309,1,0,0
8046,483413.82776,4978610.63583,1,0,0
8047,483421.30532,4977235.35709,1,0,0
8049,483434.55987,4982044.30005,1,0,0
8050,483453.07979,4975672.72615,1,0,0
8053,483497.40708,4962957.30238,1,0,0
8055,483509.37126,4969765.68002,1,0,0
8056,483509.74879,4981642.52287,1,0,0
8058,483562.49162,4994657.01567,1,0,0
8059,483564.17282,4953180.65685,1,0,0
8060,483568.30701,4994167.09341,1,0,0
8061,483571.2114,4993768.27282,1,0,0
8062,483574.89175,4993365.00689,1,0,0
8063,483575.00038,4954011.52926,1,0,0
8065,483576.79297,4978495.79534,1,0,0
8066,483577.82205,4954807.98741,1,0,0
8068,483590.72816,4955741.27543,1,0,0
8069,483599.05804,4956929.62409,1,0,0
8070,483602.94291,4956279.77621,1,0,0
8072,483610.44996,4957145.76356,1,0,0
8073,483610.68944,4985248.73964,1,0,0
8074,483611.09957,4986941.72896,1,0,0
8077,483616.04835,4979041.13338,1,0,0
8078,483617.35217,4979242.1982,1,0,0
8080,483619.37055,4979414.37852,1,0,0
8081,483621.49807,4983626.82249,1,0,0
8083,483624.36603,4980440.81441,1,0,0
8084,483625.5068,4983653.47337,1,0,0
8085,483629.8944,4969951.99528,1,0,0
8091,483663.94285,4982042.59846,1,0,0
8093,483672.96889,4967854.47871,1,0,0
