"n","x","y","geometrysou","centroid","external"
31315,478004.56344,4982101.7915,1,0,0
31316,478763.44419,4982342.50721,1,0,0
31317,477667.5405,4983646.53784,1,0,0
31319,477424.81318,4983647.05817,1,0,0
31320,477545.70302,4983646.5208,1,0,0
31321,477304.55341,4983647.48451,1,0,0
31322,479015.74086,4982840.46055,1,0,0
31323,478983.71556,4982449.53444,1,0,0
31324,478877.23784,4982667.61907,1,0,0
31325,479209.63088,4982839.82643,1,0,0
31326,474885.87419,4988897.52619,1,0,0
31327,475426.02317,4989297.56695,1,0,0
31328,475371.62561,4989280.0025,1,0,0
31329,475083.9477,4989067.16106,1,0,0
31330,476849.39028,4992679.26698,1,0,0
31331,477610.3827,4988668.5276,1,0,0
31332,477434.09012,4990919.83086,1,0,0
31333,476907.76277,4990785.07612,1,0,0
31334,477857.27936,4989922.97969,1,0,0
31335,478314.39748,4987749.60525,1,0,0
31336,478896.79636,4988340.86881,1,0,0
31337,478897.75123,4989342.89359,1,0,0
31338,477037.48772,4986695.50362,1,0,0
31339,477136.22123,4986639.04882,1,0,0
31340,477010.48714,4992070.24101,1,0,0
31341,477165.73203,4992081.45803,1,0,0
31342,476191.66205,4986466.9829,1,0,0
31343,475749.80857,4987105.96828,1,0,0
31344,475848.49636,4987104.48292,1,0,0
31345,475249.91921,4985673.83296,1,0,0
31346,474888.8633,4987116.96504,1,0,0
31348,474850.32575,4986072.65167,1,0,0
31349,474850.27019,4986078.53964,1,0,0
31350,474699.975,4986082.13328,1,0,0
31351,474797.89031,4986080.52377,1,0,0
31352,475549.75509,4987108.95385,1,0,0
31353,475650.09899,4987108.01452,1,0,0
31354,474720.41387,4988832.97033,1,0,0
31355,474785.4855,4988601.312,1,0,0
31356,474805.61453,4988892.51058,1,0,0
31357,474697.75721,4988957.48115,1,0,0
31358,476210.1076,4985667.51468,1,0,0
31361,476146.45029,4987100.02893,1,0,0
31362,476245.60874,4987097.99251,1,0,0
31363,475948.20813,4987102.99523,1,0,0
31364,476047.13228,4987101.51205,1,0,0
31365,476345.55695,4987096.51015,1,0,0
31366,476744.06487,4986932.52068,1,0,0
31367,476838.77913,4986855.52431,1,0,0
31368,477017.30198,4986711.68429,1,0,0
31369,476903.10235,4986803.52338,1,0,0
31370,476844.08453,4987991.17371,1,0,0
31371,475900.48791,4990667.71852,1,0,0
31372,475875.0051,4991629.8574,1,0,0
31373,476558.22509,4990715.36608,1,0,0
31374,475853.38627,4989663.64164,1,0,0
31375,476404.55739,4990948.00085,1,0,0
31376,476871.47207,4989678.75077,1,0,0
31378,475578.02927,4989513.60835,1,0,0
31379,475951.17587,4989747.58925,1,0,0
31380,476910.42391,4991909.96637,1,0,0
31382,476870.5059,4991884.44935,1,0,0
31383,478255.64745,4986918.85675,1,0,0
31384,477635.14189,4987869.70632,1,0,0
31385,477835.57379,4986622.58324,1,0,0
31386,477223.51621,4986599.52198,1,0,0
31388,479091.18416,4987534.27482,1,0,0
31389,479011.40445,4987535.5367,1,0,0
31390,478900.18257,4988340.85761,1,0,0
31391,478902.34779,4988138.44544,1,0,0
31392,478907.88627,4987741.50464,1,0,0
31393,478901.05207,4987937.26677,1,0,0
31394,478909.73121,4987537.3163,1,0,0
31395,478908.51793,4987646.74332,1,0,0
31396,479278.79237,4987534.88445,1,0,0
31397,479142.30937,4987537.32899,1,0,0
31399,478905.48719,4992558.0331,1,0,0
31400,477308.5343,4992134.93748,1,0,0
31401,477339.6419,4992140.49231,1,0,0
31403,478888.86083,4990937.06168,1,0,0
31404,479384.59514,4991754.2822,1,0,0
31405,479486.51853,4991753.28655,1,0,0
31407,479334.31003,4991757.11133,1,0,0
31408,479588.91312,4991751.95775,1,0,0
31409,481241.35892,4979550.8861,1,0,0
31410,483879.49087,4981868.75383,1,0,0
31411,483857.59001,4981936.57272,1,0,0
31412,482837.62286,4982844.59887,1,0,0
31413,481839.46544,4979678.02077,1,0,0
31414,482092.5745,4979670.64151,1,0,0
31415,482111.21875,4981823.47098,1,0,0
31416,482398.58889,4983409.01093,1,0,0
31417,482449.71427,4985091.85931,1,0,0
31418,483865.30728,4981871.0114,1,0,0
31419,483841.84125,4981943.27781,1,0,0
31420,482253.4961,4985250.48096,1,0,0
31421,482428.64558,4985251.99589,1,0,0
31422,484039.77528,4981846.91144,1,0,0
31424,480878.72495,4980116.28629,1,0,0
31425,480725.31229,4980754.39155,1,0,0
31426,480073.00812,4979656.62182,1,0,0
31427,480506.17485,4980252.93881,1,0,0
31428,481239.38153,4979951.91856,1,0,0
31429,481239.61353,4980299.62264,1,0,0
31430,480870.21561,4979644.1887,1,0,0
31431,480231.25667,4979829.42751,1,0,0
31432,480751.59913,4979272.40089,1,0,0
31433,480753.50807,4979644.53899,1,0,0
31434,480618.5387,4979941.88441,1,0,0
31435,481650.57149,4978979.81916,1,0,0
31436,481439.8416,4981368.81443,1,0,0
31437,481668.80381,4980799.71662,1,0,0
31438,481713.59465,4983638.66696,1,0,0
31439,481714.95538,4983838.62213,1,0,0
31440,480904.98959,4982835.64336,1,0,0
31441,480915.9795,4985246.0089,1,0,0
31442,481017.22517,4985247.04,1,0,0
31443,480906.52688,4983639.69634,1,0,0
31444,481006.85069,4983640.17474,1,0,0
31445,480223.74008,4983641.21922,1,0,0
31446,480365.19482,4983639.44959,1,0,0
31448,480645.04176,4983639.48385,1,0,0
31449,480705.72394,4983639.52236,1,0,0
31451,480604.53454,4983639.49568,1,0,0
31452,480805.89016,4983639.99808,1,0,0
31453,480784.69071,4983639.95076,1,0,0
31454,480652.19419,4985245.02576,1,0,0
31455,480714.28062,4985245.50436,1,0,0
31457,480612.95776,4985245.03375,1,0,0
31458,480816.31255,4985245.97446,1,0,0
31459,480792.28242,4985246.04674,1,0,0
31460,481421.19328,4983088.51295,1,0,0
31461,481501.17467,4983137.60396,1,0,0
31462,481708.92048,4982832.17941,1,0,0
31463,481207.89324,4983641.46837,1,0,0
31464,481107.64994,4983641.54202,1,0,0
31465,481916.04701,4983636.97946,1,0,0
31466,482013.92485,4983636.48081,1,0,0
31467,481814.93966,4983638.04424,1,0,0
31469,481620.51037,4985249.05102,1,0,0
31470,481723.72231,4985248.97677,1,0,0
31471,481218.61171,4985248.55482,1,0,0
31473,481117.36612,4985247.52053,1,0,0
31474,481419.67973,4985248.96604,1,0,0
31475,481519.58294,4985249.00922,1,0,0
31476,481924.39657,4985249.51611,1,0,0
31477,481988.13576,4985249.44698,1,0,0
31479,481823.15276,4985249.02606,1,0,0
31480,482025.08729,4985249.45389,1,0,0
31482,484037.47046,4978840.11028,1,0,0
31483,484037.61948,4980163.16095,1,0,0
31484,484039.76669,4979759.908,1,0,0
31485,484058.30683,4979605.4502,1,0,0
31486,484053.32573,4980137.57162,1,0,0
31487,482608.9186,4979609.22872,1,0,0
31488,482717.01014,4980271.90642,1,0,0
31489,484018.24811,4979037.89371,1,0,0
31490,484037.84482,4978990.07721,1,0,0
31491,484058.63419,4978787.84646,1,0,0
31492,484090.76965,4979024.38238,1,0,0
31493,484058.95967,4979551.01573,1,0,0
31494,484114.939,4979166.18081,1,0,0
31495,484115.96538,4979325.36644,1,0,0
31496,484118.40516,4979037.64416,1,0,0
31497,484217.77356,4979037.39812,1,0,0
31498,484116.52664,4978598.85406,1,0,0
31499,484824.95426,4979305.20386,1,0,0
31500,484091.90199,4978845.529,1,0,0
31501,484118.15408,4978936.55533,1,0,0
31502,484063.20049,4979037.78151,1,0,0
31503,484019.69768,4978986.78991,1,0,0
31504,484017.54278,4979386.70978,1,0,0
31505,484763.54557,4979050.51566,1,0,0
31506,484573.39282,4979437.99982,1,0,0
31507,484439.81807,4979540.5239,1,0,0
31509,483966.54986,4981378.6376,1,0,0
31510,483951.58518,4981384.22955,1,0,0
31511,484040.60173,4981641.28585,1,0,0
31513,483202.08006,4983565.70275,1,0,0
31514,483646.34088,4983787.83668,1,0,0
31515,483929.83883,4984020.40202,1,0,0
31516,483879.27056,4983655.04938,1,0,0
31517,484125.62497,4984163.21598,1,0,0
31518,483304.85088,4983386.58125,1,0,0
31519,483668.29545,4983035.71384,1,0,0
31520,483083.97362,4984498.04533,1,0,0
31521,483180.18063,4983629.08068,1,0,0
31522,483257.01552,4983477.7988,1,0,0
31524,482928.64481,4985256.52647,1,0,0
31525,482510.03883,4985253.99408,1,0,0
31526,482720.80139,4985255.97497,1,0,0
31527,483191.88367,4985260.04909,1,0,0
31528,483248.76297,4985258.01103,1,0,0
31529,483001.84395,4985258.55285,1,0,0
31530,483796.89592,4982248.88334,1,0,0
31531,483776.03487,4983035.43922,1,0,0
31532,483764.2127,4983035.46927,1,0,0
31533,483783.52118,4982258.91519,1,0,0
31534,484246.02402,4982849.96752,1,0,0
31535,484142.77404,4982850.22305,1,0,0
31536,484038.08325,4982652.41398,1,0,0
31537,484038.89353,4982850.48182,1,0,0
31538,484039.91872,4982251.38197,1,0,0
31539,484038.67843,4982449.01046,1,0,0
31540,483802.91173,4982134.44754,1,0,0
31541,483817.08908,4982129.96809,1,0,0
31542,484041.86747,4982053.30742,1,0,0
31543,484038.07048,4982647.30396,1,0,0
31544,483883.90106,4983303.99922,1,0,0
31545,483868.09673,4983287.37592,1,0,0
31546,484596.91282,4982847.66746,1,0,0
31547,484445.50793,4982848.92312,1,0,0
31548,484345.80633,4982849.83325,1,0,0
31550,482110.30818,4988525.44787,1,0,0
31551,482114.52253,4992521.99287,1,0,0
31552,482358.42237,4992527.31127,1,0,0
31553,481366.78127,4989281.87414,1,0,0
31554,482121.20138,4989320.8163,1,0,0
31555,482099.25903,4991319.37786,1,0,0
31556,482459.0291,4991338.37307,1,0,0
31557,482101.51638,4992122.55033,1,0,0
31558,482116.51877,4990177.32864,1,0,0
31559,482478.53175,4990129.66532,1,0,0
31560,482481.82882,4989324.25846,1,0,0
31561,482125.65166,4987537.82285,1,0,0
31562,482481.73275,4990148.54172,1,0,0
31563,482117.35903,4990196.21149,1,0,0
31564,481325.6511,4986050.04081,1,0,0
31565,480655.26609,4988335.5129,1,0,0
31566,481219.67481,4988338.38,1,0,0
31568,480608.96597,4988337.09771,1,0,0
31569,481494.62996,4988324.91183,1,0,0
31570,481320.8479,4988331.41743,1,0,0
31571,481424.77645,4988324.11516,1,0,0
31572,481024.46181,4990403.77732,1,0,0
31573,480541.37368,4990495.21703,1,0,0
31574,480543.39934,4990642.96013,1,0,0
31575,480696.85895,4990445.53133,1,0,0
31576,481062.16659,4990375.89274,1,0,0
31577,480467.61341,4990342.25007,1,0,0
31578,480590.09364,4990466.1851,1,0,0
31579,480446.80345,4990513.16982,1,0,0
31580,481362.17397,4990129.50018,1,0,0
31581,481456.3934,4992529.76335,1,0,0
31582,483218.87757,4986057.37177,1,0,0
31583,483630.89381,4986060.74492,1,0,0
31584,483608.12892,4988543.6385,1,0,0
31585,484002.38335,4986553.03605,1,0,0
31586,484386.36406,4986057.74048,1,0,0
31587,483614.82398,4986551.79798,1,0,0
31588,483931.03479,4986059.98192,1,0,0
31589,483615.87637,4989750.0467,1,0,0
31590,483143.00183,4990133.42728,1,0,0
31591,483729.5681,4990151.89859,1,0,0
31592,483582.0576,4991260.94939,1,0,0
31593,483618.07718,4990973.35705,1,0,0
31594,483635.91765,4990165.46913,1,0,0
31595,483184.78278,4990154.42387,1,0,0
31596,483488.52897,4990950.696,1,0,0
31597,483588.82357,4990954.10278,1,0,0
31599,482984.1598,4990940.46995,1,0,0
31600,483185.76436,4990943.93386,1,0,0
31601,483285.58608,4990947.00385,1,0,0
31602,483084.29331,4990942.31397,1,0,0
31603,483125.85877,4990943.31463,1,0,0
31604,483052.88469,4990942.17527,1,0,0
31605,483386.34795,4990948.40661,1,0,0
31606,483368.79294,4990948.00806,1,0,0
31607,483370.28784,4992153.54838,1,0,0
31608,484496.81954,4990336.61559,1,0,0
31609,484111.46149,4990178.7072,1,0,0
31610,484395.59264,4990149.12183,1,0,0
31611,484029.87851,4990295.55492,1,0,0
31612,484801.45686,4989664.9029,1,0,0
31613,490043.3657,4976441.79693,1,0,0
31614,485201.26978,4970937.61676,1,0,0
31615,489287.04996,4970058.13239,1,0,0
31616,485460.4681,4970989.34503,1,0,0
31617,485373.7294,4970869.34753,1,0,0
31618,487554.59213,4970550.81477,1,0,0
31619,488405.83646,4971403.46697,1,0,0
31620,488407.18063,4970836.92794,1,0,0
31621,489292.05782,4972062.88483,1,0,0
31622,490029.05458,4972823.74392,1,0,0
31623,489526.69953,4975250.33162,1,0,0
31624,489659.14166,4973998.50866,1,0,0
31625,490506.52411,4974872.55471,1,0,0
31626,489752.80095,4967906.42936,1,0,0
31627,489807.80335,4967718.6082,1,0,0
31628,490773.87678,4968172.59462,1,0,0
31629,489774.57246,4967687.55729,1,0,0
31630,489803.50018,4967496.44522,1,0,0
31631,490431.87028,4967678.7676,1,0,0
31632,490469.04819,4967709.81604,1,0,0
31633,491641.03895,4971629.48911,1,0,0
31634,494776.81655,4971241.81101,1,0,0
31635,494754.73874,4971279.59805,1,0,0
31636,494809.31856,4970425.30789,1,0,0
31637,489516.37379,4966033.92137,1,0,0
31638,487368.60429,4967534.10148,1,0,0
31639,487675.45304,4967529.06143,1,0,0
31640,487902.69738,4970054.70716,1,0,0
31641,487270.71673,4969962.6188,1,0,0
31642,485554.5266,4966083.82532,1,0,0
31643,486409.06237,4968085.93348,1,0,0
31644,487208.52323,4970536.61043,1,0,0
31645,487608.93002,4965564.09845,1,0,0
31646,487244.83117,4964883.86249,1,0,0
31647,488967.91389,4967670.00896,1,0,0
31648,488386.79193,4967425.53653,1,0,0
31649,487399.39529,4964624.28604,1,0,0
31651,487402.92069,4964729.14293,1,0,0
31652,487396.46553,4964823.02205,1,0,0
31653,487417.50092,4964868.96981,1,0,0
31654,485208.99804,4965210.26303,1,0,0
31655,486212.77943,4966076.82374,1,0,0
31656,486949.69453,4964335.69769,1,0,0
31657,487062.11735,4964345.91222,1,0,0
31658,487382.23846,4964058.45537,1,0,0
31659,487381.8967,4964206.42052,1,0,0
31661,486789.91147,4966816.76872,1,0,0
31662,486390.47851,4969752.25324,1,0,0
31663,486791.81175,4969428.15542,1,0,0
31664,487144.85538,4969424.1055,1,0,0
31665,485305.76517,4970638.88891,1,0,0
31666,485289.03476,4970918.86342,1,0,0
31667,485314.75566,4970771.61579,1,0,0
31668,486685.36679,4970086.11267,1,0,0
31669,487280.03294,4969881.50792,1,0,0
31670,488804.73493,4966064.00486,1,0,0
31671,489012.00221,4966980.20715,1,0,0
31672,489884.80205,4965393.14996,1,0,0
31673,489789.50264,4965749.32676,1,0,0
31674,488800.48332,4965755.86341,1,0,0
31675,488797.79108,4965435.72225,1,0,0
31676,488740.01368,4965162.22203,1,0,0
31677,488529.96644,4964912.09813,1,0,0
31678,487966.38162,4965015.21607,1,0,0
31679,488140.24694,4964964.01593,1,0,0
31680,487613.77189,4965042.32457,1,0,0
31681,487448.97658,4964918.7852,1,0,0
31682,487427.41397,4964885.94634,1,0,0
31683,488219.34288,4964909.77219,1,0,0
31685,488404.73418,4964892.10562,1,0,0
31686,488401.90906,4966609.5907,1,0,0
31688,489699.18223,4965064.63492,1,0,0
31689,489349.17396,4966043.08334,1,0,0
31690,489511.96025,4965750.88496,1,0,0
31691,489414.32367,4967692.58486,1,0,0
31692,489269.80488,4967727.26123,1,0,0
31693,488652.55741,4970052.11437,1,0,0
31694,488593.99399,4967673.43982,1,0,0
31695,488833.72671,4970052.90718,1,0,0
31696,488920.69959,4967778.95358,1,0,0
31697,488597.52994,4968196.08863,1,0,0
31698,488016.46581,4967541.74576,1,0,0
31699,488422.78789,4967670.9693,1,0,0
31700,489276.38805,4970057.92804,1,0,0
31701,487898.25684,4976521.36614,1,0,0
31702,487101.73261,4977030.25496,1,0,0
31703,489233.42919,4974570.41501,1,0,0
31704,487619.80461,4973240.07561,1,0,0
31705,486991.40177,4971802.75789,1,0,0
31706,488197.33131,4972659.11686,1,0,0
31707,487770.12945,4976726.78671,1,0,0
31708,487229.16216,4977239.95329,1,0,0
31709,487221.49541,4975256.85082,1,0,0
31710,487423.18851,4975255.5627,1,0,0
31711,487219.38885,4974043.23711,1,0,0
31712,487420.48878,4974041.95025,1,0,0
31713,487620.56273,4974040.67169,1,0,0
31714,486009.7654,4971544.8847,1,0,0
31715,485920.99537,4971390.66977,1,0,0
31716,486411.92702,4971450.26304,1,0,0
31717,486001.7305,4971842.61239,1,0,0
31718,485738.04017,4971493.27324,1,0,0
31719,485970.92615,4971476.09638,1,0,0
31720,485993.32542,4971609.35041,1,0,0
31721,485899.15351,4971511.80135,1,0,0
31723,485507.03002,4973246.61795,1,0,0
31725,485394.00576,4973251.65137,1,0,0
31726,485696.78942,4973245.85818,1,0,0
31728,486412.35819,4971839.84015,1,0,0
31729,486412.4728,4971968.36628,1,0,0
31730,486410.12112,4971641.22339,1,0,0
31731,486411.83371,4971741.41919,1,0,0
31732,486412.71191,4972043.90418,1,0,0
31733,486410.31576,4972142.55355,1,0,0
31735,486953.31871,4972060.66556,1,0,0
31736,486894.52591,4972150.09858,1,0,0
31738,487011.639,4971971.01189,1,0,0
31741,486425.64097,4976465.66673,1,0,0
31743,486221.87999,4977027.7568,1,0,0
31744,485591.05048,4976452.27263,1,0,0
31745,485581.66083,4976871.97964,1,0,0
31746,485583.4977,4976986.95037,1,0,0
31747,485582.52271,4976624.25414,1,0,0
31748,485581.84531,4976743.78505,1,0,0
31749,485583.78626,4976484.72632,1,0,0
31750,485585.5028,4977106.58639,1,0,0
31751,487020.0382,4975257.70046,1,0,0
31752,487121.51913,4975258.60637,1,0,0
31753,486922.26806,4975257.78836,1,0,0
31755,486660.6599,4977027.71565,1,0,0
31756,486825.9316,4977027.4843,1,0,0
31757,486418.47094,4977027.66973,1,0,0
31758,486524.18228,4977027.77947,1,0,0
31759,486327.27555,4977027.75288,1,0,0
31760,487230.31817,4977819.04654,1,0,0
31761,488476.45732,4972914.10631,1,0,0
31762,489211.26547,4971906.38949,1,0,0
31763,488595.84929,4973022.75687,1,0,0
31764,488693.05068,4973083.68183,1,0,0
31765,489657.16475,4973996.17905,1,0,0
31766,487621.02118,4973461.13451,1,0,0
31767,488422.25027,4973058.61576,1,0,0
31768,489434.18175,4974033.75687,1,0,0
31769,489334.42101,4974034.47767,1,0,0
31770,489231.81859,4974034.98263,1,0,0
31772,489585.32745,4974035.73101,1,0,0
31773,489512.87344,4974035.51599,1,0,0
31774,489613.56813,4974026.68718,1,0,0
31775,489644.39188,4974004.30897,1,0,0
31776,488645.82302,4975251.83335,1,0,0
31777,488668.75304,4975277.78692,1,0,0
31778,489237.41466,4975251.14469,1,0,0
31779,487625.27149,4975251.83629,1,0,0
31780,488423.85166,4975385.09016,1,0,0
31781,488452.0353,4975392.37095,1,0,0
31782,488192.1786,4975601.0209,1,0,0
31783,488028.18445,4975249.18166,1,0,0
31785,487826.3335,4975250.5621,1,0,0
31786,488579.28942,4975333.60015,1,0,0
31787,488564.93473,4975249.08908,1,0,0
31788,488030.65535,4977245.0688,1,0,0
31789,489238.28033,4975296.68861,1,0,0
31790,489236.96548,4975453.32252,1,0,0
31791,489130.41533,4975439.06133,1,0,0
31792,489237.65745,4975395.55647,1,0,0
31794,492866.50912,4964603.00181,1,0,0
31795,492040.39638,4965137.17713,1,0,0
31796,492391.60954,4966055.41967,1,0,0
31797,493256.91893,4966055.56337,1,0,0
31798,493276.72005,4967607.39464,1,0,0
31799,493276.65521,4968299.45307,1,0,0
31800,491621.57702,4968214.75475,1,0,0
31801,491719.97807,4967334.83506,1,0,0
31802,492875.17164,4964574.1103,1,0,0
31803,492833.94002,4970824.89683,1,0,0
31804,493415.94458,4968549.24962,1,0,0
31805,494495.56743,4967382.95317,1,0,0
31806,494793.68063,4966042.24722,1,0,0
31807,491323.38571,4963846.19563,1,0,0
31808,490903.81708,4964539.94168,1,0,0
31809,491691.94325,4964596.74885,1,0,0
31810,490904.65195,4965687.44247,1,0,0
31811,492407.61473,4965556.63147,1,0,0
31812,489995.80442,4964252.69463,1,0,0
31813,489995.94951,4964092.06651,1,0,0
31814,490012.2096,4963975.06948,1,0,0
31816,491925.23307,4964060.91429,1,0,0
31817,492008.97544,4964085.24809,1,0,0
31818,491957.67709,4964719.6031,1,0,0
31819,492069.22517,4966721.20645,1,0,0
31820,491005.27377,4970828.42375,1,0,0
31821,491625.05113,4968818.49706,1,0,0
31822,491626.68702,4969224.51084,1,0,0
31823,491096.23714,4969119.02791,1,0,0
31824,491199.52333,4969214.0853,1,0,0
31825,491470.45227,4969222.27283,1,0,0
31826,490821.98327,4968170.41501,1,0,0
31827,490650.95502,4968713.75656,1,0,0
31828,490530.65261,4968767.92036,1,0,0
31829,490824.79969,4968372.14129,1,0,0
31830,490406.80393,4968879.07838,1,0,0
31831,490187.31913,4968999.16015,1,0,0
31833,490914.98798,4969024.30431,1,0,0
31834,490853.36403,4968515.95558,1,0,0
31835,490799.4635,4968772.52801,1,0,0
31836,490842.21553,4968453.31954,1,0,0
31837,490793.75415,4968922.27888,1,0,0
31838,490749.27303,4968750.60535,1,0,0
31839,490425.77757,4970477.01119,1,0,0
31840,492249.43496,4970688.94189,1,0,0
31841,493261.04269,4965467.03376,1,0,0
31842,494011.59132,4966051.92691,1,0,0
31843,493246.855,4964751.44354,1,0,0
31844,494700.13512,4964436.82257,1,0,0
31845,493527.09863,4964406.79395,1,0,0
31846,494049.13156,4964265.10117,1,0,0
31847,494006.80157,4964306.35274,1,0,0
31848,493535.81582,4964429.00201,1,0,0
31849,494770.38356,4965284.33758,1,0,0
31850,493188.1772,4964573.77073,1,0,0
31851,494126.62752,4969135.08806,1,0,0
31852,493610.2916,4969366.63851,1,0,0
31853,493629.08522,4968407.9566,1,0,0
31854,493635.29603,4969094.45534,1,0,0
31855,493635.4261,4969225.53553,1,0,0
31856,493594.66257,4968743.46729,1,0,0
31857,493596.84345,4969345.54576,1,0,0
31858,494041.27142,4969079.6243,1,0,0
31859,493918.30844,4970015.6314,1,0,0
31860,494359.59902,4969093.77751,1,0,0
31861,493759.99364,4968991.02378,1,0,0
31862,494493.88025,4969099.21509,1,0,0
31863,493632.47655,4968641.23151,1,0,0
31864,493634.33529,4968922.27457,1,0,0
31865,493501.4017,4968614.14715,1,0,0
31866,493603.73073,4968806.88775,1,0,0
31867,493229.06622,4969614.74938,1,0,0
31868,493282.76314,4969605.8061,1,0,0
31869,492974.94127,4969788.31552,1,0,0
31870,493634.96369,4969555.45858,1,0,0
31871,494211.84881,4969042.81006,1,0,0
31872,494552.31108,4969076.9482,1,0,0
31873,494147.87155,4969045.08981,1,0,0
31874,494568.68317,4969755.66381,1,0,0
31875,492370.37217,4975427.7146,1,0,0
31876,492594.17575,4975854.02273,1,0,0
31877,492412.90364,4974029.09088,1,0,0
31878,492938.55032,4974031.82229,1,0,0
31879,493630.57162,4974669.84068,1,0,0
31880,492118.47002,4976366.9208,1,0,0
31881,493158.65396,4976893.16221,1,0,0
31882,492641.9746,4977623.57362,1,0,0
31883,492531.91523,4977741.45291,1,0,0
31884,492821.64094,4977812.21661,1,0,0
31885,492564.39235,4976704.97833,1,0,0
31886,492610.70916,4977735.47381,1,0,0
31887,492655.78743,4977974.5913,1,0,0
31888,492579.14683,4977862.4823,1,0,0
31889,494393.29955,4975109.0279,1,0,0
31890,494606.72917,4974607.84677,1,0,0
31891,492418.76884,4974049.96808,1,0,0
31892,492650.95298,4974244.20888,1,0,0
31893,491549.41979,4974777.11443,1,0,0
31894,491328.00941,4974040.79905,1,0,0
31895,492840.28946,4974597.6921,1,0,0
31896,492923.23564,4974671.69425,1,0,0
31897,492819.03588,4974575.83196,1,0,0
31898,492819.95113,4974688.24997,1,0,0
31899,492682.74699,4975131.52757,1,0,0
31900,492551.59664,4975132.56751,1,0,0
31901,492520.68447,4976771.23676,1,0,0
31903,490032.29479,4972369.39806,1,0,0
31904,491646.29454,4973238.00268,1,0,0
31905,492422.84003,4972420.55716,1,0,0
31906,492414.01243,4973632.51298,1,0,0
31907,491651.27811,4974033.37105,1,0,0
31908,492010.02828,4973680.99329,1,0,0
31909,492060.21073,4973731.03061,1,0,0
31911,492395.38221,4974029.11166,1,0,0
31912,492129.59343,4973798.48519,1,0,0
31913,492286.59306,4973938.81783,1,0,0
31914,492301.68337,4973951.57455,1,0,0
31915,490838.1015,4975241.6553,1,0,0
31916,491766.02422,4976110.53299,1,0,0
31917,490841.16793,4976557.24611,1,0,0
31918,491978.73651,4976486.84551,1,0,0
31919,491815.9491,4976466.05631,1,0,0
31920,491728.72315,4976369.07897,1,0,0
31922,491659.84879,4976431.48781,1,0,0
31923,490840.11483,4977474.82218,1,0,0
31924,490704.53406,4976456.35448,1,0,0
31925,490838.99514,4977243.76372,1,0,0
31926,490840.29616,4977601.46064,1,0,0
31927,490039.8895,4976742.84669,1,0,0
31928,490840.64769,4977846.9616,1,0,0
31929,491849.33164,4974800.60912,1,0,0
31931,491644.70263,4974800.7618,1,0,0
31932,491739.55851,4974799.86112,1,0,0
31933,492418.23561,4975132.61297,1,0,0
31935,491731.98541,4977000.93425,1,0,0
31936,491811.88279,4977419.07216,1,0,0
31937,492215.10098,4977519.65752,1,0,0
31938,492049.32201,4978053.07703,1,0,0
31939,491891.27926,4977201.24147,1,0,0
31940,492276.45158,4977568.46123,1,0,0
31941,492275.59525,4976663.10761,1,0,0
31942,491900.8089,4977251.21832,1,0,0
31944,491945.70046,4977130.29955,1,0,0
31945,491904.50939,4976559.70056,1,0,0
31946,491983.67103,4976647.13697,1,0,0
31948,491744.3697,4977305.6285,1,0,0
31949,491458.66672,4977556.17047,1,0,0
31950,492317.09843,4977061.85787,1,0,0
31951,492394.90648,4976750.50077,1,0,0
31952,492285.32707,4976751.74281,1,0,0
31954,492522.65338,4976768.34621,1,0,0
31955,492372.38781,4977581.78759,1,0,0
31956,492201.55361,4978054.00048,1,0,0
31957,492244.00508,4977937.30791,1,0,0
31958,494024.83353,4973220.9013,1,0,0
31959,494030.91155,4973220.89563,1,0,0
31960,494054.03645,4972622.12243,1,0,0
31961,494820.72805,4972816.96744,1,0,0
31962,494818.0382,4972419.28323,1,0,0
31964,493967.64981,4974022.32773,1,0,0
31965,492705.88023,4974380.11528,1,0,0
31966,492720.5343,4974427.31014,1,0,0
31967,492734.55326,4974471.39535,1,0,0
31968,492675.06215,4974277.17378,1,0,0
31969,492689.0834,4974322.703,1,0,0
31970,494736.06588,4971617.31291,1,0,0
31971,494846.30888,4973214.63343,1,0,0
31972,494873.00227,4974019.98373,1,0,0
31973,494974.55723,4973689.97843,1,0,0
31974,493996.23797,4973619.61478,1,0,0
31975,493989.22754,4973719.04313,1,0,0
31976,494017.50564,4973319.44117,1,0,0
31977,494010.49453,4973418.86945,1,0,0
31978,494003.248,4973519.51993,1,0,0
31979,493974.89247,4973918.7889,1,0,0
31980,493981.90099,4973817.8053,1,0,0
31981,493532.49349,4977574.84411,1,0,0
31982,493895.22641,4976619.14465,1,0,0
31983,494137.88666,4978065.04092,1,0,0
31984,494063.65339,4976182.41715,1,0,0
31985,493201.18444,4976381.56428,1,0,0
31987,493287.2108,4976033.32912,1,0,0
31988,492818.62054,4975049.83653,1,0,0
31989,492818.08768,4975137.59514,1,0,0
31990,492931.09648,4975144.02344,1,0,0
31991,492818.89109,4974798.55958,1,0,0
31992,492818.56591,4974860.43486,1,0,0
31993,492819.64338,4974765.67727,1,0,0
31994,492819.14556,4974955.07953,1,0,0
31995,492818.59026,4975022.84265,1,0,0
31996,492818.30471,4974908.97976,1,0,0
31997,492815.20062,4975237.02043,1,0,0
31999,492933.89991,4974681.12479,1,0,0
32000,493017.5641,4974764.23642,1,0,0
32003,493058.05495,4976298.40322,1,0,0
32006,493511.41326,4975144.07548,1,0,0
32008,493396.0439,4975143.63802,1,0,0
