"","a","b"
"5883",27221,1000
"5884",27228,998
"5885",27233,974
"5886",27250,995
"5887",27251,994
"5888",27255,995
"5889",27260,996
"5890",27275,1043
"5891",27282,896
"5892",27285,1007
"5893",27300,986
"5894",27301,1424
"5895",27303,1413
"5896",27309,1409
"5897",27325,1668
"5898",27326,1669
"5899",27329,1664
"5900",27350,1639
"5901",27368,1038
"5902",27368,1039
"5903",27369,1018
"5904",27369,1032
"5905",27371,1024
"5906",27380,1033
"5907",27394,1411
"5908",27398,1025
"5909",27399,1408
"5910",27413,1409
"5911",27419,1034
"5912",27419,1035
"5913",27420,1030
"5914",27423,1031
"5915",27424,1027
"5916",27427,1028
"5917",27433,1040
"5918",27436,1586
"5919",27437,1416
"5920",27446,1414
"5921",27447,1413
"5922",27452,1418
"5923",27453,1412
"5924",27454,1422
"5925",27459,1421
"5926",27465,1417
"5927",27468,1588
"5928",27471,1404
"5929",27472,1410
"5930",27482,1402
"5931",27490,1410
"5932",27494,1411
"5933",27518,1405
"5934",27531,1381
"5935",27545,1401
"5936",27547,1400
"5937",27551,1390
"5938",27551,1391
"5939",27567,1428
"5940",27570,1426
"5941",27578,1396
"5942",27586,1397
"5943",27588,1430
"5944",27589,1431
"5945",27602,1395
"5946",27610,1375
"5947",27619,1133
"5948",27619,1138
"5949",27620,1122
"5950",27621,1055
"5951",27621,1056
"5952",27639,1051
"5953",27659,1041
"5954",27661,1040
"5955",27679,1150
"5956",27681,1139
"5957",27706,1061
"5958",27707,1060
"5959",27711,1062
"5960",27716,1062
"5961",27717,1061
"5962",27720,1069
"5963",27728,1057
"5964",27729,1058
"5965",27733,1121
"5966",27733,1131
"5967",27741,1065
"5968",27764,1158
"5969",27765,1159
"5970",27781,1142
"5971",27781,1145
"5972",27784,1138
"5973",27784,1141
"5974",27785,1142
"5975",27812,1369
"5976",27822,1076
"5977",27829,1118
"5978",27843,1129
"5979",27847,1128
"5980",27850,1123
"5981",27857,1112
"5982",27858,1116
"5983",27869,1125
"5984",27881,1126
"5985",27881,1127
"5986",27899,1171
"5987",27905,1089
"5988",27905,1090
"5989",27911,2671
"5990",27913,2625
"5991",27915,2617
"5992",27915,2618
"5993",27918,2569
"5994",27920,2532
"5995",27920,2535
"5996",27922,2532
"5997",27925,2672
"5998",27927,2653
"5999",27929,3191
"6000",27935,2610
"6001",27937,2607
"6002",27937,2608
"6003",27938,2603
"6004",27939,2626
"6005",27941,2558
"6006",27943,2603
"6007",27944,2615
"6008",27947,3117
"6009",27948,3056
"6010",27949,2605
"6011",27949,2606
"6012",27951,2614
"6013",27953,2612
"6014",27954,2613
"6015",27958,2612
"6016",27960,2613
"6017",27965,2606
"6018",27966,2611
"6019",27979,2556
"6020",27994,2557
"6021",28008,2555
"6022",28010,3058
"6023",28019,2624
"6024",28020,2650
"6025",28020,2653
"6026",28022,2640
"6027",28029,2640
"6028",28033,2614
"6029",28035,2619
"6030",28035,2620
"6031",28036,2615
"6032",28038,2646
"6033",28041,2646
"6034",28049,2616
"6035",28052,2620
"6036",28059,2608
"6037",28059,2609
"6038",28060,2609
"6039",28060,2623
"6040",28072,2622
"6041",28077,2621
"6042",28097,2641
"6043",28098,2641
"6044",28103,2640
"6045",28105,2616
"6046",28108,2654
"6047",28118,2619
"6048",28120,2623
"6049",28131,2561
"6050",28131,3182
"6051",28137,2571
"6052",28140,2560
"6053",28143,3144
"6054",28144,3057
"6055",28164,2559
"6056",28165,3144
"6057",28174,2573
"6058",28178,2572
"6059",28179,2562
"6060",28180,2564
"6061",28197,2563
"6062",28198,2565
"6063",28217,2561
"6064",28226,3059
"6065",28230,2571
"6066",28242,2583
"6067",28249,2584
"6068",28249,2586
"6069",28250,2588
"6070",28257,2575
"6071",28258,2577
"6072",28262,2600
"6073",28265,3060
"6074",28269,2601
"6075",28270,2599
"6076",28271,780
"6077",28273,2597
"6078",28276,29
"6079",28276,30
"6080",28280,26
"6081",28282,34
"6082",28283,30
"6083",28284,33
"6084",28292,790
"6085",28295,2566
"6086",28300,2662
"6087",28302,2669
"6088",28305,2649
"6089",28310,2579
"6090",28315,777
"6091",28317,2580
"6092",28320,2676
"6093",28323,2668
"6094",28326,2660
"6095",28330,2675
"6096",28333,2655
"6097",28335,2660
"6098",28338,2655
"6099",28343,2656
"6100",28345,2654
"6101",28350,2649
"6102",28353,2657
"6103",28355,2657
"6104",28366,2658
"6105",28384,2657
"6106",28397,2680
"6107",28403,2681
"6108",28404,2673
"6109",28412,2679
"6110",28413,2576
"6111",28420,2674
"6112",28427,2578
"6113",28427,2580
"6114",28431,2682
"6115",28463,777
"6116",28467,779
"6117",28468,778
"6118",28479,2676
"6119",28524,791
"6120",28526,791
"6121",28540,2678
"6122",28542,2666
"6123",28545,2677
"6124",28545,2678
"6125",28550,2676
"6126",28558,2665
"6127",28564,2664
"6128",28578,2677
"6129",28586,2663
"6130",28588,2669
"6131",28589,2668
"6132",28598,2667
"6133",28630,2592
"6134",28633,2592
"6135",28634,2591
"6136",28638,2574
"6137",28643,2568
"6138",28654,2591
"6139",28658,2574
"6140",28662,2593
"6141",28666,803
"6142",28666,804
"6143",28668,62
"6144",28675,36
"6145",28675,39
"6146",28680,71
"6147",28680,73
"6148",28684,35
"6149",28690,46
"6150",28694,803
"6151",28698,802
"6152",28699,801
"6153",28701,811
"6154",28701,812
"6155",28708,797
"6156",28708,804
"6157",28712,871
"6158",28713,785
"6159",28713,871
"6160",28716,808
"6161",28718,811
"6162",28721,789
"6163",28722,806
"6164",28726,782
"6165",28727,781
"6166",28729,787
"6167",28732,786
"6168",28734,785
"6169",28734,786
"6170",28742,794
"6171",28750,793
"6172",28753,789
"6173",28758,792
"6174",28760,793
"6175",28769,798
"6176",28771,799
"6177",28774,797
"6178",28774,800
"6179",28791,873
"6180",28794,876
"6181",28795,874
"6182",28800,876
"6183",28819,865
"6184",28820,868
"6185",28822,805
"6186",28822,810
"6187",28823,807
"6188",28824,810
"6189",28825,806
"6190",28829,2588
"6191",28831,2587
"6192",28835,2587
"6193",28878,2663
"6194",28892,2662
"6195",28911,2670
"6196",28913,2670
"6197",28919,2585
"6198",28925,2590
"6199",28928,2589
"6200",28931,2590
"6201",28937,2589
"6202",28942,2594
"6203",28944,42
"6204",28945,39
"6205",28945,42
"6206",28949,61
"6207",28951,43
"6208",28954,44
"6209",28954,45
"6210",28956,802
"6211",28967,60
"6212",28972,59
"6213",28972,63
"6214",28974,46
"6215",28977,45
"6216",28989,33
"6217",28991,37
"6218",28992,36
"6219",28993,36
"6220",29006,34
"6221",29023,845
"6222",29034,826
"6223",29035,819
"6224",29038,853
"6225",29044,852
"6226",29044,853
"6227",29049,858
"6228",29049,860
"6229",29051,855
"6230",29053,860
"6231",29058,847
"6232",29058,864
"6233",29059,855
"6234",29073,855
"6235",29073,856
"6236",29079,853
"6237",29081,854
"6238",29092,846
"6239",29095,846
"6240",29096,850
"6241",29096,851
"6242",29109,812
"6243",29109,813
"6244",29110,816
"6245",29112,818
"6246",29122,818
"6247",29126,70
"6248",29130,835
"6249",29131,1079
"6250",29133,838
"6251",29143,844
"6252",29144,825
"6253",29147,842
"6254",29148,844
"6255",29153,843
"6256",29158,1079
"6257",29159,1078
"6258",29164,836
"6259",29164,837
"6260",29169,99
"6261",29171,822
"6262",29171,823
"6263",29173,825
"6264",29179,820
"6265",29190,824
"6266",29198,235
"6267",29202,233
"6268",29205,235
"6269",29207,83
"6270",29209,101
"6271",29210,100
"6272",29223,79
"6273",29223,86
"6274",29224,77
"6275",29229,55
"6276",29231,54
"6277",29237,56
"6278",29239,57
"6279",29239,64
"6280",29241,57
"6281",29243,50
"6282",29246,50
"6283",29249,47
"6284",29249,48
"6285",29253,53
"6286",29256,72
"6287",29257,54
"6288",29263,28
"6289",29263,35
"6290",29265,35
"6291",29270,74
"6292",29272,80
"6293",29272,82
"6294",29279,80
"6295",29295,83
"6296",29296,83
"6297",29302,21
"6298",29302,22
"6299",29303,21
"6300",29305,78
"6301",29308,79
"6302",29320,16
"6303",29321,15
"6304",29327,2533
"6305",29331,3
"6306",29332,2537
"6307",29334,2538
"6308",29336,2595
"6309",29336,2596
"6310",29341,2598
"6311",29342,2596
"6312",29345,32
"6313",29348,32
"6314",29363,2599
"6315",29380,30
"6316",29385,2539
"6317",29390,3
"6318",29392,34
"6319",29395,3
"6320",29395,4
"6321",29396,31
"6322",29399,31
"6323",29402,2
"6324",29404,4
"6325",29412,25
"6326",29414,26
"6327",29416,24
"6328",29419,6
"6329",29420,24
"6330",29421,25
"6331",29429,4
"6332",29431,5
"6333",29435,5
"6334",29436,15
"6335",29438,2540
"6336",29451,2541
"6337",29471,2531
"6338",29480,2531
"6339",29487,3061
"6340",29497,709
"6341",29499,741
"6342",29500,2822
"6343",29500,2826
"6344",29502,754
"6345",29502,757
"6346",29507,741
"6347",29507,745
"6348",29508,745
"6349",29512,2372
"6350",29513,2364
"6351",29515,2876
"6352",29516,2461
"6353",29516,2462
"6354",29519,751
"6355",29519,752
"6356",29523,752
"6357",29523,753
"6358",29524,774
"6359",29525,2813
"6360",29525,2814
"6361",29526,2840
"6362",29526,2841
"6363",29528,2821
"6364",29529,2453
"6365",29529,2461
"6366",29538,2452
"6367",29544,2830
"6368",29544,2831
"6369",29545,2451
"6370",29547,2800
"6371",29550,2805
"6372",29555,2856
"6373",29559,698
"6374",29559,700
"6375",29572,2447
"6376",29580,2779
"6377",29583,2778
"6378",29585,2778
"6379",29587,2783
"6380",29599,3046
"6381",29600,2787
"6382",29614,2779
"6383",29615,2777
"6384",29621,703
"6385",29621,704
"6386",29623,2781
"6387",29623,2782
"6388",29633,2780
"6389",29634,2789
"6390",29638,2788
"6391",29651,2780
"6392",29654,2768
"6393",29664,2262
"6394",29677,2263
"6395",29678,701
"6396",29678,702
"6397",29685,705
"6398",29685,708
"6399",29686,707
"6400",29686,708
"6401",29690,2795
"6402",29697,2794
"6403",29702,2824
"6404",29702,2825
"6405",29703,3045
"6406",29704,2823
"6407",29707,2815
"6408",29708,2810
"6409",29710,2818
"6410",29711,2819
"6411",29718,2816
"6412",29718,2817
"6413",29719,2809
"6414",29730,742
"6415",29749,743
"6416",29749,744
"6417",29756,2820
"6418",29771,2811
"6419",29777,2812
"6420",29798,2464
"6421",29812,513
"6422",29820,514
"6423",29827,1765
"6424",29827,1766
"6425",29844,724
"6426",29851,465
"6427",29861,462
"6428",29862,2485
"6429",29873,492
"6430",29873,493
"6431",29876,710
"6432",29878,719
"6433",29878,720
"6434",29879,1965
"6435",29884,1991
"6436",29885,1766
"6437",29888,723
"6438",29903,499
"6439",29903,523
"6440",29904,645
"6441",29906,652
"6442",29911,716
"6443",29915,695
"6444",29916,696
"6445",29916,699
"6446",29925,717
"6447",29925,718
"6448",29937,694
"6449",29941,695
"6450",29942,701
"6451",29943,679
"6452",29943,680
"6453",29945,669
"6454",29960,2256
"6455",29968,2254
"6456",29971,2255
"6457",29991,667
"6458",29992,675
"6459",30013,678
"6460",30016,672
"6461",30016,677
"6462",30023,678
"6463",30024,679
"6464",30028,677
"6465",30035,665
"6466",30035,669
"6467",30036,664
"6468",30040,668
"6469",30046,686
"6470",30049,685
"6471",30051,653
"6472",30060,691
"6473",30060,693
"6474",30061,687
"6475",30062,692
"6476",30065,690
"6477",30068,688
"6478",30070,644
"6479",30070,689
"6480",30071,645
"6481",30071,684
"6482",30074,684
"6483",30078,647
"6484",30087,566
"6485",30087,568
"6486",30089,584
"6487",30089,589
"6488",30102,559
"6489",30111,560
"6490",30118,663
"6491",30126,583
"6492",30126,662
"6493",30130,584
"6494",30130,585
"6495",30131,580
"6496",30140,581
"6497",30141,578
"6498",30146,581
"6499",30155,581
"6500",30155,582
"6501",30156,573
"6502",30156,574
"6503",30159,659
"6504",30184,659
"6505",30186,665
"6506",30192,587
"6507",30196,582
"6508",30198,588
"6509",30210,564
"6510",30216,1620
"6511",30218,1617
"6512",30228,551
"6513",30228,552
"6514",30229,559
"6515",30242,558
"6516",30245,557
"6517",30254,558
"6518",30256,550
"6519",30257,549
"6520",30266,1534
"6521",30273,1534
"6522",30282,601
"6523",30283,595
"6524",30289,600
"6525",30299,658
"6526",30303,657
"6527",30305,654
"6528",30321,596
"6529",30323,595
"6530",30326,601
"6531",30329,649
"6532",30331,651
"6533",30333,613
"6534",30349,612
"6535",30355,650
"6536",30360,646
"6537",30366,651
"6538",30367,615
"6539",30369,616
"6540",30369,617
"6541",30371,614
"6542",30380,650
"6543",30381,618
"6544",30400,544
"6545",30403,553
"6546",30406,557
"6547",30412,556
"6548",30413,554
"6549",30421,553
"6550",30426,554
"6551",30429,543
"6552",30433,545
"6553",30436,543
"6554",30449,542
"6555",30468,555
"6556",30477,711
"6557",30477,713
"6558",30482,709
"6559",30483,699
"6560",30490,697
"6561",30491,696
"6562",30492,642
"6563",30495,640
"6564",30495,643
"6565",30498,644
"6566",30499,640
"6567",30500,639
"6568",30503,643
"6569",30506,639
"6570",30508,641
"6571",30510,641
"6572",30510,697
"6573",30511,642
"6574",30519,711
"6575",30520,713
"6576",30521,714
"6577",30521,715
"6578",30523,712
"6579",30523,713
"6580",30530,505
"6581",30532,622
"6582",30535,624
"6583",30536,717
"6584",30543,636
"6585",30545,716
"6586",30548,646
"6587",30548,648
"6588",30552,648
"6589",30552,649
"6590",30559,604
"6591",30561,605
"6592",30569,636
"6593",30579,635
"6594",30582,635
"6595",30584,634
"6596",30586,631
"6597",30596,620
"6598",30605,622
"6599",30606,621
"6600",30609,524
"6601",30609,525
"6602",30616,605
"6603",30619,501
"6604",30619,523
"6605",30620,522
"6606",30627,524
"6607",30628,524
"6608",30637,504
"6609",30639,625
"6610",30639,723
"6611",30640,624
"6612",30642,718
"6613",30642,721
"6614",30644,627
"6615",30648,626
"6616",30650,623
"6617",30652,630
"6618",30658,628
"6619",30660,721
"6620",30662,720
"6621",30664,511
"6622",30665,510
"6623",30666,510
"6624",30669,512
"6625",30671,504
"6626",30679,505
"6627",30685,510
"6628",30694,508
"6629",30699,495
"6630",30700,507
"6631",30707,625
"6632",30709,515
"6633",30712,511
"6634",30712,513
"6635",30724,1901
"6636",30728,1284
"6637",30733,2054
"6638",30738,1519
"6639",30739,1737
"6640",30757,1348
"6641",30763,1993
"6642",30767,1490
"6643",30774,1485
"6644",30775,1470
"6645",30783,1541
"6646",30785,1565
"6647",30806,1604
"6648",30806,1605
"6649",30807,1611
"6650",30811,1611
"6651",30821,1589
"6652",30836,1539
"6653",30837,1552
"6654",30838,1549
"6655",30841,1539
"6656",30842,1545
"6657",30846,1553
"6658",30850,1543
"6659",30863,1550
"6660",30870,1567
"6661",30871,1567
"6662",30871,1572
"6663",30874,1576
"6664",30876,1566
"6665",30878,1566
"6666",30878,1573
"6667",30880,1575
"6668",30883,1581
"6669",30889,1573
"6670",30901,1568
"6671",30906,1561
"6672",30906,1568
"6673",30914,1572
"6674",30918,1571
"6675",30918,1577
"6676",30927,1442
"6677",30927,1443
"6678",30931,1354
"6679",30931,1355
"6680",30932,1356
"6681",30933,1457
"6682",30933,1458
"6683",30937,1486
"6684",30939,1487
"6685",30942,1437
"6686",30951,1364
"6687",30953,1459
"6688",30956,1359
"6689",30963,1361
"6690",30965,1360
"6691",30990,1496
"6692",30994,1488
"6693",30997,1465
"6694",31002,1469
"6695",31008,1461
"6696",31009,1464
"6697",31014,1352
"6698",31014,1353
"6699",31016,1352
"6700",31019,1466
"6701",31022,1479
"6702",31027,1478
"6703",31029,1477
"6704",31030,1476
"6705",31033,1468
"6706",31037,1526
"6707",31044,1542
"6708",31052,1578
"6709",31061,1524
"6710",31063,1525
"6711",31065,409
"6712",31066,1514
"6713",31069,1500
"6714",31074,2062
"6715",31076,1515
"6716",31080,1289
"6717",31094,1506
"6718",31106,1295
"6719",31115,1504
"6720",31116,1503
"6721",31119,1504
"6722",31119,1507
"6723",31142,1287
"6724",31147,1512
"6725",31149,1290
"6726",31157,1288
"6727",31162,1287
"6728",31164,2055
"6729",31164,2058
"6730",31167,1170
"6731",31170,1224
"6732",31176,261
"6733",31176,264
"6734",31177,283
"6735",31177,1247
"6736",31183,1867
"6737",31201,1235
"6738",31212,1208
"6739",31213,1207
"6740",31223,1357
"6741",31224,1359
"6742",31228,1202
"6743",31236,1204
"6744",31239,1203
"6745",31241,1201
"6746",31250,1198
"6747",31251,1197
"6748",31252,1195
"6749",31252,1196
"6750",31256,1220
"6751",31262,1193
"6752",31262,1194
"6753",31274,1325
"6754",31279,1337
"6755",31280,1343
"6756",31284,1344
"6757",31293,1324
"6758",31294,1323
"6759",31297,1336
"6760",31305,1314
"6761",31309,1316
"6762",31310,1328
"6763",31314,1190
"6764",31314,1223
"6765",31315,1217
"6766",31320,1219
"6767",31330,1085
"6768",31334,270
"6769",31340,1094
"6770",31342,1182
"6771",31342,1187
"6772",31343,1180
"6773",31346,1179
"6774",31369,1181
"6775",31372,1092
"6776",31376,1098
"6777",31382,1095
"6778",31389,282
"6779",31391,279
"6780",31391,280
"6781",31397,279
"6782",31399,268
"6783",31412,1267
"6784",31412,1271
"6785",31413,1281
"6786",31414,1281
"6787",31415,1273
"6788",31416,1264
"6789",31422,1899
"6790",31424,1299
"6791",31432,1297
"6792",31436,1279
"6793",31439,1255
"6794",31440,1242
"6795",31440,1243
"6796",31441,1250
"6797",31442,1251
"6798",31443,1252
"6799",31444,1253
"6800",31445,1245
"6801",31462,1268
"6802",31462,1269
"6803",31465,1254
"6804",31469,1256
"6805",31479,1257
"6806",31487,1282
"6807",31519,1896
"6808",31520,1264
"6809",31520,1265
"6810",31525,1262
"6811",31527,1261
"6812",31546,1872
"6813",31547,1895
"6814",31552,1716
"6815",31553,274
"6816",31553,275
"6817",31556,1717
"6818",31560,1722
"6819",31564,1257
"6820",31565,277
"6821",31566,275
"6822",31580,274
"6823",31581,263
"6824",31582,1260
"6825",31582,1261
"6826",31584,1725
"6827",31585,1868
"6828",31587,1260
"6829",31589,1726
"6830",31589,1728
"6831",31592,1719
"6832",31600,1718
"6833",31606,1720
"6834",31618,402
"6835",31623,2036
"6836",31651,484
"6837",31654,477
"6838",31655,476
"6839",31658,498
"6840",31662,409
"6841",31671,473
"6842",31671,474
"6843",31672,488
"6844",31674,487
"6845",31675,486
"6846",31677,485
"6847",31678,483
"6848",31678,484
"6849",31686,474
"6850",31690,487
"6851",31703,2080
"6852",31709,2046
"6853",31711,2076
"6854",31726,2068
"6855",31726,2069
"6856",31730,2073
"6857",31733,2072
"6858",31738,2074
"6859",31741,2050
"6860",31743,2050
"6861",31745,2056
"6862",31760,1913
"6863",31767,2078
"6864",31768,2079
"6865",31772,2081
"6866",31783,2045
"6867",31788,2040
"6868",31798,471
"6869",31803,417
"6870",31803,418
"6871",31805,451
"6872",31805,452
"6873",31807,494
"6874",31808,489
"6875",31810,490
"6876",31811,490
"6877",31811,491
"6878",31814,496
"6879",31819,471
"6880",31820,406
"6881",31820,407
"6882",31821,415
"6883",31829,414
"6884",31831,413
"6885",31837,413
"6886",31839,408
"6887",31841,470
"6888",31841,491
"6889",31842,451
"6890",31849,469
"6891",31849,470
"6892",31859,440
"6893",31874,441
"6894",31874,442
"6895",31875,2089
"6896",31876,2083
"6897",31879,2093
"6898",31893,2082
"6899",31899,2089
"6900",31903,399
"6901",31903,400
"6902",31905,420
"6903",31905,422
"6904",31905,423
"6905",31906,2091
"6906",31906,2092
"6907",31908,2091
"6908",31916,2023
"6909",31920,2025
"6910",31925,2027
"6911",31925,2028
"6912",31927,2032
"6913",31927,2033
"6914",31928,1936
"6915",31933,2090
"6916",31944,2020
"6917",31946,2022
"6918",31948,2019
"6919",31950,2014
"6920",31951,2021
"6921",31960,426
"6922",31960,427
"6923",31967,2090
"6924",31974,2096
"6925",31976,2095
"6926",31979,2095
"6927",31987,2084
"6928",31990,2088
"6929",32000,2093
"6930",32003,2084
"6931",32019,2011
"6932",32023,2007
"6933",32025,2007
"6934",32040,2000
"6935",32046,2000
"6936",32064,1846
"6937",32066,1747
"6938",32068,1839
"6939",32074,1743
"6940",32076,1934
"6941",32080,1749
"6942",32081,1856
"6943",32083,1877
"6944",32085,1914
"6945",32085,1915
"6946",32099,1903
"6947",32099,1904
"6948",32103,1919
"6949",32108,1920
"6950",32110,1875
"6951",32111,1876
"6952",32111,1893
"6953",32113,1873
"6954",32113,1874
"6955",32114,1873
"6956",32114,1894
"6957",32115,1873
"6958",32127,1931
"6959",32127,1932
"6960",32130,1922
"6961",32130,1923
"6962",32131,1926
"6963",32132,1927
"6964",32132,1928
"6965",32138,1921
"6966",32144,1922
"6967",32148,1933
"6968",32149,1950
"6969",32165,1891
"6970",32166,1880
"6971",32174,1881
"6972",32175,1851
"6973",32176,1889
"6974",32187,1738
"6975",32188,1709
"6976",32188,1711
"6977",32197,1733
"6978",32199,1859
"6979",32202,1736
"6980",32203,1732
"6981",32203,1865
"6982",32214,1734
"6983",32219,1858
"6984",32222,1856
"6985",32226,1857
"6986",32242,1712
"6987",32247,1710
"6988",32247,1711
"6989",32251,1746
"6990",32254,1710
"6991",32259,1746
"6992",32261,1749
"6993",32267,1885
"6994",32276,1945
"6995",32279,1948
"6996",32280,1947
"6997",32282,1940
"6998",32284,1938
"6999",32286,1939
"7000",32294,1946
"7001",32303,1940
"7002",32311,1888
"7003",32311,1954
"7004",32312,1884
"7005",32323,1884
"7006",32325,1843
"7007",32327,1842
"7008",32333,1886
"7009",32335,1886
"7010",32335,1887
"7011",32339,1962
"7012",32341,1962
"7013",32341,1997
"7014",32342,1961
"7015",32344,1959
"7016",32348,1995
"7017",32356,1976
"7018",32363,1836
"7019",32364,1838
"7020",32374,1838
"7021",32382,1837
"7022",32383,1815
"7023",32387,1762
"7024",32390,1760
"7025",32390,1764
"7026",32391,1840
"7027",32394,1761
"7028",32395,1742
"7029",32398,1743
"7030",32403,1841
"7031",32404,1846
"7032",32412,1761
"7033",32417,1748
"7034",32417,1759
"7035",32420,1757
"7036",32430,1812
"7037",32433,1763
"7038",32434,1759
"7039",32434,1765
"7040",32440,1766
"7041",32449,732
"7042",32452,733
"7043",32452,735
"7044",32461,736
"7045",32462,735
"7046",32463,732
"7047",32473,737
"7048",32477,739
"7049",32479,738
"7050",32481,719
"7051",32520,725
"7052",32533,729
"7053",32534,736
"7054",32535,730
"7055",32545,2483
"7056",32547,2482
"7057",32551,2481
"7058",32554,2483
"7059",32559,749
"7060",32559,758
"7061",32560,766
"7062",32561,768
"7063",32573,760
"7064",32582,764
"7065",32585,764
"7066",32587,732
"7067",32587,770
"7068",32602,762
"7069",32602,763
"7070",32608,759
"7071",32618,771
"7072",32619,769
"7073",32621,770
"7074",32622,769
"7075",32628,765
"7076",32633,765
"7077",32656,766
"7078",32674,2465
"7079",32676,2466
"7080",32683,772
"7081",32684,774
"7082",32688,773
"7083",32697,760
"7084",32700,761
"7085",32707,773
"7086",32708,768
"7087",32719,762
"7088",32723,767
"7089",32737,2463
"7090",32741,1977
"7091",32744,2410
"7092",32744,2411
"7093",32748,2413
"7094",32761,2468
"7095",32762,2457
"7096",32776,2433
"7097",32777,2350
"7098",32780,2331
"7099",32782,2431
"7100",32786,445
"7101",32793,2480
"7102",32793,2481
"7103",32801,2471
"7104",32802,2115
"7105",32808,435
"7106",32814,447
"7107",32814,457
"7108",32822,453
"7109",32823,454
"7110",32823,456
"7111",32828,460
"7112",32833,467
"7113",32833,468
"7114",32841,455
"7115",32845,456
"7116",32845,460
"7117",32856,443
"7118",32857,448
"7119",32857,449
"7120",32870,443
"7121",32876,443
"7122",32878,459
"7123",32894,446
"7124",32895,2478
"7125",32902,2476
"7126",32903,2106
"7127",32906,428
"7128",32906,429
"7129",32910,433
"7130",32918,1978
"7131",32928,2113
"7132",32928,2114
"7133",32931,2112
"7134",32940,2457
"7135",32942,2472
"7136",32943,2469
"7137",32943,2470
"7138",32946,2422
"7139",32946,2474
"7140",32948,2480
"7141",32954,2473
"7142",32956,2469
"7143",32971,2468
"7144",32972,2467
"7145",32975,2456
"7146",32975,2474
"7147",32983,2419
"7148",32989,2425
"7149",32989,2431
"7150",32990,2110
"7151",32990,2111
"7152",32992,2423
"7153",33006,2420
"7154",33008,2418
"7155",33011,2111
"7156",33014,2421
"7157",33015,2420
"7158",33023,2110
"7159",33025,2417
"7160",33038,2416
"7161",33040,2416
"7162",33042,2417
"7163",33055,2424
"7164",33057,2422
"7165",33061,2435
"7166",33067,2423
"7167",33076,2425
"7168",33076,2427
"7169",33089,1809
"7170",33091,1986
"7171",33091,1988
"7172",33096,1986
"7173",33105,1823
"7174",33107,1788
"7175",33108,1822
"7176",33108,1823
"7177",33129,1980
"7178",33130,1809
"7179",33130,1817
"7180",33131,1827
"7181",33134,1817
"7182",33135,1982
"7183",33138,1971
"7184",33141,1967
"7185",33145,1966
"7186",33151,1994
"7187",33154,1976
"7188",33158,1965
"7189",33168,1970
"7190",33169,1969
"7191",33171,1974
"7192",33173,1982
"7193",33176,1973
"7194",33178,1973
"7195",33187,1972
"7196",33188,1816
"7197",33189,1830
"7198",33189,1831
"7199",33198,1834
"7200",33201,1833
"7201",33215,1829
"7202",33218,1816
"7203",33220,1832
"7204",33223,1987
"7205",33236,1805
"7206",33236,1818
"7207",33239,1825
"7208",33239,1826
"7209",33242,1825
"7210",33246,1822
"7211",33248,1818
"7212",33248,1819
"7213",33263,1791
"7214",33264,1797
"7215",33265,1796
"7216",33272,1795
"7217",33274,1794
"7218",33274,1795
"7219",33285,1808
"7220",33287,1795
"7221",33287,1797
"7222",33293,1765
"7223",33294,1794
"7224",33295,1782
"7225",33304,1805
"7226",33307,1799
"7227",33310,1806
"7228",33312,1807
"7229",33317,1792
"7230",33318,1798
"7231",33320,1798
"7232",33324,1797
"7233",33331,1804
"7234",33337,1800
"7235",33338,1790
"7236",33339,1790
"7237",33339,1791
"7238",33340,1792
"7239",33340,1793
"7240",33345,2345
"7241",33345,2346
"7242",33354,2393
"7243",33355,2392
"7244",33370,2415
"7245",33374,2414
"7246",33376,2395
"7247",33379,2395
"7248",33380,2394
"7249",33387,2342
"7250",33388,1821
"7251",33391,1819
"7252",33392,1804
"7253",33401,2344
"7254",33408,2343
"7255",33423,2399
"7256",33424,2400
"7257",33442,2351
"7258",33443,2326
"7259",33443,2327
"7260",33454,2337
"7261",33463,1803
"7262",33472,2340
"7263",33476,2338
"7264",33480,1787
"7265",33482,2349
"7266",33492,2330
"7267",33496,2329
"7268",33499,2436
"7269",33502,2438
"7270",33506,2446
"7271",33507,2446
"7272",33513,2437
"7273",33521,2436
"7274",33521,2456
"7275",33525,2439
"7276",33527,2431
"7277",33529,2429
"7278",33529,2439
"7279",33533,2440
"7280",33535,2429
"7281",33539,2438
"7282",33540,2434
"7283",33544,2436
"7284",33545,2434
"7285",33547,2435
"7286",33551,2432
"7287",33582,2430
"7288",33589,2428
"7289",33603,2441
"7290",33609,2437
"7291",33610,2438
"7292",33630,2441
"7293",33635,2429
"7294",33635,2440
"7295",33638,2439
"7296",33646,2453
"7297",33646,2454
"7298",33646,2455
"7299",33647,2446
"7300",33647,2453
"7301",33650,2445
"7302",33652,2445
"7303",33654,2442
"7304",33655,2442
"7305",33657,2440
"7306",33657,2443
"7307",33659,2443
"7308",33660,2442
"7309",33667,2409
"7310",33669,2445
"7311",33672,2444
"7312",33674,2332
"7313",33675,2353
"7314",33678,2354
"7315",33678,2355
"7316",33679,2335
"7317",33679,2355
"7318",33684,2377
"7319",33684,2379
"7320",33685,2380
"7321",33686,2403
"7322",33688,2350
"7323",33689,2353
"7324",33692,2388
"7325",33695,2351
"7326",33695,2352
"7327",33697,2387
"7328",33698,2352
"7329",33698,2354
"7330",33699,2336
"7331",33699,2337
"7332",33702,2335
"7333",33702,2336
"7334",33708,2332
"7335",33710,2331
"7336",33715,2408
