shape_id,A,B,LINK_ID
2650002,driveNode139036,driveNode139033,driveLink88730
2650002,driveNode139033,driveNode139031,driveLink88719
2650002,driveNode139031,driveNode169605,driveLink88700
2650002,driveNode169605,driveNode147378,driveLink27185
2650002,driveNode147378,driveNode147379,driveLink414691
2650002,driveNode147379,driveNode90224,driveLink414694
2650002,driveNode90224,driveNode90228,driveLink177546
2650002,driveNode90228,driveNode90227,driveLink177647
2650002,driveNode90227,driveNode83454,driveLink177640
2650002,driveNode83454,driveNode80445,driveLink115912
2650002,driveNode80445,driveNode169609,driveLink82145
2650002,driveNode169609,driveNode137614,driveLink3725
2650002,driveNode137614,driveNode80347,driveLink182670
2650002,driveNode80347,driveNode80348,driveLink80106
2650002,driveNode80348,driveNode80593,driveLink80110
2650002,driveNode80593,driveNode90125,driveLink85638
2650002,driveNode90125,driveNode80372,driveLink176449
2650002,driveNode80372,driveNode80707,driveLink80604
2650002,driveNode80707,driveNode80301,driveLink87778
2650002,driveNode80301,driveNode80302,driveLink79087
2650002,driveNode80302,driveNode80315,driveLink79136
2650002,driveNode80315,driveNode80314,driveLink79217
2650002,driveNode80314,driveNode80395,driveLink79216
2650002,driveNode80395,driveNode80397,driveLink81052
2650002,driveNode80397,driveNode80619,driveLink81059
2650002,driveNode80619,driveNode80622,driveLink86043
2650002,driveNode80622,driveNode80443,driveLink86080
2650002,driveNode80443,driveNode80442,driveLink82140
2650002,driveNode80442,driveNode84676,driveLink82098
2650002,driveNode84676,driveNode155018,driveLink127101
2650002,driveNode155018,driveNode80414,driveLink325187
2650002,driveNode80414,driveNode84677,driveLink81421
2650002,driveNode84677,driveNode143912,driveLink127128
2650002,driveNode143912,driveNode143905,driveLink37137
2650002,driveNode143905,driveNode80599,driveLink10780
2650002,driveNode80599,driveNode91188,driveLink85780
2650002,driveNode91188,driveNode91091,driveLink190238
2650002,driveNode91091,driveNode88524,driveLink188207
2650002,driveNode88524,driveNode90927,driveLink163873
2650002,driveNode90927,driveNode88596,driveLink184991
2650002,driveNode88596,driveNode80796,driveLink164354
2650002,driveNode80796,driveNode86825,driveLink88629
2650002,driveNode86825,driveNode81680,driveLink148742
2650002,driveNode81680,driveNode89332,driveLink95709
2650002,driveNode89332,driveNode82570,driveLink169896
2650002,driveNode82570,driveNode148266,driveLink105614
2650002,driveNode148266,driveNode82566,driveLink167248
2650002,driveNode82566,driveNode82567,driveLink105594
2650002,driveNode82567,driveNode135482,driveLink105599
2650002,driveNode135482,driveNode82568,driveLink9622
2650002,driveNode82568,driveNode136222,driveLink105606
2650002,driveNode136222,driveNode136221,driveLink247109
2650002,driveNode136221,driveNode82569,driveLink247104
2650002,driveNode82569,driveNode80518,driveLink105607
2650002,driveNode80518,driveNode142574,driveLink83861
2650002,driveNode142574,driveNode153779,driveLink36678
2620004,driveNode147196,driveNode33843,driveLink375530
2620004,driveNode33843,driveNode33842,driveLink7864
2620004,driveNode33842,driveNode156424,driveLink7863
2620004,driveNode156424,driveNode39964,driveLink196846
2620004,driveNode39964,driveNode39963,driveLink104716
2620004,driveNode39963,driveNode39752,driveLink104712
2620004,driveNode39752,driveNode39962,driveLink102828
2620004,driveNode39962,driveNode39222,driveLink104710
2620004,driveNode39222,driveNode39961,driveLink96399
2620004,driveNode39961,driveNode39960,driveLink104708
2620004,driveNode39960,driveNode39779,driveLink104704
2620004,driveNode39779,driveNode39959,driveLink103017
2620004,driveNode39959,driveNode39958,driveLink104701
2620004,driveNode39958,driveNode39957,driveLink104699
2620004,driveNode39957,driveNode38294,driveLink104697
2620004,driveNode38294,driveNode39956,driveLink84331
2620004,driveNode39956,driveNode39955,driveLink104694
2620004,driveNode39955,driveNode39954,driveLink104691
2620004,driveNode39954,driveNode37844,driveLink104689
2620004,driveNode37844,driveNode39953,driveLink80623
2620004,driveNode39953,driveNode37966,driveLink104684
2620004,driveNode37966,driveNode37650,driveLink81479
2620004,driveNode37650,driveNode39952,driveLink78684
2620004,driveNode39952,driveNode39951,driveLink104681
2620004,driveNode39951,driveNode169613,driveLink104679
2620004,driveNode169613,driveNode34345,driveLink3731
2620004,driveNode34345,driveNode36558,driveLink13683
2620004,driveNode36558,driveNode37232,driveLink60917
2620004,driveNode37232,driveNode37233,driveLink75351
2620004,driveNode37233,driveNode37234,driveLink75353
2620004,driveNode37234,driveNode46459,driveLink75358
2620004,driveNode46459,driveNode37705,driveLink195008
2620004,driveNode37705,driveNode38322,driveLink79289
2620004,driveNode38322,driveNode42128,driveLink84706
2620004,driveNode42128,driveNode38052,driveLink131149
2620004,driveNode38052,driveNode43581,driveLink82034
2620004,driveNode43581,driveNode39249,driveLink151492
2620004,driveNode39249,driveNode43580,driveLink96640
2620004,driveNode43580,driveNode34599,driveLink151487
2620004,driveNode34599,driveNode133703,driveLink15650
2620004,driveNode133703,driveNode133702,driveLink71830
2620004,driveNode133702,driveNode90418,driveLink71828
2620004,driveNode90418,driveNode46579,driveLink179283
2620004,driveNode46579,driveNode37424,driveLink198573
2620004,driveNode37424,driveNode87867,driveLink76582
2620004,driveNode87867,driveNode83551,driveLink158333
2620004,driveNode83551,driveNode90405,driveLink116856
2620004,driveNode90405,driveNode88706,driveLink179181
2620004,driveNode88706,driveNode81889,driveLink164941
2620004,driveNode81889,driveNode87622,driveLink97373
2620004,driveNode87622,driveNode90406,driveLink156212
2620004,driveNode90406,driveNode89887,driveLink179188
2620004,driveNode89887,driveNode87079,driveLink174403
2620004,driveNode87079,driveNode87078,driveLink150638
2620004,driveNode87078,driveNode87077,driveLink150632
2620004,driveNode87077,driveNode87076,driveLink150630
2620004,driveNode87076,driveNode87075,driveLink150627
2620004,driveNode87075,driveNode87074,driveLink150616
2620004,driveNode87074,driveNode157120,driveLink150612
2620004,driveNode157120,driveNode84907,driveLink75170
2620004,driveNode84907,driveNode87073,driveLink130065
2620004,driveNode87073,driveNode85299,driveLink150609
2620004,driveNode85299,driveNode87072,driveLink133166
2620004,driveNode87072,driveNode87071,driveLink150601
2620004,driveNode87071,driveNode85863,driveLink150605
2620004,driveNode85863,driveNode87070,driveLink139393
2620004,driveNode87070,driveNode82546,driveLink150594
2620004,driveNode82546,driveNode86286,driveLink105275
2620004,driveNode86286,driveNode86179,driveLink143393
2620004,driveNode86179,driveNode86219,driveLink142376
2620004,driveNode86219,driveNode167361,driveLink142864
2620004,driveNode167361,driveNode85738,driveLink349173
2620004,driveNode85738,driveNode87069,driveLink138029
2620004,driveNode87069,driveNode87068,driveLink150566
2620004,driveNode87068,driveNode147516,driveLink150560
2620004,driveNode147516,driveNode159362,driveLink30070
2620004,driveNode159362,driveNode147515,driveLink13619
2620004,driveNode147515,driveNode87067,driveLink30068
2620004,driveNode87067,driveNode140216,driveLink150554
2620004,driveNode140216,driveNode87066,driveLink308296
2620004,driveNode87066,driveNode87065,driveLink150551
2620004,driveNode87065,driveNode140587,driveLink150550
2620004,driveNode140587,driveNode147511,driveLink291988
2620004,driveNode147511,driveNode147509,driveLink30032
2620004,driveNode147509,driveNode84084,driveLink30021
2620004,driveNode84084,driveNode87064,driveLink121609
2620004,driveNode87064,driveNode87063,driveLink150548
2620004,driveNode87063,driveNode84997,driveLink150543
2620004,driveNode84997,driveNode87062,driveLink130810
2620004,driveNode87062,driveNode87061,driveLink150539
2620004,driveNode87061,driveNode87060,driveLink150532
2620004,driveNode87060,driveNode81480,driveLink150529
2620004,driveNode81480,driveNode87059,driveLink94022
2620004,driveNode87059,driveNode81853,driveLink150524
2620004,driveNode81853,driveNode162488,driveLink97146
2620004,driveNode162488,driveNode81853,driveLink287534
2620004,driveNode81853,driveNode81852,driveLink97147
2620004,driveNode81852,driveNode81851,driveLink97135
2620004,driveNode81851,driveNode81850,driveLink97116
2620004,driveNode81850,driveNode152742,driveLink97098
2620004,driveNode152742,driveNode87472,driveLink362646
2620004,driveNode87472,driveNode152739,driveLink154171
2620004,driveNode152739,driveNode91577,driveLink362634
2620004,driveNode91577,driveNode84711,driveLink197383
2620004,driveNode84711,driveNode86619,driveLink128200
2620004,driveNode86619,driveNode82359,driveLink147319
2620004,driveNode82359,driveNode153741,driveLink101478
2620004,driveNode153741,driveNode153739,driveLink217036
2620004,driveNode153739,driveNode87905,driveLink216881
2620004,driveNode87905,driveNode147508,driveLink158759
2620004,driveNode147508,driveNode145049,driveLink30012
2620004,driveNode145049,driveNode145050,driveLink238192
2620004,driveNode145050,driveNode145049,driveLink238195
2620004,driveNode145049,driveNode147508,driveLink238193
2620004,driveNode147508,driveNode87905,driveLink30010
2620004,driveNode87905,driveNode153739,driveLink158760
2620004,driveNode153739,driveNode82359,driveLink216882
2620004,driveNode82359,driveNode153741,driveLink101478
2620004,driveNode153741,driveNode80469,driveLink217035
2620004,driveNode80469,driveNode80424,driveLink82809
2620004,driveNode80424,driveNode153737,driveLink81691
2620004,driveNode153737,driveNode91576,driveLink216822
2620004,driveNode91576,driveNode89858,driveLink197381
2620004,driveNode89858,driveNode90959,driveLink174011
2620004,driveNode90959,driveNode91575,driveLink185303
2620004,driveNode91575,driveNode159359,driveLink197377
2620004,driveNode159359,driveNode81240,driveLink13604
2620004,driveNode81240,driveNode90025,driveLink92097
2620004,driveNode90025,driveNode90022,driveLink175553
2620004,driveNode90022,driveNode89882,driveLink175541
2620004,driveNode89882,driveNode91574,driveLink174373
2620004,driveNode91574,driveNode80990,driveLink197374
2620004,driveNode80990,driveNode89745,driveLink90231
2620004,driveNode89745,driveNode91158,driveLink173258
2620004,driveNode91158,driveNode89687,driveLink189679
2620004,driveNode89687,driveNode84883,driveLink172743
2620004,driveNode84883,driveNode91573,driveLink129825
2620004,driveNode91573,driveNode91220,driveLink197371
2620004,driveNode91220,driveNode91572,driveLink191018
2620004,driveNode91572,driveNode146953,driveLink197368
2620004,driveNode146953,driveNode146949,driveLink342910
2620004,driveNode146949,driveNode146946,driveLink342890
2620004,driveNode146946,driveNode146947,driveLink342881
2620004,driveNode146947,driveNode146948,driveLink342882
2620004,driveNode146948,driveNode147400,driveLink342888
2620004,driveNode147400,driveNode146951,driveLink169512
2620004,driveNode146951,driveNode146952,driveLink342895
2620004,driveNode146952,driveNode151483,driveLink342901
2620004,driveNode151483,driveNode146950,driveLink306733
2620004,driveNode146950,driveNode146954,driveLink342894
2620004,driveNode146954,driveNode89892,driveLink342913
2620004,driveNode89892,driveNode83427,driveLink174425
2620004,driveNode83427,driveNode90469,driveLink115746
2620004,driveNode90469,driveNode91571,driveLink179622
2620004,driveNode91571,driveNode91312,driveLink197365
2620004,driveNode91312,driveNode90504,driveLink192610
2620004,driveNode90504,driveNode82851,driveLink179848
2620004,driveNode82851,driveNode91570,driveLink107854
2620004,driveNode91570,driveNode81501,driveLink197357
2620004,driveNode81501,driveNode81500,driveLink94156
2620004,driveNode81500,driveNode81499,driveLink94151
2620004,driveNode81499,driveNode81090,driveLink94147
2620004,driveNode81090,driveNode81089,driveLink90836
2620004,driveNode81089,driveNode90529,driveLink90833
2620004,driveNode90529,driveNode89634,driveLink180154
2620004,driveNode89634,driveNode82488,driveLink172355
2620004,driveNode82488,driveNode91109,driveLink102472
2620004,driveNode91109,driveNode88545,driveLink188431
2620004,driveNode88545,driveNode80135,driveLink164026
2620004,driveNode80135,driveNode83505,driveLink76883
2620004,driveNode83505,driveNode81075,driveLink116391
2620004,driveNode81075,driveNode83079,driveLink90757
2620004,driveNode83079,driveNode82576,driveLink110405
2620004,driveNode82576,driveNode141611,driveLink105748
2620004,driveNode141611,driveNode141614,driveLink362610
2620004,driveNode141614,driveNode145456,driveLink362629
2620004,driveNode145456,driveNode141616,driveLink336160
2620004,driveNode141616,driveNode141618,driveLink362668
2620004,driveNode141618,driveNode80442,driveLink362676
2620004,driveNode80442,driveNode84676,driveLink82098
2620004,driveNode84676,driveNode155018,driveLink127101
2620004,driveNode155018,driveNode80414,driveLink325187
2620004,driveNode80414,driveNode145369,driveLink81422
2620004,driveNode145369,driveNode145367,driveLink393524
2620004,driveNode145367,driveNode145379,driveLink393497
2620004,driveNode145379,driveNode145368,driveLink393573
2620004,driveNode145368,driveNode145377,driveLink393521
2620004,driveNode145377,driveNode86828,driveLink393566
2620004,driveNode86828,driveNode141985,driveLink148763
2620004,driveNode141985,driveNode141518,driveLink70928
2620004,driveNode141518,driveNode141519,driveLink333187
2620004,driveNode141519,driveNode141517,driveLink333194
2620004,driveNode141517,driveNode143212,driveLink333179
2620004,driveNode143212,driveNode141515,driveLink160843
2620004,driveNode141515,driveNode141513,driveLink333174
2620004,driveNode141513,driveNode84386,driveLink333171
2620004,driveNode84386,driveNode80492,driveLink124172
2620004,driveNode80492,driveNode141534,driveLink83390
2620004,driveNode141534,driveNode141532,driveLink47892
2620004,driveNode141532,driveNode85040,driveLink47889
2620004,driveNode85040,driveNode88309,driveLink131058
2620004,driveNode88309,driveNode88500,driveLink162066
2620004,driveNode88500,driveNode89332,driveLink163595
2620004,driveNode89332,driveNode89331,driveLink169897
2620004,driveNode89331,driveNode89330,driveLink169891
2620004,driveNode89330,driveNode136196,driveLink169889
2620004,driveNode136196,driveNode136201,driveLink223942
2620004,driveNode136201,driveNode136200,driveLink223977
2620004,driveNode136200,driveNode153494,driveLink223972
2620004,driveNode153494,driveNode136198,driveLink36373
2620004,driveNode136198,driveNode136203,driveLink223962
2620004,driveNode136203,driveNode153482,driveLink223995
2620004,driveNode153482,driveNode80793,driveLink193884
2620004,driveNode80793,driveNode82688,driveLink88622
2620004,driveNode82688,driveNode82690,driveLink106434
2620004,driveNode82690,driveNode82689,driveLink106441
3750001,driveNode145716,driveNode142341,driveLink60473
3750001,driveNode142341,driveNode142334,driveLink44307
3750001,driveNode142334,driveNode142344,driveLink44226
3750001,driveNode142344,driveNode109953,driveLink44376
3750001,driveNode109953,driveNode142333,driveLink212102
3750001,driveNode142333,driveNode134551,driveLink44221
3750001,driveNode134551,driveNode105484,driveLink171861
3750001,driveNode105484,driveNode80288,driveLink120628
3750001,driveNode80288,driveNode80316,driveLink78857
3750001,driveNode80316,driveNode80417,driveLink79251
3750001,driveNode80417,driveNode80671,driveLink81501
3750001,driveNode80671,driveNode137982,driveLink86927
3750001,driveNode137982,driveNode80592,driveLink124746
3750001,driveNode80592,driveNode83379,driveLink85601
3750001,driveNode83379,driveNode83378,driveLink114832
3750001,driveNode83378,driveNode139094,driveLink114822
3750001,driveNode139094,driveNode80516,driveLink2357
3750001,driveNode80516,driveNode83377,driveLink83783
3750001,driveNode83377,driveNode83376,driveLink114749
3750001,driveNode83376,driveNode83375,driveLink114739
3750001,driveNode83375,driveNode143916,driveLink114704
3750001,driveNode143916,driveNode143913,driveLink38007
3750001,driveNode143913,driveNode143908,driveLink37184
3750001,driveNode143908,driveNode143868,driveLink17512
3750001,driveNode143868,driveNode143867,driveLink185097
3750001,driveNode143867,driveNode143840,driveLink184745
3750001,driveNode143840,driveNode143841,driveLink2260
3750001,driveNode143841,driveNode143775,driveLink2262
3750001,driveNode143775,driveNode143781,driveLink211539
3750001,driveNode143781,driveNode143783,driveLink212362
3750001,driveNode143783,driveNode80312,driveLink212471
3750001,driveNode80312,driveNode80496,driveLink79199
3750001,driveNode80496,driveNode80399,driveLink83470
3750001,driveNode80399,driveNode80486,driveLink81076
3750001,driveNode80486,driveNode143432,driveLink83332
3750001,driveNode143432,driveNode143429,driveLink178320
3750001,driveNode143429,driveNode143214,driveLink178154
3750001,driveNode143214,driveNode140949,driveLink106838
3750001,driveNode140949,driveNode143215,driveLink270689
3750001,driveNode143215,driveNode139433,driveLink106896
3750001,driveNode139433,driveNode139423,driveLink14424
3750001,driveNode139423,driveNode139427,driveLink320655
3750001,driveNode139427,driveNode133158,driveLink9924
3750001,driveNode133158,driveNode13023,driveLink176283
3750001,driveNode13023,driveNode139424,driveLink343124
3750001,driveNode139424,driveNode139426,driveLink324007
3750001,driveNode139426,driveNode139425,driveLink324090
3750001,driveNode139425,driveNode139422,driveLink324035
3750001,driveNode139422,driveNode140946,driveLink320622
3750001,driveNode140946,driveNode140947,driveLink267969
3750001,driveNode140947,driveNode80581,driveLink270665
3750001,driveNode80581,driveNode90940,driveLink85425
3750001,driveNode90940,driveNode80462,driveLink185120
3750001,driveNode80462,driveNode90941,driveLink82744
3750001,driveNode90941,driveNode80461,driveLink185121
3750001,driveNode80461,driveNode139433,driveLink82681
3750001,driveNode139433,driveNode139423,driveLink14424
3750001,driveNode139423,driveNode139419,driveLink320654
3750001,driveNode139419,driveNode139420,driveLink311479
3750001,driveNode139420,driveNode139332,driveLink311717
3750001,driveNode139332,driveNode139333,driveLink3297
3750001,driveNode139333,driveNode139306,driveLink3305
3750001,driveNode139306,driveNode145991,driveLink276680
3750001,driveNode145991,driveNode11910,driveLink330413
3750001,driveNode11910,driveNode11775,driveLink312927
3750001,driveNode11775,driveNode11867,driveLink312050
3750001,driveNode11867,driveNode4336,driveLink312664
3750001,driveNode4336,driveNode20257,driveLink215178
3750001,driveNode20257,driveNode20239,driveLink186795
3750001,driveNode20239,driveNode16638,driveLink186618
3750001,driveNode16638,driveNode11564,driveLink21673
3750001,driveNode11564,driveNode4649,driveLink310329
3750001,driveNode4649,driveNode4667,driveLink219159
3750001,driveNode4667,driveNode17034,driveLink219260
3750001,driveNode17034,driveNode4946,driveLink23573
3750001,driveNode4946,driveNode4940,driveLink224664
3750001,driveNode4940,driveNode21315,driveLink224639
2750007,driveNode167622,driveNode167621,driveLink18838
2750007,driveNode167621,driveNode145979,driveLink18832
2750007,driveNode145979,driveNode146347,driveLink4206
2750007,driveNode146347,driveNode146342,driveLink9720
2750007,driveNode146342,driveNode145968,driveLink9554
2750007,driveNode145968,driveNode80711,driveLink4177
2750007,driveNode80711,driveNode80353,driveLink87881
2750007,driveNode80353,driveNode80355,driveLink80204
2750007,driveNode80355,driveNode80604,driveLink80214
2750007,driveNode80604,driveNode142793,driveLink85894
2750007,driveNode142793,driveNode142806,driveLink246971
2750007,driveNode142806,driveNode146711,driveLink247219
2750007,driveNode146711,driveNode140468,driveLink322246
2750007,driveNode140468,driveNode140466,driveLink344444
2750007,driveNode140466,driveNode140461,driveLink344423
2750007,driveNode140461,driveNode142852,driveLink344320
2750007,driveNode142852,driveNode142851,driveLink41256
2750007,driveNode142851,driveNode80502,driveLink41243
2750007,driveNode80502,driveNode80504,driveLink83528
2750007,driveNode80504,driveNode80299,driveLink83540
2750007,driveNode80299,driveNode80302,driveLink79045
2750007,driveNode80302,driveNode80315,driveLink79136
2750007,driveNode80315,driveNode80314,driveLink79217
2750007,driveNode80314,driveNode80395,driveLink79216
2750007,driveNode80395,driveNode80397,driveLink81052
2750007,driveNode80397,driveNode80619,driveLink81059
2750007,driveNode80619,driveNode80622,driveLink86043
2750007,driveNode80622,driveNode80443,driveLink86080
2750007,driveNode80443,driveNode80442,driveLink82140
2750007,driveNode80442,driveNode84676,driveLink82098
2750007,driveNode84676,driveNode155018,driveLink127101
2750007,driveNode155018,driveNode80414,driveLink325187
2750007,driveNode80414,driveNode84677,driveLink81421
2750007,driveNode84677,driveNode143912,driveLink127128
2750007,driveNode143912,driveNode143905,driveLink37137
2750007,driveNode143905,driveNode80599,driveLink10780
2750007,driveNode80599,driveNode91188,driveLink85780
2750007,driveNode91188,driveNode91091,driveLink190238
2750007,driveNode91091,driveNode88524,driveLink188207
2750007,driveNode88524,driveNode90927,driveLink163873
2750007,driveNode90927,driveNode88596,driveLink184991
2750007,driveNode88596,driveNode80796,driveLink164354
2750007,driveNode80796,driveNode86825,driveLink88629
2750007,driveNode86825,driveNode81680,driveLink148742
2750007,driveNode81680,driveNode89332,driveLink95709
2750007,driveNode89332,driveNode82570,driveLink169896
2750007,driveNode82570,driveNode148266,driveLink105614
2750007,driveNode148266,driveNode82566,driveLink167248
2750007,driveNode82566,driveNode82567,driveLink105594
2750007,driveNode82567,driveNode135482,driveLink105599
2750007,driveNode135482,driveNode82568,driveLink9622
2750007,driveNode82568,driveNode136222,driveLink105606
2750007,driveNode136222,driveNode136221,driveLink247109
2750007,driveNode136221,driveNode82569,driveLink247104
2750007,driveNode82569,driveNode80518,driveLink105607
2750007,driveNode80518,driveNode142574,driveLink83861
2750007,driveNode142574,driveNode153779,driveLink36678
750002,driveNode61577,driveNode59399,driveLink60860
750002,driveNode59399,driveNode61578,driveLink44904
750002,driveNode61578,driveNode61579,driveLink60864
750002,driveNode61579,driveNode61239,driveLink60868
750002,driveNode61239,driveNode61580,driveLink58999
750002,driveNode61580,driveNode58228,driveLink60872
750002,driveNode58228,driveNode58229,driveLink34042
750002,driveNode58229,driveNode58230,driveLink34046
750002,driveNode58230,driveNode169598,driveLink34050
750002,driveNode169598,driveNode58230,driveLink416445
750002,driveNode58230,driveNode58229,driveLink34049
750002,driveNode58229,driveNode58228,driveLink34047
750002,driveNode58228,driveNode65670,driveLink34045
750002,driveNode65670,driveNode62473,driveLink101809
750002,driveNode62473,driveNode64787,driveLink65849
750002,driveNode64787,driveNode64786,driveLink86273
750002,driveNode64786,driveNode64785,driveLink86266
750002,driveNode64785,driveNode57647,driveLink86257
750002,driveNode57647,driveNode60513,driveLink30781
750002,driveNode60513,driveNode58763,driveLink53752
750002,driveNode58763,driveNode59030,driveLink38370
750002,driveNode59030,driveNode64591,driveLink40070
750002,driveNode64591,driveNode58607,driveLink84327
750002,driveNode58607,driveNode58605,driveLink35746
750002,driveNode58605,driveNode64590,driveLink35741
750002,driveNode64590,driveNode65978,driveLink84320
750002,driveNode65978,driveNode65979,driveLink107716
750002,driveNode65979,driveNode65984,driveLink107720
750002,driveNode65984,driveNode63678,driveLink107870
750002,driveNode63678,driveNode61673,driveLink73168
750002,driveNode61673,driveNode66619,driveLink61287
750002,driveNode66619,driveNode66618,driveLink118518
750002,driveNode66618,driveNode59290,driveLink118508
750002,driveNode59290,driveNode66617,driveLink44079
750002,driveNode66617,driveNode66616,driveLink118507
750002,driveNode66616,driveNode66456,driveLink118500
750002,driveNode66456,driveNode64592,driveLink116148
750002,driveNode64592,driveNode64594,driveLink84344
750002,driveNode64594,driveNode66455,driveLink84356
750002,driveNode66455,driveNode66042,driveLink116144
750002,driveNode66042,driveNode64571,driveLink109002
750002,driveNode64571,driveNode56134,driveLink84151
750002,driveNode56134,driveNode56133,driveLink17744
750002,driveNode56133,driveNode56132,driveLink17737
750002,driveNode56132,driveNode56131,driveLink17732
750002,driveNode56131,driveNode56130,driveLink17726
750002,driveNode56130,driveNode81117,driveLink17723
750002,driveNode81117,driveNode81116,driveLink90973
750002,driveNode81116,driveNode81115,driveLink90967
750002,driveNode81115,driveNode81114,driveLink90963
750002,driveNode81114,driveNode80215,driveLink90955
750002,driveNode80215,driveNode81113,driveLink77519
750002,driveNode81113,driveNode81112,driveLink90942
750002,driveNode81112,driveNode149298,driveLink90940
750002,driveNode149298,driveNode81111,driveLink20174
750002,driveNode81111,driveNode81110,driveLink90931
750002,driveNode81110,driveNode81109,driveLink90929
750002,driveNode81109,driveNode149307,driveLink90923
750002,driveNode149307,driveNode149308,driveLink20217
750002,driveNode149308,driveNode149313,driveLink20221
750002,driveNode149313,driveNode149317,driveLink20238
750002,driveNode149317,driveNode149318,driveLink20261
750002,driveNode149318,driveNode88149,driveLink20268
750002,driveNode88149,driveNode88148,driveLink160587
750002,driveNode88148,driveNode88149,driveLink160582
750002,driveNode88149,driveNode149320,driveLink160588
750002,driveNode149320,driveNode88389,driveLink20277
750002,driveNode88389,driveNode86332,driveLink162714
750002,driveNode86332,driveNode149321,driveLink144597
750002,driveNode149321,driveNode86332,driveLink20280
750002,driveNode86332,driveNode140665,driveLink144598
750002,driveNode140665,driveNode90896,driveLink4222
750002,driveNode90896,driveNode88389,driveLink184693
750002,driveNode88389,driveNode149320,driveLink162715
750002,driveNode149320,driveNode88149,driveLink20279
750002,driveNode88149,driveNode88148,driveLink160587
750002,driveNode88148,driveNode140679,driveLink160584
750002,driveNode140679,driveNode140680,driveLink180723
750002,driveNode140680,driveNode85723,driveLink180731
750002,driveNode85723,driveNode147075,driveLink137920
750002,driveNode147075,driveNode147074,driveLink286981
750002,driveNode147074,driveNode136194,driveLink286961
750002,driveNode136194,driveNode136197,driveLink223919
750002,driveNode136197,driveNode82668,driveLink223949
750002,driveNode82668,driveNode82440,driveLink106339
750002,driveNode82440,driveNode82570,driveLink101927
750002,driveNode82570,driveNode136229,driveLink105615
750002,driveNode136229,driveNode136228,driveLink247175
750002,driveNode136228,driveNode88092,driveLink247165
750002,driveNode88092,driveNode84148,driveLink160160
750009,driveNode84148,driveNode141532,driveLink122110
750009,driveNode141532,driveNode85040,driveLink47889
750009,driveNode85040,driveNode88309,driveLink131058
750009,driveNode88309,driveNode88500,driveLink162066
750009,driveNode88500,driveNode89332,driveLink163595
750009,driveNode89332,driveNode89331,driveLink169897
750009,driveNode89331,driveNode89330,driveLink169891
750009,driveNode89330,driveNode136196,driveLink169889
750009,driveNode136196,driveNode158467,driveLink223943
750009,driveNode158467,driveNode136197,driveLink167077
750009,driveNode136197,driveNode136194,driveLink223948
750009,driveNode136194,driveNode147074,driveLink223920
750009,driveNode147074,driveNode147075,driveLink286960
750009,driveNode147075,driveNode85723,driveLink286982
750009,driveNode85723,driveNode140680,driveLink137919
750009,driveNode140680,driveNode140679,driveLink180729
750009,driveNode140679,driveNode88148,driveLink180724
750009,driveNode88148,driveNode88149,driveLink160582
750009,driveNode88149,driveNode149320,driveLink160588
750009,driveNode149320,driveNode88389,driveLink20277
750009,driveNode88389,driveNode86332,driveLink162714
750009,driveNode86332,driveNode140665,driveLink144598
750009,driveNode140665,driveNode86332,driveLink4224
750009,driveNode86332,driveNode149321,driveLink144597
750009,driveNode149321,driveNode86332,driveLink20280
750009,driveNode86332,driveNode88389,driveLink144599
750009,driveNode88389,driveNode149320,driveLink162715
750009,driveNode149320,driveNode168458,driveLink20276
750009,driveNode168458,driveNode149318,driveLink152750
750009,driveNode149318,driveNode149317,driveLink20267
750009,driveNode149317,driveNode149313,driveLink20262
750009,driveNode149313,driveNode149308,driveLink20237
750009,driveNode149308,driveNode149307,driveLink20220
750009,driveNode149307,driveNode81109,driveLink20216
750009,driveNode81109,driveNode81110,driveLink90921
750009,driveNode81110,driveNode81111,driveLink90926
750009,driveNode81111,driveNode149298,driveLink90930
750009,driveNode149298,driveNode81112,driveLink20175
750009,driveNode81112,driveNode81113,driveLink90937
750009,driveNode81113,driveNode80215,driveLink90941
750009,driveNode80215,driveNode81114,driveLink77520
750009,driveNode81114,driveNode81115,driveLink90954
750009,driveNode81115,driveNode81116,driveLink90961
750009,driveNode81116,driveNode81117,driveLink90966
750009,driveNode81117,driveNode56130,driveLink90972
750009,driveNode56130,driveNode56131,driveLink17722
750009,driveNode56131,driveNode56132,driveLink17729
750009,driveNode56132,driveNode56133,driveLink17730
750009,driveNode56133,driveNode56134,driveLink17739
750009,driveNode56134,driveNode64571,driveLink17743
750009,driveNode64571,driveNode66042,driveLink84154
750009,driveNode66042,driveNode66455,driveLink109001
750009,driveNode66455,driveNode64594,driveLink116143
750009,driveNode64594,driveNode64592,driveLink84354
750009,driveNode64592,driveNode66456,driveLink84346
750009,driveNode66456,driveNode66616,driveLink116146
750009,driveNode66616,driveNode66617,driveLink118503
750009,driveNode66617,driveNode59290,driveLink118506
750009,driveNode59290,driveNode66618,driveLink44077
750009,driveNode66618,driveNode66619,driveLink118511
750009,driveNode66619,driveNode61673,driveLink118517
750009,driveNode61673,driveNode63678,driveLink61286
750009,driveNode63678,driveNode65984,driveLink73167
750009,driveNode65984,driveNode65978,driveLink107869
750009,driveNode65978,driveNode64590,driveLink107715
750009,driveNode64590,driveNode58605,driveLink84322
750009,driveNode58605,driveNode58607,driveLink35739
750009,driveNode58607,driveNode64591,driveLink35745
750009,driveNode64591,driveNode59030,driveLink84329
