shape_id,A,B,LINK_ID
460002,driveNode85720,driveNode82100,driveLink137849
460002,driveNode82100,driveNode82101,driveLink99448
460002,driveNode82101,driveNode87589,driveLink99450
460002,driveNode87589,driveNode88760,driveLink155869
460002,driveNode88760,driveNode136080,driveLink165242
460002,driveNode136080,driveNode136079,driveLink275956
460002,driveNode136079,driveNode136080,driveLink275953
460002,driveNode136080,driveNode88760,driveLink275957
460002,driveNode88760,driveNode147775,driveLink165241
460002,driveNode147775,driveNode88760,driveLink57686
460002,driveNode88760,driveNode136080,driveLink165242
460002,driveNode136080,driveNode136079,driveLink275956
460002,driveNode136079,driveNode136095,driveLink275952
460002,driveNode136095,driveNode136077,driveLink276013
460002,driveNode136077,driveNode140166,driveLink275947
460002,driveNode140166,driveNode140163,driveLink91029
460002,driveNode140163,driveNode140164,driveLink91019
460002,driveNode140164,driveNode140162,driveLink91025
460002,driveNode140162,driveNode140159,driveLink91015
460002,driveNode140159,driveNode91162,driveLink90997
460002,driveNode91162,driveNode91408,driveLink189830
460002,driveNode91408,driveNode91409,driveLink194982
460002,driveNode91409,driveNode90620,driveLink194983
460002,driveNode90620,driveNode87765,driveLink181065
460002,driveNode87765,driveNode89254,driveLink157425
460002,driveNode89254,driveNode87201,driveLink169287
460002,driveNode87201,driveNode87200,driveLink151758
460002,driveNode87200,driveNode84900,driveLink151756
460002,driveNode84900,driveNode89263,driveLink129962
460002,driveNode89263,driveNode86836,driveLink169323
460002,driveNode86836,driveNode82044,driveLink148819
460002,driveNode82044,driveNode89262,driveLink98921
460002,driveNode89262,driveNode89261,driveLink169317
460002,driveNode89261,driveNode89260,driveLink169312
460002,driveNode89260,driveNode87828,driveLink169311
460002,driveNode87828,driveNode88296,driveLink157986
460002,driveNode88296,driveNode86352,driveLink162000
460002,driveNode86352,driveNode82505,driveLink144751
460002,driveNode82505,driveNode85860,driveLink102611
460002,driveNode85860,driveNode136059,driveLink139276
460002,driveNode136059,driveNode136060,driveLink275848
460002,driveNode136060,driveNode136081,driveLink275853
460002,driveNode136081,driveNode136082,driveLink275960
460002,driveNode136082,driveNode136063,driveLink275966
460002,driveNode136063,driveNode136083,driveLink275859
460002,driveNode136083,driveNode135459,driveLink275968
460002,driveNode135459,driveNode135451,driveLink2159
460002,driveNode135451,driveNode135452,driveLink2138
460002,driveNode135452,driveNode135453,driveLink2142
460002,driveNode135453,driveNode143721,driveLink2146
460002,driveNode143721,driveNode135454,driveLink160046
460002,driveNode135454,driveNode135455,driveLink2148
460002,driveNode135455,driveNode135456,driveLink2150
460002,driveNode135456,driveNode135467,driveLink2151
460002,driveNode135467,driveNode135466,driveLink2177
460002,driveNode135466,driveNode133448,driveLink2172
460002,driveNode133448,driveNode20463,driveLink401144
460002,driveNode20463,driveNode3314,driveLink188655
460002,driveNode3314,driveNode142548,driveLink207062
460002,driveNode142548,driveNode142544,driveLink380950
460002,driveNode142544,driveNode142563,driveLink380940
460002,driveNode142563,driveNode142561,driveLink380999
460002,driveNode142561,driveNode142556,driveLink380994
460002,driveNode142556,driveNode142552,driveLink380979
460002,driveNode142552,driveNode142549,driveLink380964
460002,driveNode142549,driveNode142560,driveLink380953
460002,driveNode142560,driveNode146866,driveLink380991
460002,driveNode146866,driveNode146861,driveLink46751
460002,driveNode146861,driveNode8705,driveLink46735
460002,driveNode8705,driveNode142549,driveLink285441
460002,driveNode142549,driveNode142560,driveLink380953
460002,driveNode142560,driveNode142555,driveLink380990
460002,driveNode142555,driveNode142553,driveLink380977
460002,driveNode142553,driveNode18990,driveLink380968
460002,driveNode18990,driveNode18534,driveLink133726
460002,driveNode18534,driveNode3549,driveLink125002
460002,driveNode3549,driveNode29204,driveLink208594
460002,driveNode29204,driveNode15045,driveLink379830
460002,driveNode15045,driveNode8307,driveLink404383
460002,driveNode8307,driveNode30674,driveLink282668
460002,driveNode30674,driveNode25723,driveLink396843
460002,driveNode25723,driveNode17732,driveLink266187
460002,driveNode17732,driveNode12925,driveLink110362
460002,driveNode12925,driveNode11980,driveLink342266
460002,driveNode11980,driveNode13278,driveLink313397
460002,driveNode13278,driveNode11234,driveLink344867
460002,driveNode11234,driveNode10787,driveLink305336
460002,driveNode10787,driveNode138826,driveLink302050
460002,driveNode138826,driveNode4086,driveLink127309
460002,driveNode4086,driveNode4084,driveLink212294
460002,driveNode4084,driveNode135474,driveLink212302
460002,driveNode135474,driveNode136039,driveLink353625
460002,driveNode136039,driveNode28212,driveLink184191
460002,driveNode28212,driveNode136038,driveLink365438
460002,driveNode136038,driveNode136037,driveLink184183
460002,driveNode136037,driveNode8992,driveLink184178
460002,driveNode8992,driveNode13697,driveLink288441
460002,driveNode13697,driveNode13952,driveLink363253
460002,driveNode13952,driveNode13963,driveLink369872
460002,driveNode13963,driveNode13501,driveLink369921
460002,driveNode13501,driveNode13522,driveLink346184
460002,driveNode13522,driveNode20121,driveLink346340
460002,driveNode20121,driveNode136040,driveLink185781
460002,driveNode136040,driveNode26538,driveLink184352
460002,driveNode26538,driveNode144260,driveLink274798
460002,driveNode144260,driveNode166008,driveLink290137
460002,driveNode166008,driveNode144669,driveLink381846
460002,driveNode144669,driveNode28184,driveLink223568
460002,driveNode28184,driveNode25391,driveLink365096
460002,driveNode25391,driveNode25333,driveLink260467
460002,driveNode25333,driveNode14190,driveLink259395
460002,driveNode14190,driveNode14157,driveLink380269
460002,driveNode14157,driveNode21420,driveLink372553
460002,driveNode21420,driveNode28991,driveLink237184
460002,driveNode28991,driveNode10446,driveLink376670
460002,driveNode10446,driveNode10739,driveLink299260
460002,driveNode10739,driveNode30047,driveLink301584
460002,driveNode30047,driveNode30123,driveLink388926
460002,driveNode30123,driveNode13568,driveLink389643
460002,driveNode13568,driveNode7840,driveLink346651
460002,driveNode7840,driveNode7776,driveLink264130
460002,driveNode7776,driveNode7797,driveLink261024
460002,driveNode7797,driveNode23679,driveLink261210
460002,driveNode23679,driveNode26325,driveLink41062
460002,driveNode26325,driveNode19423,driveLink273197
460002,driveNode19423,driveNode19490,driveLink137661
460002,driveNode19490,driveNode17483,driveLink138247
460002,driveNode17483,driveNode17484,driveLink107382
460002,driveNode17484,driveNode11784,driveLink107386
460002,driveNode11784,driveNode5395,driveLink312121
460002,driveNode5395,driveNode5409,driveLink228717
460002,driveNode5409,driveNode31141,driveLink228785
460002,driveNode31141,driveNode31714,driveLink400332
460002,driveNode31714,driveNode23757,driveLink4797
460002,driveNode23757,driveNode22785,driveLink42029
460002,driveNode22785,driveNode23717,driveLink30841
460002,driveNode23717,driveNode22147,driveLink41290
460002,driveNode22147,driveNode9556,driveLink350076
460002,driveNode9556,driveNode9585,driveLink291724
460002,driveNode9585,driveNode9555,driveLink292055
460002,driveNode9555,driveNode30628,driveLink291721
460002,driveNode30628,driveNode11120,driveLink396523
460002,driveNode11120,driveNode23620,driveLink304522
460002,driveNode23620,driveNode16484,driveLink40722
460002,driveNode16484,driveNode4560,driveLink419840
460002,driveNode4560,driveNode15080,driveLink218014
460002,driveNode15080,driveNode3957,driveLink404610
460002,driveNode3957,driveNode4005,driveLink211506
460002,driveNode4005,driveNode3902,driveLink211835
460002,driveNode3902,driveNode29842,driveLink210910
460002,driveNode29842,driveNode30599,driveLink386833
460002,driveNode30599,driveNode29665,driveLink396340
460002,driveNode29665,driveNode31272,driveLink385278
460002,driveNode31272,driveNode22266,driveLink402390
460002,driveNode22266,driveNode23648,driveLink25155
460002,driveNode23648,driveNode22104,driveLink40860
460002,driveNode22104,driveNode12904,driveLink349812
460002,driveNode12904,driveNode13162,driveLink342160
460002,driveNode13162,driveNode13092,driveLink344100
460002,driveNode13092,driveNode11135,driveLink343747
460002,driveNode11135,driveNode10990,driveLink304613
460002,driveNode10990,driveNode4015,driveLink303358
460002,driveNode4015,driveNode4014,driveLink211905
460002,driveNode4014,driveNode33644,driveLink211901
460002,driveNode33644,driveNode31472,driveLink17550
460002,driveNode31472,driveNode32012,driveLink404970
460002,driveNode32012,driveNode30141,driveLink6141
460002,driveNode30141,driveNode17248,driveLink389828
460002,driveNode17248,driveNode12396,driveLink29520
460002,driveNode12396,driveNode12042,driveLink319819
460002,driveNode12042,driveNode12165,driveLink313889
460002,driveNode12165,driveNode12018,driveLink315201
460002,driveNode12018,driveNode11925,driveLink313653
460002,driveNode11925,driveNode11772,driveLink313037
460002,driveNode11772,driveNode138284,driveLink312027
460002,driveNode138284,driveNode20452,driveLink51317
460002,driveNode20452,driveNode20451,driveLink188573
460002,driveNode20451,driveNode141598,driveLink188572
460002,driveNode141598,driveNode141597,driveLink355619
460002,driveNode141597,driveNode15684,driveLink355616
460002,driveNode15684,driveNode16384,driveLink416265
460002,driveNode16384,driveNode141595,driveLink419246
460002,driveNode141595,driveNode15435,driveLink355273
460002,driveNode15435,driveNode138271,driveLink415299
460002,driveNode138271,driveNode138278,driveLink35927
460002,driveNode138278,driveNode138270,driveLink36864
460002,driveNode138270,driveNode141596,driveLink35617
460002,driveNode141596,driveNode8032,driveLink355287
460002,driveNode8032,driveNode5976,driveLink279578
460002,driveNode5976,driveNode5975,driveLink233805
460002,driveNode5975,driveNode5976,driveLink233800
460002,driveNode5976,driveNode8032,driveLink233807
460002,driveNode8032,driveNode141596,driveLink279579
460002,driveNode141596,driveNode160020,driveLink355289
460002,driveNode160020,driveNode160018,driveLink1495
460002,driveNode160018,driveNode14583,driveLink1491
460002,driveNode14583,driveNode160018,driveLink388799
460002,driveNode160018,driveNode160020,driveLink1490
460002,driveNode160020,driveNode160017,driveLink1496
460002,driveNode160017,driveNode160019,driveLink1487
460001,driveNode160019,driveNode160018,driveLink1494
460001,driveNode160018,driveNode141592,driveLink1492
460001,driveNode141592,driveNode141596,driveLink355263
460001,driveNode141596,driveNode8032,driveLink355287
460001,driveNode8032,driveNode5976,driveLink279578
460001,driveNode5976,driveNode5975,driveLink233805
460001,driveNode5975,driveNode5976,driveLink233800
460001,driveNode5976,driveNode8032,driveLink233807
460001,driveNode8032,driveNode141596,driveLink279579
460001,driveNode141596,driveNode141592,driveLink355288
460001,driveNode141592,driveNode138276,driveLink355264
460001,driveNode138276,driveNode155582,driveLink36518
460001,driveNode155582,driveNode138275,driveLink404765
460001,driveNode138275,driveNode141593,driveLink36125
460001,driveNode141593,driveNode141594,driveLink355267
460001,driveNode141594,driveNode141600,driveLink355270
460001,driveNode141600,driveNode15421,driveLink355707
460001,driveNode15421,driveNode141599,driveLink415237
460001,driveNode141599,driveNode138284,driveLink355622
460001,driveNode138284,driveNode11772,driveLink51316
460001,driveNode11772,driveNode11925,driveLink312028
460001,driveNode11925,driveNode12018,driveLink313038
460001,driveNode12018,driveNode12165,driveLink313654
460001,driveNode12165,driveNode12042,driveLink315202
460001,driveNode12042,driveNode12396,driveLink313891
460001,driveNode12396,driveNode17248,driveLink319820
460001,driveNode17248,driveNode30141,driveLink29521
460001,driveNode30141,driveNode32012,driveLink389829
460001,driveNode32012,driveNode31472,driveLink6142
460001,driveNode31472,driveNode33644,driveLink404971
460001,driveNode33644,driveNode4014,driveLink17551
460001,driveNode4014,driveNode4015,driveLink211902
460001,driveNode4015,driveNode10990,driveLink211906
460001,driveNode10990,driveNode11135,driveLink303359
460001,driveNode11135,driveNode13092,driveLink304614
460001,driveNode13092,driveNode13162,driveLink343748
460001,driveNode13162,driveNode12904,driveLink344101
460001,driveNode12904,driveNode22104,driveLink342161
460001,driveNode22104,driveNode23648,driveLink349813
460001,driveNode23648,driveNode22266,driveLink40861
460001,driveNode22266,driveNode31272,driveLink25156
460001,driveNode31272,driveNode29665,driveLink402391
460001,driveNode29665,driveNode30599,driveLink385279
460001,driveNode30599,driveNode29842,driveLink396341
460001,driveNode29842,driveNode3902,driveLink386834
460001,driveNode3902,driveNode4005,driveLink210911
460001,driveNode4005,driveNode3957,driveLink211836
460001,driveNode3957,driveNode15080,driveLink211505
460001,driveNode15080,driveNode4560,driveLink404609
460001,driveNode4560,driveNode16484,driveLink218016
460001,driveNode16484,driveNode23620,driveLink419841
460001,driveNode23620,driveNode11120,driveLink40721
460001,driveNode11120,driveNode30628,driveLink304523
460001,driveNode30628,driveNode9555,driveLink396524
460001,driveNode9555,driveNode9585,driveLink291720
460001,driveNode9585,driveNode9556,driveLink292057
460001,driveNode9556,driveNode22147,driveLink291725
460001,driveNode22147,driveNode23717,driveLink350075
460001,driveNode23717,driveNode21092,driveLink41292
460001,driveNode21092,driveNode23757,driveLink211553
460001,driveNode23757,driveNode31714,driveLink42032
460001,driveNode31714,driveNode31141,driveLink4800
460001,driveNode31141,driveNode5409,driveLink400333
460001,driveNode5409,driveNode5395,driveLink228786
460001,driveNode5395,driveNode11784,driveLink228716
460001,driveNode11784,driveNode17484,driveLink312120
460001,driveNode17484,driveNode17483,driveLink107385
460001,driveNode17483,driveNode19490,driveLink107381
460001,driveNode19490,driveNode19423,driveLink138246
460001,driveNode19423,driveNode26325,driveLink137662
460001,driveNode26325,driveNode23679,driveLink273198
460001,driveNode23679,driveNode7797,driveLink41063
460001,driveNode7797,driveNode7776,driveLink261209
460001,driveNode7776,driveNode7840,driveLink261023
460001,driveNode7840,driveNode13568,driveLink264129
460001,driveNode13568,driveNode30123,driveLink346652
460001,driveNode30123,driveNode30047,driveLink389642
460001,driveNode30047,driveNode10739,driveLink388925
460001,driveNode10739,driveNode10446,driveLink301583
460001,driveNode10446,driveNode28991,driveLink299259
460001,driveNode28991,driveNode21420,driveLink376669
460001,driveNode21420,driveNode14157,driveLink237185
460001,driveNode14157,driveNode14190,driveLink372552
460001,driveNode14190,driveNode25333,driveLink380268
460001,driveNode25333,driveNode25391,driveLink259394
460001,driveNode25391,driveNode28184,driveLink260469
460001,driveNode28184,driveNode144669,driveLink365094
460001,driveNode144669,driveNode33325,driveLink223569
460001,driveNode33325,driveNode144260,driveLink15539
460001,driveNode144260,driveNode26538,driveLink290136
460001,driveNode26538,driveNode136040,driveLink274800
460001,driveNode136040,driveNode20121,driveLink184354
460001,driveNode20121,driveNode13522,driveLink185782
460001,driveNode13522,driveNode13501,driveLink346337
460001,driveNode13501,driveNode13963,driveLink346185
460001,driveNode13963,driveNode13952,driveLink369922
460001,driveNode13952,driveNode13697,driveLink369873
460001,driveNode13697,driveNode8992,driveLink363252
460001,driveNode8992,driveNode136037,driveLink288440
460001,driveNode136037,driveNode136038,driveLink184177
460001,driveNode136038,driveNode28212,driveLink184182
460001,driveNode28212,driveNode136039,driveLink365437
460001,driveNode136039,driveNode135474,driveLink184190
460001,driveNode135474,driveNode4084,driveLink353624
460001,driveNode4084,driveNode4086,driveLink212301
460001,driveNode4086,driveNode138826,driveLink212293
460001,driveNode138826,driveNode10787,driveLink127308
460001,driveNode10787,driveNode11234,driveLink302051
460001,driveNode11234,driveNode13278,driveLink305335
460001,driveNode13278,driveNode11980,driveLink344866
460001,driveNode11980,driveNode12925,driveLink313396
460001,driveNode12925,driveNode17732,driveLink342265
460001,driveNode17732,driveNode19004,driveLink110359
460001,driveNode19004,driveNode9378,driveLink133862
460001,driveNode9378,driveNode8307,driveLink290798
460001,driveNode8307,driveNode15045,driveLink282667
460001,driveNode15045,driveNode29204,driveLink404382
460001,driveNode29204,driveNode3549,driveLink379829
460001,driveNode3549,driveNode18534,driveLink208595
460001,driveNode18534,driveNode18990,driveLink125001
460001,driveNode18990,driveNode142550,driveLink133725
460001,driveNode142550,driveNode142545,driveLink380954
460001,driveNode142545,driveNode142560,driveLink380941
460001,driveNode142560,driveNode146866,driveLink380991
460001,driveNode146866,driveNode146861,driveLink46751
460001,driveNode146861,driveNode8705,driveLink46735
460001,driveNode8705,driveNode142549,driveLink285441
460001,driveNode142549,driveNode142562,driveLink380951
460001,driveNode142562,driveNode142558,driveLink380996
460001,driveNode142558,driveNode142559,driveLink380985
460001,driveNode142559,driveNode142554,driveLink380989
460001,driveNode142554,driveNode142551,driveLink380970
460001,driveNode142551,driveNode142546,driveLink380958
460001,driveNode142546,driveNode142542,driveLink380945
460001,driveNode142542,driveNode149547,driveLink380936
460001,driveNode149547,driveNode142557,driveLink414107
460001,driveNode142557,driveNode20463,driveLink380981
460001,driveNode20463,driveNode133448,driveLink188654
460001,driveNode133448,driveNode135457,driveLink401143
460001,driveNode135457,driveNode135458,driveLink2154
460001,driveNode135458,driveNode135465,driveLink2156
460001,driveNode135465,driveNode135463,driveLink2170
460001,driveNode135463,driveNode135464,driveLink2167
460001,driveNode135464,driveNode170368,driveLink2169
460001,driveNode170368,driveNode135462,driveLink405303
460001,driveNode135462,driveNode135461,driveLink2166
460001,driveNode135461,driveNode135452,driveLink2163
460001,driveNode135452,driveNode135461,driveLink2141
460001,driveNode135461,driveNode135459,driveLink2164
460001,driveNode135459,driveNode136084,driveLink2157
460001,driveNode136084,driveNode136061,driveLink275973
460001,driveNode136061,driveNode89259,driveLink275855
460001,driveNode89259,driveNode136085,driveLink169302
460001,driveNode136085,driveNode136059,driveLink275975
460001,driveNode136059,driveNode85860,driveLink275849
460001,driveNode85860,driveNode82505,driveLink139275
460001,driveNode82505,driveNode86352,driveLink102610
460001,driveNode86352,driveNode88296,driveLink144750
460001,driveNode88296,driveNode87828,driveLink162001
460001,driveNode87828,driveNode89260,driveLink157985
460001,driveNode89260,driveNode89261,driveLink169308
460001,driveNode89261,driveNode89262,driveLink169314
460001,driveNode89262,driveNode82044,driveLink169316
460001,driveNode82044,driveNode86836,driveLink98923
460001,driveNode86836,driveNode89263,driveLink148818
460001,driveNode89263,driveNode84900,driveLink169322
460001,driveNode84900,driveNode87200,driveLink129961
460001,driveNode87200,driveNode87201,driveLink151755
460001,driveNode87201,driveNode89254,driveLink151760
460001,driveNode89254,driveNode87765,driveLink169286
460001,driveNode87765,driveNode90620,driveLink157424
460001,driveNode90620,driveNode91409,driveLink181063
460001,driveNode91409,driveNode91408,driveLink194985
460001,driveNode91408,driveNode91162,driveLink194981
460001,driveNode91162,driveNode140159,driveLink189829
460001,driveNode140159,driveNode140160,driveLink90996
460001,driveNode140160,driveNode140161,driveLink91003
460001,driveNode140161,driveNode140165,driveLink91012
460001,driveNode140165,driveNode136071,driveLink91027
460001,driveNode136071,driveNode136079,driveLink275917
460001,driveNode136079,driveNode136080,driveLink275953
460001,driveNode136080,driveNode88760,driveLink275957
460001,driveNode88760,driveNode147775,driveLink165241
460001,driveNode147775,driveNode88760,driveLink57686
460001,driveNode88760,driveNode136080,driveLink165242
460001,driveNode136080,driveNode159651,driveLink275958
460001,driveNode159651,driveNode159652,driveLink38210
460001,driveNode159652,driveNode136078,driveLink38233
460001,driveNode136078,driveNode85719,driveLink275950
460001,driveNode85719,driveNode85720,driveLink137846
210005,driveNode134352,driveNode28073,driveLink72126
210005,driveNode28073,driveNode6350,driveLink364185
210005,driveNode6350,driveNode12975,driveLink236727
210005,driveNode12975,driveNode12947,driveLink342576
210005,driveNode12947,driveNode17703,driveLink342460
210005,driveNode17703,driveNode33283,driveLink109994
210005,driveNode33283,driveNode13012,driveLink15170
210005,driveNode13012,driveNode13215,driveLink343023
210005,driveNode13215,driveNode142536,driveLink344477
210005,driveNode142536,driveNode142539,driveLink47286
210005,driveNode142539,driveNode18314,driveLink47305
210005,driveNode18314,driveNode24981,driveLink122147
210005,driveNode24981,driveNode25123,driveLink246489
210005,driveNode25123,driveNode29483,driveLink250044
210005,driveNode29483,driveNode27530,driveLink383684
210005,driveNode27530,driveNode16197,driveLink358950
210005,driveNode16197,driveNode12010,driveLink418515
210005,driveNode12010,driveNode23358,driveLink313612
210005,driveNode23358,driveNode24170,driveLink38492
210005,driveNode24170,driveNode21176,driveLink45677
210005,driveNode21176,driveNode30627,driveLink213942
210005,driveNode30627,driveNode32984,driveLink396512
210005,driveNode32984,driveNode135419,driveLink13529
210005,driveNode135419,driveNode135417,driveLink18278
210005,driveNode135417,driveNode135418,driveLink18261
210005,driveNode135418,driveNode135421,driveLink18269
210005,driveNode135421,driveNode135424,driveLink18336
210005,driveNode135424,driveNode135423,driveLink18354
210005,driveNode135423,driveNode29237,driveLink18350
210005,driveNode29237,driveNode135422,driveLink380153
210005,driveNode135422,driveNode135416,driveLink18341
210005,driveNode135416,driveNode135420,driveLink18228
210005,driveNode135420,driveNode8428,driveLink18311
210005,driveNode8428,driveNode8421,driveLink283334
210005,driveNode8421,driveNode26182,driveLink283293
210005,driveNode26182,driveNode26715,driveLink271194
210005,driveNode26715,driveNode33284,driveLink276530
210005,driveNode33284,driveNode33464,driveLink15176
210005,driveNode33464,driveNode33120,driveLink16581
210005,driveNode33120,driveNode32401,driveLink14298
210005,driveNode32401,driveNode32165,driveLink8737
210005,driveNode32165,driveNode5462,driveLink7170
210005,driveNode5462,driveNode27539,driveLink229169
210005,driveNode27539,driveNode6098,driveLink358999
210005,driveNode6098,driveNode6096,driveLink234969
210005,driveNode6096,driveNode6106,driveLink234964
210005,driveNode6106,driveNode11513,driveLink235020
210005,driveNode11513,driveNode11695,driveLink309917
210005,driveNode11695,driveNode17985,driveLink311350
210005,driveNode17985,driveNode138260,driveLink113609
210005,driveNode138260,driveNode132489,driveLink404993
210005,driveNode132489,driveNode153103,driveLink285796
210005,driveNode153103,driveNode150510,driveLink61765
210005,driveNode150510,driveNode162550,driveLink316502
210005,driveNode162550,driveNode150509,driveLink9765
210005,driveNode150509,driveNode138260,driveLink316497
210005,driveNode138260,driveNode132489,driveLink404993
210005,driveNode132489,driveNode153101,driveLink285794
210005,driveNode153101,driveNode133436,driveLink61760
210005,driveNode133436,driveNode162548,driveLink15313
210005,driveNode162548,driveNode138259,driveLink9762
210005,driveNode138259,driveNode150507,driveLink404926
210005,driveNode150507,driveNode31485,driveLink316485
210005,driveNode31485,driveNode21538,driveLink405133
210005,driveNode21538,driveNode21038,driveLink238984
210005,driveNode21038,driveNode21991,driveLink210348
210005,driveNode21991,driveNode8970,driveLink342767
210005,driveNode8970,driveNode9446,driveLink288321
210005,driveNode9446,driveNode14651,driveLink291182
210005,driveNode14651,driveNode14642,driveLink401618
210005,driveNode14642,driveNode14337,driveLink401546
210005,driveNode14337,driveNode26900,driveLink386875
210005,driveNode26900,driveNode27512,driveLink278186
210005,driveNode27512,driveNode4788,driveLink358803
210005,driveNode4788,driveNode4782,driveLink220515
210005,driveNode4782,driveNode4820,driveLink220487
210005,driveNode4820,driveNode24721,driveLink220872
210005,driveNode24721,driveNode27521,driveLink53665
210005,driveNode27521,driveNode30016,driveLink358854
210005,driveNode30016,driveNode16090,driveLink388659
210005,driveNode16090,driveNode133449,driveLink418157
210005,driveNode133449,driveNode33320,driveLink403666
210005,driveNode33320,driveNode30916,driveLink15516
210005,driveNode30916,driveNode8519,driveLink398923
210005,driveNode8519,driveNode8523,driveLink283892
210005,driveNode8523,driveNode133425,driveLink283906
210005,driveNode133425,driveNode8533,driveLink14461
210005,driveNode8533,driveNode132436,driveLink283961
210005,driveNode132436,driveNode132437,driveLink54040
210005,driveNode132437,driveNode159376,driveLink54055
210005,driveNode159376,driveNode159379,driveLink19344
210005,driveNode159379,driveNode84197,driveLink19349
210005,driveNode84197,driveNode143116,driveLink122794
210005,driveNode143116,driveNode159375,driveLink318605
210005,driveNode159375,driveNode85447,driveLink19343
210005,driveNode85447,driveNode88229,driveLink134909
210005,driveNode88229,driveNode80885,driveLink161461
210005,driveNode80885,driveNode80884,driveLink89389
210005,driveNode80884,driveNode88261,driveLink89388
210005,driveNode88261,driveNode84044,driveLink161772
210005,driveNode84044,driveNode162731,driveLink121319
210005,driveNode162731,driveNode162733,driveLink305044
210005,driveNode162733,driveNode81612,driveLink305052
210005,driveNode81612,driveNode91605,driveLink95177
210005,driveNode91605,driveNode90285,driveLink197688
210005,driveNode90285,driveNode84001,driveLink178082
210005,driveNode84001,driveNode90848,driveLink121105
210005,driveNode90848,driveNode91224,driveLink183819
210005,driveNode91224,driveNode159381,driveLink191129
210005,driveNode159381,driveNode159380,driveLink19360
210005,driveNode159380,driveNode80752,driveLink19351
210005,driveNode80752,driveNode159382,driveLink88371
210005,driveNode159382,driveNode89222,driveLink19364
210005,driveNode89222,driveNode90243,driveLink169136
210005,driveNode90243,driveNode141322,driveLink177760
210005,driveNode141322,driveNode141323,driveLink15984
210005,driveNode141323,driveNode141327,driveLink15989
210005,driveNode141327,driveNode141326,driveLink16001
210005,driveNode141326,driveNode141328,driveLink15998
210005,driveNode141328,driveNode80433,driveLink16006
210005,driveNode80433,driveNode148745,driveLink81913
210005,driveNode148745,driveNode142001,driveLink275093
210005,driveNode142001,driveNode141962,driveLink70982
210005,driveNode141962,driveNode141973,driveLink70845
210005,driveNode141973,driveNode141982,driveLink70873
210005,driveNode141982,driveNode141333,driveLink70904
210005,driveNode141333,driveNode81239,driveLink16031
210005,driveNode81239,driveNode141974,driveLink92083
210005,driveNode141974,driveNode141972,driveLink70876
210005,driveNode141972,driveNode141982,driveLink70872
210005,driveNode141982,driveNode142001,driveLink70903
210005,driveNode142001,driveNode142006,driveLink70981
210005,driveNode142006,driveNode141979,driveLink70996
210005,driveNode141979,driveNode141999,driveLink70898
210005,driveNode141999,driveNode84747,driveLink70977
210005,driveNode84747,driveNode84746,driveLink128406
210005,driveNode84746,driveNode141979,driveLink128399
210005,driveNode141979,driveNode142006,driveLink70896
210005,driveNode142006,driveNode142014,driveLink70998
210005,driveNode142014,driveNode141966,driveLink71025
210005,driveNode141966,driveNode81318,driveLink70856
210005,driveNode81318,driveNode88424,driveLink92595
210005,driveNode88424,driveNode88423,driveLink162967
210005,driveNode88423,driveNode88422,driveLink162964
210005,driveNode88422,driveNode88421,driveLink162957
210005,driveNode88421,driveNode88436,driveLink162952
210005,driveNode88436,driveNode89164,driveLink163051
210005,driveNode89164,driveNode90714,driveLink168506
210005,driveNode90714,driveNode80918,driveLink181855
210005,driveNode80918,driveNode141402,driveLink89708
210005,driveNode141402,driveNode141399,driveLink304114
210005,driveNode141399,driveNode90713,driveLink304118
210005,driveNode90713,driveNode90541,driveLink181853
210005,driveNode90541,driveNode90712,driveLink180249
210005,driveNode90712,driveNode84108,driveLink181847
210005,driveNode84108,driveNode90184,driveLink121766
210005,driveNode90184,driveNode90495,driveLink177161
210005,driveNode90495,driveNode90711,driveLink179775
210005,driveNode90711,driveNode86571,driveLink181843
210005,driveNode86571,driveNode82410,driveLink146966
210005,driveNode82410,driveNode89538,driveLink101738
210005,driveNode89538,driveNode89670,driveLink171469
210005,driveNode89670,driveNode90710,driveLink172664
210005,driveNode90710,driveNode82747,driveLink181837
210005,driveNode82747,driveNode90717,driveLink106739
210005,driveNode90717,driveNode89801,driveLink181892
210005,driveNode89801,driveNode88523,driveLink173581
210005,driveNode88523,driveNode88166,driveLink163866
210005,driveNode88166,driveNode82451,driveLink160771
210005,driveNode82451,driveNode141503,driveLink102027
210005,driveNode141503,driveNode141505,driveLink330049
210005,driveNode141505,driveNode82452,driveLink330057
210005,driveNode82452,driveNode82453,driveLink102032
210005,driveNode82453,driveNode141509,driveLink102037
210005,driveNode141509,driveNode137942,driveLink330076
210005,driveNode137942,driveNode137941,driveLink170859
210005,driveNode137941,driveNode163996,driveLink170688
210005,driveNode163996,driveNode137943,driveLink30813
210005,driveNode137943,driveNode136183,driveLink171193
210005,driveNode136183,driveNode136185,driveLink222525
210005,driveNode136185,driveNode85582,driveLink222634
210005,driveNode85582,driveNode136181,driveLink136569
210005,driveNode136181,driveNode153779,driveLink222314
210005,driveNode153779,driveNode142574,driveLink86666
210005,driveNode142574,driveNode142575,driveLink36677
210005,driveNode142575,driveNode136219,driveLink36680
210005,driveNode136219,driveNode142571,driveLink247095
210005,driveNode142571,driveNode142570,driveLink36666
210005,driveNode142570,driveNode82439,driveLink36665
210005,driveNode82439,driveNode82438,driveLink101902
210005,driveNode82438,driveNode82437,driveLink101909
210005,driveNode82437,driveNode82440,driveLink101900
