route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,agency_raw_name,trip_destination,trip_short_name,trip_route_name,pub_dir_id,rm_block_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,stop_distance,stop_is_skipped,arrival_h,arrival_m,departure_h,departure_m,tod,index,trip_num_for_shape,trip_num_total,num_pattern,trip_num_N_most,number_of_stops
7-95,AUG19-MVS-BUS-Weekday-01,15247672-AUG19-MVS-BUS-Weekday-01,Southbound 7E  Minnehaha / 46St Sta / 34Av-Hwy 62,1,1224,70016,1.0,MT2019,,,,,,34140.0,34140.0,17679,1,0,1,1,,,9,29,9,29,op,808,12,12,1,12,71
7-95,AUG19-MVS-BUS-Weekday-01,15247708-AUG19-MVS-BUS-Weekday-01,Northbound 7C  1St  N / Plymouth / To Chalet,0,1224,70020,1.0,MT2019,,,,,,29340.0,29340.0,15249,1,0,0,1,,,8,9,8,9,pk,802,6,7,2,7,71
7-95,AUG19-MVS-BUS-Weekday-01,15247713-AUG19-MVS-BUS-Weekday-01,Northbound 7C  1St  N / Plymouth / To Chalet,0,1226,70020,1.0,MT2019,,,,,,33000.0,33000.0,15249,1,0,0,1,,,9,10,9,10,op,809,12,12,1,12,71
7-95,AUG19-MVS-BUS-Weekday-01,15247747-AUG19-MVS-BUS-Weekday-01,Northbound 7C  1St  N / Plymouth / To Chalet,0,1225,70026,1.0,MT2019,,,,,,21660.0,21660.0,19301,1,0,0,1,,,6,1,6,1,pk,803,1,7,2,7,26
417-95,AUG19-MVS-BUS-Weekday-01,15247750-AUG19-MVS-BUS-Weekday-01,Northbound 417 Ltd Stop/ Dodd Rd/ St Paul,0,31290,4170002,1.0,MT2019,,,,,,22560.0,22560.0,44061,1,0,0,1,,,6,16,6,16,pk,1151,2,2,1,2,51
39-95,AUG19-MVS-BUS-Weekday-01,15247989-AUG19-MVS-BUS-Weekday-01,Southbound 39  Ltd Stop / Wells Fargo / Abbott-NW,1,1237,390001,1.0,MT2019,,,,,,23340.0,23340.0,50465,1,0,0,1,,,6,29,6,29,pk,1167,4,4,1,4,15
83-95,AUG19-MVS-BUS-Weekday-01,15247997-AUG19-MVS-BUS-Weekday-01,Southbound 83 Montreal Av / Lexington Pkwy,1,31260,830001,1.0,MT2019,,,,,,25020.0,25020.0,53743,1,0,0,1,,,6,57,6,57,pk,538,5,5,1,5,42
83-95,AUG19-MVS-BUS-Weekday-01,15248002-AUG19-MVS-BUS-Weekday-01,Southbound 83 Montreal Av / Lexington Pkwy,1,31262,830001,1.0,MT2019,,,,,,34080.0,34080.0,53743,1,0,0,1,,,9,28,9,28,op,542,12,12,1,12,42
83-95,AUG19-MVS-BUS-Weekday-01,15248021-AUG19-MVS-BUS-Weekday-01,Northbound 83 Har Mar Target / Lexington Pkwy,0,31260,830002,1.0,MT2019,,,,,,21780.0,21780.0,53725,1,0,1,1,,,6,3,6,3,pk,539,6,6,1,6,39
83-95,AUG19-MVS-BUS-Weekday-01,15248027-AUG19-MVS-BUS-Weekday-01,Northbound 83 Har Mar Target / Lexington Pkwy,0,31260,830002,1.0,MT2019,,,,,,33120.0,33120.0,53725,1,0,1,1,,,9,12,9,12,op,543,12,12,1,12,39
22-95,AUG19-MVS-BUS-Weekday-01,15248055-AUG19-MVS-BUS-Weekday-01,Northbound 22C N Lyndale/Via Dupont-57/Brklyn Ctr T,0,1443,220018,1.0,MT2019,,,,,,21840.0,21840.0,4554,1,1,1,1,,,6,4,6,4,pk,1340,3,13,2,6,126
22-95,AUG19-MVS-BUS-Weekday-01,15248056-AUG19-MVS-BUS-Weekday-01,Northbound 22B N Lyndale/Via Logan-57/Brklyn Ctr TC,0,1453,220005,1.0,MT2019,,,,,,22860.0,22860.0,4554,1,1,1,1,,,6,21,6,21,pk,1339,3,13,2,6,117
22-95,AUG19-MVS-BUS-Weekday-01,15248059-AUG19-MVS-BUS-Weekday-01,Northbound 22C N Lyndale/Via Dupont-57/Brklyn Ctr T,0,1448,220002,1.0,MT2019,,,,,,36000.0,36000.0,4554,1,1,1,1,,,10,0,10,0,op,1347,6,21,2,12,120
22-95,AUG19-MVS-BUS-Weekday-01,15248069-AUG19-MVS-BUS-Weekday-01,Northbound 22B N Lyndale/Via Logan-57/Brklyn Ctr TC,0,1447,220005,1.0,MT2019,,,,,,41940.0,41940.0,4554,1,1,1,1,,,11,39,11,39,op,1348,6,21,2,12,117
22-95,AUG19-MVS-BUS-Weekday-01,15248106-AUG19-MVS-BUS-Weekday-01,Southbound 22H  Cedar-28Av/VA Med Ctr/Via Logan-57,1,1447,220006,1.0,MT2019,,,,,,22860.0,22860.0,56825,1,0,0,1,,,6,21,6,21,pk,1337,5,12,2,9,123
22-95,AUG19-MVS-BUS-Weekday-01,15248109-AUG19-MVS-BUS-Weekday-01,Southbound 22H  Cedar-28Av / VA Med Ctr,1,1449,220001,1.0,MT2019,,,,,,25320.0,25320.0,11486,1,0,0,1,,,7,2,7,2,pk,1338,4,12,2,9,128
22-95,AUG19-MVS-BUS-Weekday-01,15248113-AUG19-MVS-BUS-Weekday-01,Southbound 22H  Cedar-28Av/VA Med Ctr/Via 51-Penn,1,1457,220003,1.0,MT2019,,,,,,42900.0,42900.0,56825,1,0,0,1,,,11,55,11,55,op,1345,6,18,2,12,124
22-95,AUG19-MVS-BUS-Weekday-01,15248116-AUG19-MVS-BUS-Weekday-01,Southbound 22H  Cedar-28Av/VA Med Ctr/Via Dupont-57,1,1464,220008,1.0,MT2019,,,,,,45240.0,45240.0,56825,1,0,0,1,,,12,34,12,34,op,1346,6,18,2,12,126
588-95,AUG19-MVS-BUS-Weekday-01,15248176-AUG19-MVS-BUS-Weekday-01,Southbound 588 Express / Norman Ctr,1,1946,5880002,1.0,MT2019,,,,,,24300.0,24300.0,19301,1,0,1,1,,,6,45,6,45,pk,1013,2,2,1,2,16
14-95,AUG19-MVS-BUS-Weekday-01,15248201-AUG19-MVS-BUS-Weekday-01,Northbound 14N Broadway/Robbinsdale/Noble-36Av,0,1319,140045,1.0,MT2019,,,,,,23100.0,23100.0,51542,1,0,0,1,,,6,25,6,25,pk,1429,3,14,2,5,85
14-95,AUG19-MVS-BUS-Weekday-01,15248210-AUG19-MVS-BUS-Weekday-01,Northbound 14D  Broadway / Gold Vall Rd /Douglas Dr,0,1321,140043,1.0,MT2019,,,,,,32340.0,32340.0,4345,1,0,0,1,,,8,59,8,59,pk,1430,2,14,2,5,129
14-95,AUG19-MVS-BUS-Weekday-01,15248213-AUG19-MVS-BUS-Weekday-01,Northbound 14N Broadway/Robbinsdale/Noble-36Av,0,1323,140040,1.0,MT2019,,,,,,38700.0,38700.0,4345,1,0,0,1,,,10,45,10,45,op,1438,3,20,2,7,104
14-95,AUG19-MVS-BUS-Weekday-01,15248215-AUG19-MVS-BUS-Weekday-01,Northbound 14D  Broadway / Gold Vall Rd /Douglas Dr,0,1172,140043,1.0,MT2019,,,,,,36300.0,36300.0,4345,1,0,0,1,,,10,5,10,5,op,1437,4,20,2,7,129
14-95,AUG19-MVS-BUS-Weekday-01,15248261-AUG19-MVS-BUS-Weekday-01,Southbound 14C Bloomington/Cedar Pt-66/Via Douglas,1,1323,140063,1.0,MT2019,,,,,,22620.0,22620.0,50154,1,0,1,1,,,6,17,6,17,pk,1428,3,15,2,6,132
14-95,AUG19-MVS-BUS-Weekday-01,15248264-AUG19-MVS-BUS-Weekday-01,Southbound 14C Bloomington/Cedar Pt-66St/Noble-36Av,1,1314,140062,1.0,MT2019,,,,,,25620.0,25620.0,50154,1,0,1,1,,,7,7,7,7,pk,1427,3,15,2,6,109
14-95,AUG19-MVS-BUS-Weekday-01,15248272-AUG19-MVS-BUS-Weekday-01,Southbound 14C Bloomington/Cedar Pt-66/Via Douglas,1,1323,140063,1.0,MT2019,,,,,,32460.0,32460.0,50154,1,0,1,1,,,9,1,9,1,op,1436,5,20,2,10,132
14-95,AUG19-MVS-BUS-Weekday-01,15248277-AUG19-MVS-BUS-Weekday-01,Southbound 14C Bloomington/Cedar Pt-66St/Noble-36Av,1,1317,140062,1.0,MT2019,,,,,,38580.0,38580.0,50154,1,0,1,1,,,10,43,10,43,op,1435,5,20,2,10,109
539-95,AUG19-MVS-BUS-Weekday-01,15248368-AUG19-MVS-BUS-Weekday-01,Eastbound 539B Mall America/Normadale/Village,0,31635,5390002,1.0,MT2019,,,,,,25080.0,25080.0,51841,1,0,1,1,,,6,58,6,58,pk,1069,3,4,2,4,83
539-95,AUG19-MVS-BUS-Weekday-01,15248370-AUG19-MVS-BUS-Weekday-01,Eastbound 539A Mall America/Normandale/College,0,31634,5390003,1.0,MT2019,,,,,,29040.0,29040.0,51841,1,0,1,1,,,8,4,8,4,pk,1070,1,4,2,4,76
539-95,AUG19-MVS-BUS-Weekday-01,15248372-AUG19-MVS-BUS-Weekday-01,Eastbound 539A Mall America/Normandale/College,0,31635,5390003,1.0,MT2019,,,,,,32640.0,32640.0,51841,1,0,1,1,,,9,4,9,4,op,1078,6,12,2,12,76
539-95,AUG19-MVS-BUS-Weekday-01,15248374-AUG19-MVS-BUS-Weekday-01,Eastbound 539B Mall America/Normadale/Village,0,31636,5390002,1.0,MT2019,,,,,,37680.0,37680.0,51841,1,0,1,1,,,10,28,10,28,op,1077,6,12,2,12,83
539-95,AUG19-MVS-BUS-Weekday-01,15248394-AUG19-MVS-BUS-Weekday-01,Westbound 539B Best Buy/Normandale/Village,1,31634,5390004,1.0,MT2019,,,,,,32400.0,32400.0,56880,1,0,1,1,,,9,0,9,0,op,1076,6,12,2,12,88
539-95,AUG19-MVS-BUS-Weekday-01,15248395-AUG19-MVS-BUS-Weekday-01,Westbound 539A Best Buy/Normandale/College,1,31636,5390001,1.0,MT2019,,,,,,34200.0,34200.0,56880,1,0,1,1,,,9,30,9,30,op,1075,6,12,2,12,82
539-95,AUG19-MVS-BUS-Weekday-01,15248409-AUG19-MVS-BUS-Weekday-01,Westbound 539B Best Buy/Normandale/Village,1,31634,5390004,1.0,MT2019,,,,,,25200.0,25200.0,56880,1,0,1,1,,,7,0,7,0,pk,1068,2,5,2,5,88
539-95,AUG19-MVS-BUS-Weekday-01,15248412-AUG19-MVS-BUS-Weekday-01,Westbound 539A Best Buy/Normandale/College,1,31633,5390001,1.0,MT2019,,,,,,23100.0,23100.0,56880,1,0,1,1,,,6,25,6,25,pk,1067,3,5,2,5,82
537-95,AUG19-MVS-BUS-Weekday-01,15248425-AUG19-MVS-BUS-Weekday-01,Northbound 537 Southdale/Transit Ctr,0,31624,5370001,1.0,MT2019,,,,,,28620.0,28620.0,56791,1,0,1,1,,,7,57,7,57,pk,1089,2,2,1,2,31
537-95,AUG19-MVS-BUS-Weekday-01,15248427-AUG19-MVS-BUS-Weekday-01,Northbound 537 Southdale/Transit Ctr,0,31624,5370001,1.0,MT2019,,,,,,35940.0,35940.0,56791,1,0,1,1,,,9,59,9,59,op,1093,5,5,1,5,31
537-95,AUG19-MVS-BUS-Weekday-01,15248434-AUG19-MVS-BUS-Weekday-01,Southbound 537 Valley West/Normandale/College,1,31624,5370002,1.0,MT2019,,,,,,27240.0,27240.0,53704,1,0,0,1,,,7,34,7,34,pk,1088,2,2,1,2,28
537-95,AUG19-MVS-BUS-Weekday-01,15248436-AUG19-MVS-BUS-Weekday-01,Southbound 537 Valley West/Normandale/College,1,31624,5370002,1.0,MT2019,,,,,,34440.0,34440.0,53704,1,0,0,1,,,9,34,9,34,op,1092,6,6,1,6,28
780-95,AUG19-MVS-BUS-Weekday-01,15248566-AUG19-MVS-BUS-Weekday-01,Southbound 780  Trip 1/Maple Grove/To Mpls,1,2152,7800001,1.0,MT2019,,,,,,23340.0,23340.0,46410,1,0,0,1,,,6,29,6,29,pk,610,3,3,1,3,48
263-95,AUG19-MVS-BUS-Weekday-01,15248848-AUG19-MVS-BUS-Weekday-01,Southbound 263 Express / Dwtn Mpls,1,1029,2630001,1.0,MT2019,,,,,,22320.0,22320.0,47398,1,0,0,1,,,6,12,6,12,pk,1274,5,5,1,5,13
854-95,AUG19-MVS-BUS-Weekday-01,15248858-AUG19-MVS-BUS-Weekday-01,Southbound 854  Express / Downtown Mpls,1,2115,8540010,1.0,MT2019,,,,,,22860.0,22860.0,48510,1,0,0,1,,,6,21,6,21,pk,504,2,6,2,4,59
854-95,AUG19-MVS-BUS-Weekday-01,15248859-AUG19-MVS-BUS-Weekday-01,Southbound 854  Express / Downtown Mpls,1,2125,8540007,1.0,MT2019,,,,,,28620.0,28620.0,56774,1,0,0,1,,,7,57,7,57,pk,503,2,6,2,4,14
70-95,AUG19-MVS-BUS-Weekday-01,15248873-AUG19-MVS-BUS-Weekday-01,Eastbound 70S  Burns Av / Sunray,0,1661,700002,1.0,MT2019,,,,,,22560.0,22560.0,42032,1,0,0,1,,,6,16,6,16,pk,791,4,6,2,5,90
70-95,AUG19-MVS-BUS-Weekday-01,15248874-AUG19-MVS-BUS-Weekday-01,Westbound 70B  St. Clair Av / Highland,1,1661,700001,1.0,MT2019,,,,,,26460.0,26460.0,51113,1,0,0,1,,,7,21,7,21,pk,789,3,6,2,5,91
70-95,AUG19-MVS-BUS-Weekday-01,15248876-AUG19-MVS-BUS-Weekday-01,Westbound 70  Downtown,1,1661,700003,1.0,MT2019,,,,,,33600.0,33600.0,51113,1,0,0,1,,,9,20,9,20,op,797,9,12,2,10,37
70-95,AUG19-MVS-BUS-Weekday-01,15248877-AUG19-MVS-BUS-Weekday-01,Eastbound 70S  Burns Av / Sunray,0,1661,700005,1.0,MT2019,,,,,,38820.0,38820.0,11837,1,0,1,1,,,10,47,10,47,op,799,10,12,2,12,35
70-95,AUG19-MVS-BUS-Weekday-01,15248879-AUG19-MVS-BUS-Weekday-01,Eastbound 70D  Burns Av / Correction Facil,0,1661,700006,1.0,MT2019,,,,,,46020.0,46020.0,11837,1,0,1,1,,,12,47,12,47,op,800,2,12,2,12,38
70-95,AUG19-MVS-BUS-Weekday-01,15248887-AUG19-MVS-BUS-Weekday-01,Westbound 70  Downtown,1,1663,700003,1.0,MT2019,,,,,,30120.0,30120.0,51113,1,0,0,1,,,8,22,8,22,pk,790,2,6,2,5,37
70-95,AUG19-MVS-BUS-Weekday-01,15248899-AUG19-MVS-BUS-Weekday-01,Eastbound 70S  Burns Av / Sunray,0,1662,700005,1.0,MT2019,,,,,,22500.0,22500.0,11837,1,0,1,1,,,6,15,6,15,pk,792,1,6,2,5,35
70-95,AUG19-MVS-BUS-Weekday-01,15248913-AUG19-MVS-BUS-Weekday-01,Westbound 70B  St. Clair Av / Highland,1,1665,700001,1.0,MT2019,,,,,,53640.0,53640.0,51113,1,0,0,1,,,14,54,14,54,op,798,1,12,2,10,91
67-95,AUG19-MVS-BUS-Weekday-01,15248932-AUG19-MVS-BUS-Weekday-01,Westbound 67C Minnehaha / Franklin Station,1,1642,670001,1.0,MT2019,,,,,,21960.0,21960.0,50151,1,0,0,1,,,6,6,6,6,pk,866,7,7,1,7,69
67-95,AUG19-MVS-BUS-Weekday-01,15248939-AUG19-MVS-BUS-Weekday-01,Westbound 67C Minnehaha / Franklin Station,1,1643,670001,1.0,MT2019,,,,,,34080.0,34080.0,50151,1,0,0,1,,,9,28,9,28,op,872,12,12,1,12,69
67-95,AUG19-MVS-BUS-Weekday-01,15248966-AUG19-MVS-BUS-Weekday-01,Eastbound 67 Minnehaha Av / Dtwn St Paul,0,1643,670004,1.0,MT2019,,,,,,23280.0,23280.0,53723,1,1,1,1,,,6,28,6,28,pk,867,6,6,1,6,67
67-95,AUG19-MVS-BUS-Weekday-01,15248969-AUG19-MVS-BUS-Weekday-01,Eastbound 67 Minnehaha Av / Dtwn St Paul,0,1645,670004,1.0,MT2019,,,,,,33960.0,33960.0,53723,1,1,1,1,,,9,26,9,26,op,873,12,12,1,12,67
16-95,AUG19-MVS-BUS-Weekday-01,15249000-AUG19-MVS-BUS-Weekday-01,Eastbound 16 University Av/Dwtn St Paul/UnionDepot,0,31501,160003,1.0,MT2019,,,,,,23400.0,23400.0,56768,1,0,0,1,,,6,30,6,30,pk,1413,6,6,1,6,39
16-95,AUG19-MVS-BUS-Weekday-01,15249001-AUG19-MVS-BUS-Weekday-01,Westbound 16 Fairview / University,1,31500,160001,1.0,MT2019,,,,,,22200.0,22200.0,56100,1,0,0,1,,,6,10,6,10,pk,1412,6,6,1,6,38
16-95,AUG19-MVS-BUS-Weekday-01,15249008-AUG19-MVS-BUS-Weekday-01,Eastbound 16 University Av/Dwtn St Paul/UnionDepot,0,31501,160003,1.0,MT2019,,,,,,33600.0,33600.0,56768,1,0,0,1,,,9,20,9,20,op,1417,12,12,1,12,39
16-95,AUG19-MVS-BUS-Weekday-01,15249036-AUG19-MVS-BUS-Weekday-01,Westbound 16 Fairview / University,1,31500,160001,1.0,MT2019,,,,,,32520.0,32520.0,56100,1,0,0,1,,,9,2,9,2,op,1416,12,12,1,12,38
668-95,AUG19-MVS-BUS-Weekday-01,15249068-AUG19-MVS-BUS-Weekday-01,Eastbound 668  Express / Downtown,0,1817,6680003,1.0,MT2019,,,,,,29220.0,29220.0,4795,1,0,0,1,,,8,7,8,7,pk,875,1,3,2,3,42
668-95,AUG19-MVS-BUS-Weekday-01,15249069-AUG19-MVS-BUS-Weekday-01,Eastbound 668  Express / Downtown,0,2049,6680004,1.0,MT2019,,,,,,25380.0,25380.0,4795,1,0,0,1,,,7,3,7,3,pk,874,2,3,2,3,49
865-95,AUG19-MVS-BUS-Weekday-01,15249223-AUG19-MVS-BUS-Weekday-01,Southbound 865 Express / Downtown,1,2261,8650002,1.0,MT2019,,,,,,22140.0,22260.0,53800,1,0,1,1,,,6,9,6,11,pk,496,7,7,1,7,7
761-95,AUG19-MVS-BUS-Weekday-01,15249235-AUG19-MVS-BUS-Weekday-01,Southbound 761  Express / Downtown,1,1136,7610002,1.0,MT2019,,,,,,23280.0,23280.0,8826,1,0,0,1,,,6,28,6,28,pk,657,3,3,1,3,62
23-95,AUG19-MVS-BUS-Weekday-01,15249239-AUG19-MVS-BUS-Weekday-01,Eastbound 23H  38th Street / Highland,0,1482,230004,1.0,MT2019,,,,,,47580.0,47580.0,50160,1,0,1,1,,,13,13,13,13,op,1314,5,13,2,12,55
23-95,AUG19-MVS-BUS-Weekday-01,15249242-AUG19-MVS-BUS-Weekday-01,Eastbound 23C  38th Street / Vets Home,0,1483,230008,1.0,MT2019,,,,,,45840.0,45840.0,50160,1,0,1,1,,,12,44,12,44,op,1313,7,13,2,12,54
23-95,AUG19-MVS-BUS-Weekday-01,15249276-AUG19-MVS-BUS-Weekday-01,Westbound 23  38th Street / Uptown,1,1485,230001,1.0,MT2019,,,,,,51420.0,51420.0,16494,1,0,1,1,,,14,17,14,17,op,1311,7,13,2,13,58
23-95,AUG19-MVS-BUS-Weekday-01,15249278-AUG19-MVS-BUS-Weekday-01,Westbound 23  38th Street / Uptown,1,1483,230001,1.0,MT2019,,,,,,32100.0,32100.0,16494,1,0,1,1,,,8,55,8,55,pk,1303,5,8,2,7,58
23-95,AUG19-MVS-BUS-Weekday-01,15249283-AUG19-MVS-BUS-Weekday-01,Westbound 23  38th Street / Uptown,1,1482,230003,1.0,MT2019,,,,,,50220.0,50220.0,42032,1,0,1,1,,,13,57,13,57,op,1312,6,13,2,13,62
23-95,AUG19-MVS-BUS-Weekday-01,15249304-AUG19-MVS-BUS-Weekday-01,Eastbound 23C  38th Street / Vets Home,0,1483,230008,1.0,MT2019,,,,,,28980.0,28980.0,50160,1,0,1,1,,,8,3,8,3,pk,1305,5,9,2,8,54
23-95,AUG19-MVS-BUS-Weekday-01,15249306-AUG19-MVS-BUS-Weekday-01,Eastbound 23H  38th Street / Highland,0,1419,230004,1.0,MT2019,,,,,,27720.0,27720.0,50160,1,0,1,1,,,7,42,7,42,pk,1306,3,9,2,8,55
23-95,AUG19-MVS-BUS-Weekday-01,15249319-AUG19-MVS-BUS-Weekday-01,Westbound 23  38th Street / Uptown,1,1483,230003,1.0,MT2019,,,,,,25500.0,25500.0,42032,1,0,1,1,,,7,5,7,5,pk,1304,2,8,2,7,62
71-95,AUG19-MVS-BUS-Weekday-01,15249332-AUG19-MVS-BUS-Weekday-01,Northbound 71W Arkwright / Sloan / Westminster,0,1675,710003,1.0,MT2019,,,,,,45660.0,45660.0,11940,1,0,0,1,,,12,41,12,41,op,775,10,23,2,16,34
71-95,AUG19-MVS-BUS-Weekday-01,15249333-AUG19-MVS-BUS-Weekday-01,Southbound 71A  Downtown / Chester St,1,1670,710002,1.0,MT2019,,,,,,49200.0,49200.0,51291,1,0,0,1,,,13,40,13,40,op,773,7,24,2,11,45
71-95,AUG19-MVS-BUS-Weekday-01,15249345-AUG19-MVS-BUS-Weekday-01,Northbound 71W Arkwright / Sloan / Westminster,0,1671,710033,1.0,MT2019,,,,,,29220.0,29220.0,9676,1,0,0,1,,,8,7,8,7,pk,768,3,7,2,6,94
71-95,AUG19-MVS-BUS-Weekday-01,15249346-AUG19-MVS-BUS-Weekday-01,Southbound 71A  Downtown / Chester St,1,1588,710004,1.0,MT2019,,,,,,25800.0,25800.0,49141,1,0,0,1,,,7,10,7,10,pk,765,2,11,2,4,62
71-95,AUG19-MVS-BUS-Weekday-01,15249348-AUG19-MVS-BUS-Weekday-01,Northbound 71K Arkwright / Little Canada / Edgerton,0,1670,710031,1.0,MT2019,,,,,,31260.0,31260.0,9676,1,0,0,1,,,8,41,8,41,pk,767,3,7,2,6,115
71-95,AUG19-MVS-BUS-Weekday-01,15249371-AUG19-MVS-BUS-Weekday-01,Northbound 71W Arkwright / Sloan / Westminster,0,1669,710006,1.0,MT2019,,,,,,37320.0,37320.0,42118,1,0,0,1,,,10,22,10,22,op,776,6,23,2,16,44
71-95,AUG19-MVS-BUS-Weekday-01,15249374-AUG19-MVS-BUS-Weekday-01,Southbound 71C Concord / Inver Hills,1,1670,710009,1.0,MT2019,,,,,,25740.0,25740.0,51291,1,0,0,1,,,7,9,7,9,pk,766,2,11,2,4,102
71-95,AUG19-MVS-BUS-Weekday-01,15249386-AUG19-MVS-BUS-Weekday-01,Southbound 71  Downtown,1,1675,710001,1.0,MT2019,,,,,,36660.0,36660.0,51291,1,0,0,1,,,10,11,10,11,op,774,4,24,2,11,35
652-95,AUG19-MVS-BUS-Weekday-01,15249437-AUG19-MVS-BUS-Weekday-01,Eastbound 652  Express / U of M,0,2031,6520002,1.0,MT2019,,,,,,25080.0,25080.0,6999,1,0,1,1,,,6,58,6,58,pk,888,2,3,2,3,15
652-95,AUG19-MVS-BUS-Weekday-01,15249440-AUG19-MVS-BUS-Weekday-01,Eastbound 652  Express / U of M,0,2032,6520003,1.0,MT2019,,,,,,30000.0,30000.0,7004,1,0,0,1,,,8,20,8,20,pk,889,1,3,2,3,9
54-95,AUG19-MVS-BUS-Weekday-01,15249460-AUG19-MVS-BUS-Weekday-01,Westbound 54  Ltd Stop / Mall  Amer / Via  Airport,1,1542,540005,1.0,MT2019,,,,,,21600.0,21600.0,56588,1,0,1,1,,,6,0,6,0,pk,1056,7,15,2,15,45
54-95,AUG19-MVS-BUS-Weekday-01,15249461-AUG19-MVS-BUS-Weekday-01,Eastbound 54  Ltd Stop /Dtwn St Paul/ Via Airport,0,1546,540002,1.0,MT2019,,,,,,25560.0,25560.0,56874,1,0,1,1,,,7,6,7,6,pk,1057,8,15,2,15,25
54-95,AUG19-MVS-BUS-Weekday-01,15249462-AUG19-MVS-BUS-Weekday-01,Westbound 54  Ltd Stop / Mall  Amer / Via  Airport,1,1546,540006,1.0,MT2019,,,,,,28620.0,28620.0,56100,1,0,1,1,,,7,57,7,57,pk,1055,8,15,2,15,29
54-95,AUG19-MVS-BUS-Weekday-01,15249463-AUG19-MVS-BUS-Weekday-01,Westbound 54  Ltd Stop / Mall  Amer / Via  Airport,1,1446,540006,1.0,MT2019,,,,,,34620.0,34620.0,56100,1,0,1,1,,,9,37,9,37,op,1064,12,24,2,24,29
54-95,AUG19-MVS-BUS-Weekday-01,15249464-AUG19-MVS-BUS-Weekday-01,Eastbound 54  Ltd Stop /Dtwn St Paul/ Via Airport,0,1547,540002,1.0,MT2019,,,,,,36960.0,36960.0,56874,1,0,1,1,,,10,16,10,16,op,1066,12,25,2,25,25
54-95,AUG19-MVS-BUS-Weekday-01,15249480-AUG19-MVS-BUS-Weekday-01,Eastbound 54M Ltd Stop/Mplwd Mall/Via Airport,0,1537,540003,1.0,MT2019,,,,,,34260.0,34260.0,56874,1,0,1,1,,,9,31,9,31,op,1065,13,25,2,25,41
54-95,AUG19-MVS-BUS-Weekday-01,15249484-AUG19-MVS-BUS-Weekday-01,Westbound 54  Ltd Stop / Mall  Amer / Via  Airport,1,1543,540005,1.0,MT2019,,,,,,35580.0,35580.0,56588,1,0,1,1,,,9,53,9,53,op,1063,12,24,2,24,45
54-95,AUG19-MVS-BUS-Weekday-01,15249512-AUG19-MVS-BUS-Weekday-01,Eastbound 54M Ltd Stop/Mplwd Mall/Via Airport,0,1538,540003,1.0,MT2019,,,,,,21600.0,21600.0,56874,1,0,1,1,,,6,0,6,0,pk,1058,7,15,2,15,41
801-95,AUG19-MVS-BUS-Weekday-01,15249677-AUG19-MVS-BUS-Weekday-01,Westbound 801C COL HGTS / CENTRAL - 41,1,31460,8010004,1.0,MT2019,,,,,,30000.0,30000.0,52532,1,0,1,1,,,8,20,8,20,pk,559,1,3,2,3,42
801-95,AUG19-MVS-BUS-Weekday-01,15249678-AUG19-MVS-BUS-Weekday-01,Eastbound 801B Rosedale / Via 40 AV,0,31460,8010003,1.0,MT2019,,,,,,31740.0,31740.0,49208,1,0,0,1,,,8,49,8,49,pk,561,1,3,2,2,36
801-95,AUG19-MVS-BUS-Weekday-01,15249679-AUG19-MVS-BUS-Weekday-01,Westbound 801C COL HGTS / CENTRAL - 41,1,31460,8010004,1.0,MT2019,,,,,,33600.0,33600.0,52532,1,0,1,1,,,9,20,9,20,op,564,5,6,2,6,42
801-95,AUG19-MVS-BUS-Weekday-01,15249680-AUG19-MVS-BUS-Weekday-01,Eastbound 801B Rosedale / Via 40 AV,0,31460,8010003,1.0,MT2019,,,,,,35340.0,35340.0,49208,1,0,0,1,,,9,49,9,49,op,566,5,6,2,6,36
801-95,AUG19-MVS-BUS-Weekday-01,15249691-AUG19-MVS-BUS-Weekday-01,Eastbound 801A Rosedale / Via Reservoir,0,31461,8010002,1.0,MT2019,,,,,,23400.0,23400.0,51846,1,0,0,1,,,6,30,6,30,pk,560,1,3,2,2,64
801-95,AUG19-MVS-BUS-Weekday-01,15249692-AUG19-MVS-BUS-Weekday-01,Westbound 801D COL HGTS / BRKLYN CTR,1,31460,8010006,1.0,MT2019,,,,,,23400.0,23400.0,52532,1,0,1,1,,,6,30,6,30,pk,558,2,3,2,3,61
801-95,AUG19-MVS-BUS-Weekday-01,15249694-AUG19-MVS-BUS-Weekday-01,Westbound 801D COL HGTS / BRKLYN CTR,1,31460,8010006,1.0,MT2019,,,,,,51600.0,51600.0,52532,1,0,1,1,,,14,20,14,20,op,565,1,6,2,6,61
801-95,AUG19-MVS-BUS-Weekday-01,15249702-AUG19-MVS-BUS-Weekday-01,Eastbound 801A Rosedale / Via Reservoir,0,31463,8010002,1.0,MT2019,,,,,,51960.0,51960.0,51846,1,0,0,1,,,14,26,14,26,op,567,1,6,2,6,64
672-95,AUG19-MVS-BUS-Weekday-01,15249707-AUG19-MVS-BUS-Weekday-01,Eastbound 672  Express / Downtown,0,1767,6720006,1.0,MT2019,,,,,,22260.0,22260.0,6990,1,0,0,1,,,6,11,6,11,pk,859,5,5,1,5,25
