route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,agency_raw_name,trip_destination,trip_short_name,trip_route_name,pub_dir_id,rm_block_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,stop_distance,stop_is_skipped,arrival_h,arrival_m,departure_h,departure_m,tod,index,trip_num_for_shape,trip_num_total,num_pattern,trip_num_N_most,number_of_stops
25-95,AUG19-MVS-BUS-Weekday-01,15245264-AUG19-MVS-BUS-Weekday-01,Southbound 25 Downtown / Stinson,1,1491,250001,1.0,MT2019,,,,,,22380.0,22380.0,11688,1,0,0,1,,,6,13,6,13,pk,1293,5,6,2,6,51
25-95,AUG19-MVS-BUS-Weekday-01,15245270-AUG19-MVS-BUS-Weekday-01,Southbound 25 Downtown / Stinson,1,1487,250005,1.0,MT2019,,,,,,29280.0,29280.0,56781,1,0,0,1,,,8,8,8,8,pk,1294,1,6,2,6,127
25-95,AUG19-MVS-BUS-Weekday-01,15245271-AUG19-MVS-BUS-Weekday-01,Southbound 25 Downtown / Stinson,1,1495,250005,1.0,MT2019,,,,,,32880.0,32880.0,56781,1,0,0,1,,,9,8,9,8,op,1301,6,6,1,6,127
10-95,AUG19-MVS-BUS-Weekday-01,15245289-AUG19-MVS-BUS-Weekday-01,Southbound 10 Downtown/Via Central/Convention Ctr,1,1258,100021,1.0,MT2019,,,,,,28740.0,28740.0,56778,1,0,0,1,,,7,59,7,59,pk,1510,7,15,2,14,89
10-95,AUG19-MVS-BUS-Weekday-01,15245290-AUG19-MVS-BUS-Weekday-01,Northbound 10N  Central Av / Northtown,0,1257,100022,1.0,MT2019,,,,,,32940.0,32940.0,19337,1,0,1,1,,,9,9,9,9,op,1520,14,36,2,26,91
10-95,AUG19-MVS-BUS-Weekday-01,15245293-AUG19-MVS-BUS-Weekday-01,Southbound 10 Downtown/Via Central/Convention Ctr,1,1257,100021,1.0,MT2019,,,,,,45360.0,45360.0,56778,1,0,0,1,,,12,36,12,36,op,1518,13,37,2,25,89
10-95,AUG19-MVS-BUS-Weekday-01,15245294-AUG19-MVS-BUS-Weekday-01,Northbound 10U  Central / Via Univ / Northtown,0,1273,100024,1.0,MT2019,,,,,,49320.0,49320.0,19337,1,0,1,1,,,13,42,13,42,op,1521,12,36,2,26,64
10-95,AUG19-MVS-BUS-Weekday-01,15245323-AUG19-MVS-BUS-Weekday-01,Northbound 10N  Central Av / Northtown,0,1261,100022,1.0,MT2019,,,,,,26340.0,26340.0,19337,1,0,1,1,,,7,19,7,19,pk,1513,6,17,2,13,91
10-95,AUG19-MVS-BUS-Weekday-01,15245324-AUG19-MVS-BUS-Weekday-01,Southbound 10 Downtown/Via Univ/Convention Ctr,1,1261,100023,1.0,MT2019,,,,,,30540.0,30540.0,56778,1,0,0,1,,,8,29,8,29,pk,1511,7,15,2,14,63
10-95,AUG19-MVS-BUS-Weekday-01,15245327-AUG19-MVS-BUS-Weekday-01,Southbound 10 Downtown/Via Central/Convention Ctr,1,1258,100006,1.0,MT2019,,,,,,36900.0,36900.0,14163,1,0,0,1,,,10,15,10,15,op,1519,12,37,2,25,49
10-95,AUG19-MVS-BUS-Weekday-01,15245330-AUG19-MVS-BUS-Weekday-01,Northbound 10U  Central / Via Univ / Northtown,0,1263,100024,1.0,MT2019,,,,,,28080.0,28080.0,19337,1,0,1,1,,,7,48,7,48,pk,1512,7,17,2,13,64
59-95,AUG19-MVS-BUS-Weekday-01,15245482-AUG19-MVS-BUS-Weekday-01,Southbound 59  Ltd Stop / Downtown,1,1260,590009,1.0,MT2019,,,,,,22380.0,22380.0,40601,1,1,1,1,,,6,13,6,13,pk,1006,1,9,2,8,83
59-95,AUG19-MVS-BUS-Weekday-01,15245488-AUG19-MVS-BUS-Weekday-01,Southbound 59  Ltd Stop / Downtown,1,1264,590013,1.0,MT2019,,,,,,28080.0,28080.0,14168,1,0,1,1,,,7,48,7,48,pk,1005,7,9,2,8,25
643-95,AUG19-MVS-BUS-Weekday-01,15245537-AUG19-MVS-BUS-Weekday-01,Westbound 643  Ltd Stop / Hedberg Dr,1,1449,6430007,1.0,MT2019,,,,,,21660.0,21660.0,56803,1,0,1,1,,,6,1,6,1,pk,911,5,5,1,5,47
361-95,AUG19-MVS-BUS-Weekday-01,15245547-AUG19-MVS-BUS-Weekday-01,Northbound 361  Express/ St Paul,0,1685,3610007,1.0,MT2019,,,,,,24060.0,24120.0,50157,1,0,0,1,,,6,41,6,42,pk,1183,3,4,2,4,11
361-95,AUG19-MVS-BUS-Weekday-01,15245549-AUG19-MVS-BUS-Weekday-01,Southbound 361  Express / Cottage  Grv P&R,1,1887,3610008,1.0,MT2019,,,,,,24960.0,24960.0,52761,1,1,1,1,,,6,56,6,56,pk,1182,1,1,1,1,13
361-95,AUG19-MVS-BUS-Weekday-01,15245557-AUG19-MVS-BUS-Weekday-01,Northbound 361B  Express / St Paul,0,1034,3610012,1.0,MT2019,,,,,,24540.0,24540.0,42607,1,0,0,1,,,6,49,6,49,pk,1184,1,4,2,4,44
18-95,AUG19-MVS-BUS-Weekday-01,15245566-AUG19-MVS-BUS-Weekday-01,Northbound 18  Downtown,0,1370,180001,1.0,MT2019,,,,,,53700.0,53700.0,51852,1,0,0,1,,,14,55,14,55,op,1399,13,49,2,30,66
18-95,AUG19-MVS-BUS-Weekday-01,15245570-AUG19-MVS-BUS-Weekday-01,Northbound 18  Downtown,0,1365,180004,1.0,MT2019,,,,,,48780.0,48780.0,1869,1,0,1,1,,,13,33,13,33,op,1398,17,49,2,30,39
18-95,AUG19-MVS-BUS-Weekday-01,15245579-AUG19-MVS-BUS-Weekday-01,Northbound 18  Downtown,0,1364,180001,1.0,MT2019,,,,,,31140.0,31140.0,51852,1,0,0,1,,,8,39,8,39,pk,1390,9,23,2,14,66
18-95,AUG19-MVS-BUS-Weekday-01,15245632-AUG19-MVS-BUS-Weekday-01,Northbound 18 Downtown / Via Grand,0,1366,180002,1.0,MT2019,,,,,,31500.0,31500.0,2847,1,0,0,1,,,8,45,8,45,pk,1391,5,23,2,14,42
18-95,AUG19-MVS-BUS-Weekday-01,15245692-AUG19-MVS-BUS-Weekday-01,Southbound 18E  Nicollet Av / 104-Humboldt,1,1362,180010,1.0,MT2019,,,,,,23040.0,23040.0,56800,1,1,1,1,,,6,24,6,24,pk,1389,5,21,2,12,97
18-95,AUG19-MVS-BUS-Weekday-01,15245694-AUG19-MVS-BUS-Weekday-01,Southbound 18D Nicollet-78/American-2Av,1,1375,180011,1.0,MT2019,,,,,,25680.0,25680.0,56800,1,1,1,1,,,7,8,7,8,pk,1388,7,21,2,12,68
18-95,AUG19-MVS-BUS-Weekday-01,15245704-AUG19-MVS-BUS-Weekday-01,Southbound 18A  Nicollet-46,1,1379,180013,1.0,MT2019,,,,,,43020.0,43020.0,56800,1,1,1,1,,,11,57,11,57,op,1397,13,48,2,26,41
18-95,AUG19-MVS-BUS-Weekday-01,15245709-AUG19-MVS-BUS-Weekday-01,Southbound 18D Nicollet-78/American-2Av,1,1375,180011,1.0,MT2019,,,,,,51960.0,51960.0,56800,1,1,1,1,,,14,26,14,26,op,1396,13,48,2,26,68
146-95,AUG19-MVS-BUS-Weekday-01,15245905-AUG19-MVS-BUS-Weekday-01,Northbound 146  Ltd Stop / Downtown,0,1520,1460001,1.0,MT2019,,,,,,22380.0,22380.0,52299,1,1,1,1,,,6,13,6,13,pk,1421,3,6,2,6,43
146-95,AUG19-MVS-BUS-Weekday-01,15245908-AUG19-MVS-BUS-Weekday-01,Northbound 146  Ltd Stop / Downtown,0,1183,1460002,1.0,MT2019,,,,,,23580.0,23580.0,51365,1,1,1,1,,,6,33,6,33,pk,1422,3,6,2,6,63
12-95,AUG19-MVS-BUS-Weekday-01,15245920-AUG19-MVS-BUS-Weekday-01,Eastbound 12 Downtown/Via 11 Av/LTD Stop,0,1305,120001,1.0,MT2019,,,,,,22200.0,22200.0,48213,1,0,0,1,,,6,10,6,10,pk,1474,6,7,2,7,65
12-95,AUG19-MVS-BUS-Weekday-01,15245921-AUG19-MVS-BUS-Weekday-01,Westbound 12G Hopkins/United Health/Bren Rd W,1,1305,120015,1.0,MT2019,,,,,,25920.0,25920.0,19267,1,0,1,1,,,7,12,7,12,pk,1472,6,7,2,7,86
12-95,AUG19-MVS-BUS-Weekday-01,15245934-AUG19-MVS-BUS-Weekday-01,Westbound 12K Hopkins/United Health/Via K-Tel,1,1306,120017,1.0,MT2019,,,,,,23340.0,23340.0,19267,1,0,1,1,,,6,29,6,29,pk,1473,1,7,2,7,86
12-95,AUG19-MVS-BUS-Weekday-01,15245947-AUG19-MVS-BUS-Weekday-01,Eastbound 12 Downtown/Via 11 Av/LTD Stop,0,1309,120011,1.0,MT2019,,,,,,23460.0,23460.0,51365,1,0,0,1,,,6,31,6,31,pk,1475,1,7,2,7,63
12-95,AUG19-MVS-BUS-Weekday-01,15245949-AUG19-MVS-BUS-Weekday-01,Eastbound 12 Downtown,0,2001,120013,1.0,MT2019,,,,,,52200.0,52200.0,51365,1,0,0,1,,,14,30,14,30,op,1480,2,2,1,2,77
785-95,AUG19-MVS-BUS-Weekday-01,15245969-AUG19-MVS-BUS-Weekday-01,Southbound 785  Trip 4/Maple Grove/To Mpls,1,2202,7850002,1.0,MT2019,,,,,,23400.0,23400.0,53537,1,0,0,1,,,6,30,6,30,pk,591,12,12,1,12,6
785-95,AUG19-MVS-BUS-Weekday-01,15245988-AUG19-MVS-BUS-Weekday-01,Northbound 785 Trip 1/Maple Grove/Parkway Sta,0,2208,7850001,1.0,MT2019,,,,,,53280.0,53280.0,44371,1,1,1,1,,,14,48,14,48,op,594,1,1,1,1,8
84-95,AUG19-MVS-BUS-Weekday-01,15245991-AUG19-MVS-BUS-Weekday-01,Northbound 84 Snelling/Como Pascal/Via Midway Pkwy,0,31522,840005,1.0,MT2019,,,,,,22980.0,22980.0,51892,1,0,0,1,,,6,23,6,23,pk,527,6,6,1,6,60
84-95,AUG19-MVS-BUS-Weekday-01,15245995-AUG19-MVS-BUS-Weekday-01,Northbound 84 Snelling/Como Pascal/Via Midway Pkwy,0,31522,840005,1.0,MT2019,,,,,,33720.0,33720.0,51892,1,0,0,1,,,9,22,9,22,op,531,12,12,1,12,60
84-95,AUG19-MVS-BUS-Weekday-01,15246018-AUG19-MVS-BUS-Weekday-01,Southbound 84 Snelling/To W 7ST/Davern via Montreal,1,31520,840001,1.0,MT2019,,,,,,21660.0,21660.0,864,1,0,0,1,,,6,1,6,1,pk,526,6,6,1,6,56
84-95,AUG19-MVS-BUS-Weekday-01,15246024-AUG19-MVS-BUS-Weekday-01,Southbound 84 Snelling/To W 7ST/Davern via Montreal,1,31520,840001,1.0,MT2019,,,,,,32940.0,32940.0,864,1,0,0,1,,,9,9,9,9,op,530,12,12,1,12,56
553-95,AUG19-MVS-BUS-Weekday-01,15246053-AUG19-MVS-BUS-Weekday-01,Northbound 553  Express / Downtown,0,1951,5530003,1.0,MT2019,,,,,,28920.0,28920.0,48201,1,0,0,1,,,8,2,8,2,pk,1031,4,4,1,4,51
554-95,AUG19-MVS-BUS-Weekday-01,15246063-AUG19-MVS-BUS-Weekday-01,Northbound 554  Express / Downtown / Minneapolis,0,1367,5540001,1.0,MT2019,,,,,,21660.0,21660.0,41541,1,0,1,1,,,6,1,6,1,pk,1028,6,6,1,6,62
535-95,AUG19-MVS-BUS-Weekday-01,15246081-AUG19-MVS-BUS-Weekday-01,Northbound 535  Ltd Stop / Minneapolis,0,1205,5350002,1.0,MT2019,,,,,,51240.0,51240.0,56725,1,0,0,1,,,14,14,14,14,op,1105,11,24,2,23,37
535-95,AUG19-MVS-BUS-Weekday-01,15246092-AUG19-MVS-BUS-Weekday-01,Northbound 535  Ltd Stop / Minneapolis,0,1950,5350004,1.0,MT2019,,,,,,28920.0,28920.0,51823,1,0,0,1,,,8,2,8,2,pk,1096,4,13,2,6,25
535-95,AUG19-MVS-BUS-Weekday-01,15246102-AUG19-MVS-BUS-Weekday-01,Southbound 535D Ltd Stop / Norm Coll,1,1952,5350009,1.0,MT2019,,,,,,32400.0,32400.0,53341,1,0,1,1,,,9,0,9,0,op,1103,8,25,2,20,38
535-95,AUG19-MVS-BUS-Weekday-01,15246104-AUG19-MVS-BUS-Weekday-01,Southbound 535C Ltd Stop / Norm Coll / 94St - James,1,1181,5350011,1.0,MT2019,,,,,,26580.0,26580.0,53341,1,0,1,1,,,7,23,7,23,pk,1094,4,9,2,6,47
535-95,AUG19-MVS-BUS-Weekday-01,15246143-AUG19-MVS-BUS-Weekday-01,Northbound 535  Ltd Stop / Minneapolis,0,1947,5350002,1.0,MT2019,,,,,,27480.0,27480.0,56725,1,0,0,1,,,7,38,7,38,pk,1097,2,13,2,6,37
535-95,AUG19-MVS-BUS-Weekday-01,15246150-AUG19-MVS-BUS-Weekday-01,Southbound 535A Ltd Stop / Knox Av P&R,1,1953,5350019,1.0,MT2019,,,,,,27780.0,27780.0,53341,1,0,1,1,,,7,43,7,43,pk,1095,2,9,2,6,15
535-95,AUG19-MVS-BUS-Weekday-01,15246152-AUG19-MVS-BUS-Weekday-01,Southbound 535A Ltd Stop / Knox Av P&R,1,1955,5350008,1.0,MT2019,,,,,,36900.0,36900.0,53341,1,0,1,1,,,10,15,10,15,op,1102,12,25,2,20,11
535-95,AUG19-MVS-BUS-Weekday-01,15246176-AUG19-MVS-BUS-Weekday-01,Northbound 535  Ltd Stop / Minneapolis,0,1951,5350006,1.0,MT2019,,,,,,33780.0,33780.0,51891,1,0,0,1,,,9,23,9,23,op,1104,12,24,2,23,12
552-95,AUG19-MVS-BUS-Weekday-01,15246198-AUG19-MVS-BUS-Weekday-01,Northbound 552  Express / Downtown,0,1974,5520001,1.0,MT2019,,,,,,27180.0,27180.0,48201,1,0,0,1,,,7,33,7,33,pk,1033,5,5,1,5,56
558-95,AUG19-MVS-BUS-Weekday-01,15246209-AUG19-MVS-BUS-Weekday-01,Northbound 558  Express / Downtown,0,1982,5580002,1.0,MT2019,,,,,,24900.0,24900.0,1512,1,0,0,1,,,6,55,6,55,pk,1026,5,5,1,5,63
156-95,AUG19-MVS-BUS-Weekday-01,15246227-AUG19-MVS-BUS-Weekday-01,Northbound 156  Express / Downtown,0,1521,1560001,1.0,MT2019,,,,,,22860.0,22860.0,3392,1,0,0,1,,,6,21,6,21,pk,1418,8,8,1,8,51
364-95,AUG19-MVS-BUS-Weekday-01,15246238-AUG19-MVS-BUS-Weekday-01,Northbound 364 St Paul Park/ Newport/ St Paul,0,31281,3640002,1.0,MT2019,,,,,,23760.0,23760.0,43504,1,0,1,1,,,6,36,6,36,pk,1179,2,2,1,2,65
578-95,AUG19-MVS-BUS-Weekday-01,15246244-AUG19-MVS-BUS-Weekday-01,Northbound 578  Express / Downtown,0,1949,5780001,1.0,MT2019,,,,,,22200.0,22200.0,41187,1,0,0,1,,,6,10,6,10,pk,1020,5,7,2,6,28
578-95,AUG19-MVS-BUS-Weekday-01,15246245-AUG19-MVS-BUS-Weekday-01,Northbound 578A  Shuttle To / Southdale,0,1763,5780007,1.0,MT2019,,,,,,23280.0,23280.0,6090,1,0,0,1,,,6,28,6,28,pk,1021,1,7,2,6,33
578-95,AUG19-MVS-BUS-Weekday-01,15246253-AUG19-MVS-BUS-Weekday-01,Southbound 578B  Express / Minn Dr / Southdale,1,1985,5780003,1.0,MT2019,,,,,,24720.0,24720.0,51381,1,0,1,1,,,6,52,6,52,pk,1019,2,2,1,2,27
133-95,AUG19-MVS-BUS-Weekday-01,15246264-AUG19-MVS-BUS-Weekday-01,Northbound 133  Ltd Stop/Downtown,0,1749,1330002,1.0,MT2019,,,,,,25260.0,25260.0,51830,1,0,0,1,,,7,1,7,1,pk,1448,6,6,1,6,38
921-95,AUG19-MVS-BUS-Weekday-01,15246309-AUG19-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,0,2277,9210002,1.0,MT2019,,,,,,22140.0,22140.0,51544,1,0,0,1,,,6,9,6,9,pk,443,18,18,1,18,20
921-95,AUG19-MVS-BUS-Weekday-01,15246327-AUG19-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,0,2275,9210002,1.0,MT2019,,,,,,32700.0,32700.0,51544,1,0,0,1,,,9,5,9,5,op,447,36,36,1,36,20
921-95,AUG19-MVS-BUS-Weekday-01,15246409-AUG19-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1,2274,9210001,1.0,MT2019,,,,,,21900.0,21900.0,52531,1,0,0,1,,,6,5,6,5,pk,442,18,18,1,18,20
921-95,AUG19-MVS-BUS-Weekday-01,15246427-AUG19-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1,2273,9210001,1.0,MT2019,,,,,,32700.0,32700.0,52531,1,0,0,1,,,9,5,9,5,op,446,36,36,1,36,20
252-95,AUG19-MVS-BUS-Weekday-01,15246534-AUG19-MVS-BUS-Weekday-01,Southbound 252  Express / U of M,1,1801,2520001,1.0,MT2019,,,,,,25200.0,25200.0,53435,1,0,0,1,,,7,0,7,0,pk,1283,3,3,1,3,9
63-95,AUG19-MVS-BUS-Weekday-01,15246536-AUG19-MVS-BUS-Weekday-01,Eastbound 63K E 3rd St / Lower Afton / Via Sunray,0,1600,630003,1.0,MT2019,,,,,,21660.0,21660.0,15795,1,0,0,1,,,6,1,6,1,pk,928,9,9,1,9,96
63-95,AUG19-MVS-BUS-Weekday-01,15246537-AUG19-MVS-BUS-Weekday-01,Westbound 63B Grand Ave/Westgate Sta,1,1595,630010,1.0,MT2019,,,,,,34440.0,34440.0,3207,1,1,1,1,,,9,34,9,34,op,933,18,18,1,18,99
63-95,AUG19-MVS-BUS-Weekday-01,15246538-AUG19-MVS-BUS-Weekday-01,Eastbound 63K E 3rd St / Lower Afton / Via Sunray,0,1595,630003,1.0,MT2019,,,,,,39600.0,39600.0,15795,1,0,0,1,,,11,0,11,0,op,934,10,19,2,18,96
63-95,AUG19-MVS-BUS-Weekday-01,15246544-AUG19-MVS-BUS-Weekday-01,Eastbound 63K  E 3rd St / Londin Ln / Via Sunray,0,1601,630002,1.0,MT2019,,,,,,46740.0,46740.0,15795,1,0,0,1,,,12,59,12,59,op,935,8,19,2,18,102
63-95,AUG19-MVS-BUS-Weekday-01,15246548-AUG19-MVS-BUS-Weekday-01,Westbound 63B Grand Ave/Westgate Sta,1,1596,630010,1.0,MT2019,,,,,,30780.0,30780.0,3207,1,1,1,1,,,8,33,8,33,pk,926,9,11,2,11,99
63-95,AUG19-MVS-BUS-Weekday-01,15246645-AUG19-MVS-BUS-Weekday-01,Westbound 63  Downtown,1,1586,630011,1.0,MT2019,,,,,,28320.0,28320.0,51114,1,0,0,1,,,7,52,7,52,pk,927,2,11,2,11,39
250-95,AUG19-MVS-BUS-Weekday-01,15246649-AUG19-MVS-BUS-Weekday-01,Northbound 250M  Express / MedTronic / Wells Fargo,0,1768,2500011,1.0,MT2019,,,,,,24180.0,24180.0,50561,1,1,1,1,,,6,43,6,43,pk,1287,4,4,1,4,23
250-95,AUG19-MVS-BUS-Weekday-01,15246651-AUG19-MVS-BUS-Weekday-01,Southbound 250  Express / Co Rd H P&R / Downtown,1,1781,2500001,1.0,MT2019,,,,,,24360.0,24360.0,14727,1,0,0,1,,,6,46,6,46,pk,1286,4,18,2,12,11
250-95,AUG19-MVS-BUS-Weekday-01,15246654-AUG19-MVS-BUS-Weekday-01,Northbound 250C  Express / Co Rd H P&R / 95Av P&R,0,1239,2500008,1.0,MT2019,,,,,,47340.0,47340.0,50561,1,1,1,1,,,13,9,13,9,op,1292,2,2,1,2,14
250-95,AUG19-MVS-BUS-Weekday-01,15246658-AUG19-MVS-BUS-Weekday-01,Southbound 250  Express / Downtown,1,1785,2500007,1.0,MT2019,,,,,,26460.0,26640.0,53435,1,0,0,1,,,7,21,7,24,pk,1285,8,18,2,12,11
135-95,AUG19-MVS-BUS-Weekday-01,15246706-AUG19-MVS-BUS-Weekday-01,Northbound 135  Ltd Stop / Downtown,0,1188,1350001,1.0,MT2019,,,,,,23100.0,23100.0,53544,1,0,0,1,,,6,25,6,25,pk,1439,6,6,1,6,31
781-95,AUG19-MVS-BUS-Weekday-01,15246915-AUG19-MVS-BUS-Weekday-01,Southbound 781  Trip 14 / Maple Grove / To Mpls,1,2171,7810002,1.0,MT2019,,,,,,26520.0,26520.0,51463,1,1,0,1,,,7,22,7,22,pk,602,13,19,2,19,7
781-95,AUG19-MVS-BUS-Weekday-01,15246918-AUG19-MVS-BUS-Weekday-01,Southbound 781A Trip 10 / Maple Grove / Mpls,1,2158,7810001,1.0,MT2019,,,,,,24300.0,24300.0,53574,1,0,0,1,,,6,45,6,45,pk,603,6,19,2,19,48
781-95,AUG19-MVS-BUS-Weekday-01,15246937-AUG19-MVS-BUS-Weekday-01,Northbound 781  Trip 2 / Maple Grove / Transit Sta,0,2173,7810010,1.0,MT2019,,,,,,51120.0,51120.0,44371,1,1,1,1,,,14,12,14,12,op,609,3,3,1,3,8
781-95,AUG19-MVS-BUS-Weekday-01,15246938-AUG19-MVS-BUS-Weekday-01,Southbound 781 Trip 24 / Maple Grove / To Mpls,1,2172,7810002,1.0,MT2019,,,,,,41040.0,41040.0,51463,1,1,0,1,,,11,24,11,24,op,608,1,1,1,1,7
288-95,AUG19-MVS-BUS-Weekday-01,15246960-AUG19-MVS-BUS-Weekday-01,Southbound 288 Express / Minneapolis,1,1860,2880001,1.0,MT2019,,,,,,22500.0,22500.0,52883,1,0,0,1,,,6,15,6,15,pk,1238,5,5,1,5,16
288-95,AUG19-MVS-BUS-Weekday-01,15246972-AUG19-MVS-BUS-Weekday-01,Northbound 288 Express/Run Aces/Forest Lake,0,1865,2880002,1.0,MT2019,,,,,,53760.0,53760.0,53566,1,1,1,1,,,14,56,14,56,op,1241,1,1,1,1,20
74-95,AUG19-MVS-BUS-Weekday-01,15247127-AUG19-MVS-BUS-Weekday-01,Eastbound 74G  E 7th  St / Ivy-Hwy 120,0,1681,740004,1.0,MT2019,,,,,,22980.0,22980.0,51547,1,0,0,1,,,6,23,6,23,pk,704,3,9,2,8,98
74-95,AUG19-MVS-BUS-Weekday-01,15247130-AUG19-MVS-BUS-Weekday-01,Eastbound 74S  E 7th St / Sunray,0,1679,740003,1.0,MT2019,,,,,,39900.0,39900.0,51547,1,0,0,1,,,11,5,11,5,op,711,7,19,2,13,102
74-95,AUG19-MVS-BUS-Weekday-01,15247131-AUG19-MVS-BUS-Weekday-01,Eastbound 74G  E 7th  St / Ivy-Hwy 120,0,1683,740004,1.0,MT2019,,,,,,35160.0,35160.0,51547,1,0,0,1,,,9,46,9,46,op,712,6,19,2,13,98
74-95,AUG19-MVS-BUS-Weekday-01,15247135-AUG19-MVS-BUS-Weekday-01,Eastbound 74S  E 7th St / Sunray,0,1586,740003,1.0,MT2019,,,,,,23880.0,23880.0,51547,1,0,0,1,,,6,38,6,38,pk,703,5,9,2,8,102
74-95,AUG19-MVS-BUS-Weekday-01,15247182-AUG19-MVS-BUS-Weekday-01,Westbound 74A  Randolph Av / 46St Station,1,1677,740021,1.0,MT2019,,,,,,23640.0,23640.0,51116,1,0,0,1,,,6,34,6,34,pk,701,6,14,2,10,106
74-95,AUG19-MVS-BUS-Weekday-01,15247187-AUG19-MVS-BUS-Weekday-01,Westbound 74A  Randolph Av / 46St Station,1,1680,740022,1.0,MT2019,,,,,,26460.0,26460.0,5190,1,0,0,1,,,7,21,7,21,pk,702,4,14,2,10,104
74-95,AUG19-MVS-BUS-Weekday-01,15247191-AUG19-MVS-BUS-Weekday-01,Westbound 74A  Randolph Av / 46St Station,1,1677,740021,1.0,MT2019,,,,,,33660.0,33660.0,51116,1,0,0,1,,,9,21,9,21,op,709,9,18,2,13,106
74-95,AUG19-MVS-BUS-Weekday-01,15247219-AUG19-MVS-BUS-Weekday-01,Westbound 74A  Randolph Av / 46St Station,1,1677,740022,1.0,MT2019,,,,,,43320.0,43320.0,5190,1,0,0,1,,,12,2,12,2,op,710,4,18,2,13,104
32-95,AUG19-MVS-BUS-Weekday-01,15247243-AUG19-MVS-BUS-Weekday-01,Eastbound 32B Lowry Av / Rosedale /Transit Ctr,0,1507,320001,1.0,MT2019,,,,,,22440.0,22440.0,50155,1,0,1,1,,,6,14,6,14,pk,1202,6,14,2,9,63
32-95,AUG19-MVS-BUS-Weekday-01,15247248-AUG19-MVS-BUS-Weekday-01,Eastbound 32B Lowry Av / Rosedale /Transit Ctr,0,1506,320001,1.0,MT2019,,,,,,33300.0,33300.0,50155,1,0,1,1,,,9,15,9,15,op,1209,12,12,1,12,63
32-95,AUG19-MVS-BUS-Weekday-01,15247261-AUG19-MVS-BUS-Weekday-01,Westbound 32F Lowry Av/Robbinsdale/Transit Ctr,1,1507,320002,1.0,MT2019,,,,,,24960.0,24960.0,52532,1,0,0,1,,,6,56,6,56,pk,1201,5,5,1,5,65
32-95,AUG19-MVS-BUS-Weekday-01,15247265-AUG19-MVS-BUS-Weekday-01,Westbound 32F Lowry Av/Robbinsdale/Transit Ctr,1,1505,320002,1.0,MT2019,,,,,,34200.0,34200.0,52532,1,0,0,1,,,9,30,9,30,op,1208,12,12,1,12,65
597-95,AUG19-MVS-BUS-Weekday-01,15247489-AUG19-MVS-BUS-Weekday-01,Northbound 597  Express / Minneapolis,0,1945,5970002,1.0,MT2019,,,,,,25380.0,25380.0,56725,1,0,0,1,,,7,3,7,3,pk,999,3,7,2,5,36
597-95,AUG19-MVS-BUS-Weekday-01,15247492-AUG19-MVS-BUS-Weekday-01,Northbound 597  Express / Minneapolis,0,1995,5970007,1.0,MT2019,,,,,,24780.0,24780.0,53551,1,0,0,1,,,6,53,6,53,pk,1000,2,7,2,5,48
597-95,AUG19-MVS-BUS-Weekday-01,15247501-AUG19-MVS-BUS-Weekday-01,Southbound 597E Shuttle / Hampshire / Old Shakopee,1,1982,5970013,1.0,MT2019,,,,,,22200.0,22200.0,51825,1,0,0,1,,,6,10,6,10,pk,998,1,2,2,2,32
597-95,AUG19-MVS-BUS-Weekday-01,15247507-AUG19-MVS-BUS-Weekday-01,Southbound 597E Express/ Hampshire / Old Shakopee,1,1996,5970004,1.0,MT2019,,,,,,23100.0,23100.0,53341,1,0,1,1,,,6,25,6,25,pk,997,1,2,2,2,40
755-95,AUG19-MVS-BUS-Weekday-01,15247511-AUG19-MVS-BUS-Weekday-01,Northbound 755C  Ltd Stop/Hillsboro Av/Bass Crk Pk,0,2099,7550001,1.0,MT2019,,,,,,21840.0,21840.0,19301,1,0,1,1,,,6,4,6,4,pk,673,5,5,1,5,76
755-95,AUG19-MVS-BUS-Weekday-01,15247524-AUG19-MVS-BUS-Weekday-01,Southbound 755  Ltd Stop / Downtown / Gold Vall Rd,1,2098,7550007,1.0,MT2019,,,,,,21840.0,21840.0,45234,1,0,0,1,,,6,4,6,4,pk,671,3,5,2,5,67
755-95,AUG19-MVS-BUS-Weekday-01,15247527-AUG19-MVS-BUS-Weekday-01,Southbound 755  Ltd Stop / Downtown / Via Olympia,1,2102,7550008,1.0,MT2019,,,,,,23580.0,23580.0,45234,1,0,0,1,,,6,33,6,33,pk,672,2,5,2,5,65
7-95,AUG19-MVS-BUS-Weekday-01,15247671-AUG19-MVS-BUS-Weekday-01,Southbound 7E  Minnehaha / 46St Sta / 34Av-Hwy 62,1,1224,70016,1.0,MT2019,,,,,,25140.0,25140.0,17679,1,0,1,1,,,6,59,6,59,pk,801,6,6,1,6,71
