agency_raw_name,trip_id,tod,direction_id,trip_num_for_shape,trip_num_total,trip_num_N_most,headway_secs,start_time,end_time
MT2019,15249374-AUG19-MVS-BUS-Weekday-01,pk,1,2,11,4,1963,06:00:00,09:00:00
MT2019,15249386-AUG19-MVS-BUS-Weekday-01,op,1,4,24,11,2475,09:00:00,15:00:00
MT2019,15249437-AUG19-MVS-BUS-Weekday-01,pk,0,2,3,3,5400,06:00:00,09:00:00
MT2019,15249440-AUG19-MVS-BUS-Weekday-01,pk,0,1,3,3,10800,06:00:00,09:00:00
MT2019,15249460-AUG19-MVS-BUS-Weekday-01,pk,1,7,15,15,1542,06:00:00,09:00:00
MT2019,15249461-AUG19-MVS-BUS-Weekday-01,pk,0,8,15,15,1350,06:00:00,09:00:00
MT2019,15249462-AUG19-MVS-BUS-Weekday-01,pk,1,8,15,15,1350,06:00:00,09:00:00
MT2019,15249463-AUG19-MVS-BUS-Weekday-01,op,1,12,24,24,1800,09:00:00,15:00:00
MT2019,15249464-AUG19-MVS-BUS-Weekday-01,op,0,12,25,25,1800,09:00:00,15:00:00
MT2019,15249480-AUG19-MVS-BUS-Weekday-01,op,0,13,25,25,1661,09:00:00,15:00:00
MT2019,15249484-AUG19-MVS-BUS-Weekday-01,op,1,12,24,24,1800,09:00:00,15:00:00
MT2019,15249512-AUG19-MVS-BUS-Weekday-01,pk,0,7,15,15,1542,06:00:00,09:00:00
MT2019,15249677-AUG19-MVS-BUS-Weekday-01,pk,1,1,3,3,10800,06:00:00,09:00:00
MT2019,15249678-AUG19-MVS-BUS-Weekday-01,pk,0,1,3,2,7200,06:00:00,09:00:00
MT2019,15249679-AUG19-MVS-BUS-Weekday-01,op,1,5,6,6,4320,09:00:00,15:00:00
MT2019,15249680-AUG19-MVS-BUS-Weekday-01,op,0,5,6,6,4320,09:00:00,15:00:00
MT2019,15249691-AUG19-MVS-BUS-Weekday-01,pk,0,1,3,2,7200,06:00:00,09:00:00
MT2019,15249692-AUG19-MVS-BUS-Weekday-01,pk,1,2,3,3,5400,06:00:00,09:00:00
MT2019,15249694-AUG19-MVS-BUS-Weekday-01,op,1,1,6,6,21600,09:00:00,15:00:00
MT2019,15249702-AUG19-MVS-BUS-Weekday-01,op,0,1,6,6,21600,09:00:00,15:00:00
MT2019,15249707-AUG19-MVS-BUS-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15249708-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15249723-AUG19-MVS-BUS-Weekday-01,op,0,2,2,2,10800,09:00:00,15:00:00
MT2019,15249732-AUG19-MVS-BUS-Weekday-01,pk,0,2,6,6,5400,06:00:00,09:00:00
MT2019,15249734-AUG19-MVS-BUS-Weekday-01,pk,0,4,6,6,2700,06:00:00,09:00:00
MT2019,15249739-AUG19-MVS-BUS-Weekday-01,pk,1,2,5,5,5400,06:00:00,09:00:00
MT2019,15249740-AUG19-MVS-BUS-Weekday-01,pk,1,3,5,5,3600,06:00:00,09:00:00
MT2019,15249743-AUG19-MVS-BUS-Weekday-01,op,1,1,2,2,21600,09:00:00,15:00:00
MT2019,15249750-AUG19-MVS-BUS-Weekday-01,op,1,1,2,2,21600,09:00:00,15:00:00
MT2019,15249753-AUG19-MVS-BUS-Weekday-01,pk,0,7,7,7,1542,06:00:00,09:00:00
MT2019,15249760-AUG19-MVS-BUS-Weekday-01,op,0,9,13,13,2400,09:00:00,15:00:00
MT2019,15249769-AUG19-MVS-BUS-Weekday-01,op,0,4,13,13,5400,09:00:00,15:00:00
MT2019,15249786-AUG19-MVS-BUS-Weekday-01,pk,1,8,8,8,1350,06:00:00,09:00:00
MT2019,15249792-AUG19-MVS-BUS-Weekday-01,op,1,7,12,11,2828,09:00:00,15:00:00
MT2019,15249797-AUG19-MVS-BUS-Weekday-01,op,1,4,12,11,4950,09:00:00,15:00:00
MT2019,15249823-AUG19-MVS-BUS-Weekday-01,pk,1,4,5,5,2700,06:00:00,09:00:00
MT2019,15249832-AUG19-MVS-BUS-Weekday-01,pk,1,1,5,5,10800,06:00:00,09:00:00
MT2019,15249851-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15249852-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15249854-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15249855-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15249888-AUG19-MVS-BUS-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15249897-AUG19-MVS-BUS-Weekday-01,op,0,8,8,8,2700,09:00:00,15:00:00
MT2019,15249910-AUG19-MVS-BUS-Weekday-01,pk,1,3,6,5,3000,06:00:00,09:00:00
MT2019,15249912-AUG19-MVS-BUS-Weekday-01,pk,1,2,6,5,4499,06:00:00,09:00:00
MT2019,15249923-AUG19-MVS-BUS-Weekday-01,op,1,8,8,8,2700,09:00:00,15:00:00
MT2019,15250072-AUG19-MVS-BUS-Weekday-01,pk,1,7,7,7,1542,06:00:00,09:00:00
MT2019,15250078-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15250079-AUG19-MVS-BUS-Weekday-01,op,0,1,2,2,21600,09:00:00,15:00:00
MT2019,15250080-AUG19-MVS-BUS-Weekday-01,op,0,1,2,2,21600,09:00:00,15:00:00
MT2019,15250082-AUG19-MVS-BUS-Weekday-01,op,1,2,3,3,10800,09:00:00,15:00:00
MT2019,15250084-AUG19-MVS-BUS-Weekday-01,op,1,1,3,3,21600,09:00:00,15:00:00
MT2019,15250121-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15250128-AUG19-MVS-BUS-Weekday-01,pk,1,4,5,5,2700,06:00:00,09:00:00
MT2019,15250129-AUG19-MVS-BUS-Weekday-01,pk,1,1,5,5,10800,06:00:00,09:00:00
MT2019,15250136-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15250229-AUG19-MVS-BUS-Weekday-01,pk,0,6,6,6,1800,06:00:00,09:00:00
MT2019,15250235-AUG19-MVS-BUS-Weekday-01,op,0,1,12,12,21600,09:00:00,15:00:00
MT2019,15250236-AUG19-MVS-BUS-Weekday-01,op,0,11,12,12,1963,09:00:00,15:00:00
MT2019,15250260-AUG19-MVS-BUS-Weekday-01,pk,1,6,6,6,1800,06:00:00,09:00:00
MT2019,15250266-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15250295-AUG19-MVS-BUS-Weekday-01,pk,0,5,16,10,1350,06:00:00,09:00:00
MT2019,15250299-AUG19-MVS-BUS-Weekday-01,pk,1,6,11,8,1309,06:00:00,09:00:00
MT2019,15250301-AUG19-MVS-BUS-Weekday-01,pk,1,2,11,8,3927,06:00:00,09:00:00
MT2019,15250302-AUG19-MVS-BUS-Weekday-01,pk,0,5,16,10,1350,06:00:00,09:00:00
MT2019,15250304-AUG19-MVS-BUS-Weekday-01,op,0,6,23,11,1721,09:00:00,15:00:00
MT2019,15250305-AUG19-MVS-BUS-Weekday-01,op,1,6,23,14,2191,09:00:00,15:00:00
MT2019,15250313-AUG19-MVS-BUS-Weekday-01,op,1,8,23,14,1643,09:00:00,15:00:00
MT2019,15250314-AUG19-MVS-BUS-Weekday-01,op,0,5,23,11,2066,09:00:00,15:00:00
MT2019,15250491-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15250503-AUG19-MVS-BUS-Weekday-01,op,1,7,13,13,3085,09:00:00,15:00:00
MT2019,15250504-AUG19-MVS-BUS-Weekday-01,op,1,6,13,13,3600,09:00:00,15:00:00
MT2019,15250525-AUG19-MVS-BUS-Weekday-01,pk,0,1,1,1,10800,06:00:00,09:00:00
MT2019,15250526-AUG19-MVS-BUS-Weekday-01,op,0,4,11,10,4909,09:00:00,15:00:00
MT2019,15250536-AUG19-MVS-BUS-Weekday-01,op,0,6,11,10,3272,09:00:00,15:00:00
MT2019,15250570-AUG19-MVS-BUS-Weekday-01,op,1,13,13,13,1661,09:00:00,15:00:00
MT2019,15250574-AUG19-MVS-BUS-Weekday-01,pk,1,6,6,6,1800,06:00:00,09:00:00
MT2019,15250575-AUG19-MVS-BUS-Weekday-01,pk,0,6,6,6,1800,06:00:00,09:00:00
MT2019,15250581-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15250630-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15250636-AUG19-MVS-BUS-Weekday-01,pk,0,2,3,3,5400,06:00:00,09:00:00
MT2019,15250638-AUG19-MVS-BUS-Weekday-01,op,0,3,6,6,7200,09:00:00,15:00:00
MT2019,15250643-AUG19-MVS-BUS-Weekday-01,pk,0,1,3,3,10800,06:00:00,09:00:00
MT2019,15250644-AUG19-MVS-BUS-Weekday-01,op,0,3,6,6,7200,09:00:00,15:00:00
MT2019,15250652-AUG19-MVS-BUS-Weekday-01,pk,1,1,3,3,10800,06:00:00,09:00:00
MT2019,15250653-AUG19-MVS-BUS-Weekday-01,op,1,3,6,6,7200,09:00:00,15:00:00
MT2019,15250659-AUG19-MVS-BUS-Weekday-01,pk,1,2,3,3,5400,06:00:00,09:00:00
MT2019,15250661-AUG19-MVS-BUS-Weekday-01,op,1,3,6,6,7200,09:00:00,15:00:00
MT2019,15250667-AUG19-MVS-BUS-Weekday-01,pk,0,9,9,9,1200,06:00:00,09:00:00
MT2019,15250668-AUG19-MVS-BUS-Weekday-01,pk,1,9,9,9,1200,06:00:00,09:00:00
MT2019,15250671-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15250672-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15250769-AUG19-MVS-BUS-Weekday-01,pk,0,8,8,8,1350,06:00:00,09:00:00
MT2019,15250770-AUG19-MVS-BUS-Weekday-01,pk,1,9,9,9,1200,06:00:00,09:00:00
MT2019,15250772-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15250774-AUG19-MVS-BUS-Weekday-01,op,0,13,13,13,1661,09:00:00,15:00:00
MT2019,15250879-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15250880-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15250883-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15250884-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15250901-AUG19-MVS-BUS-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15250915-AUG19-MVS-BUS-Weekday-01,pk,1,1,4,4,10800,06:00:00,09:00:00
MT2019,15250916-AUG19-MVS-BUS-Weekday-01,pk,1,3,4,4,3600,06:00:00,09:00:00
MT2019,15250957-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15250962-AUG19-MVS-BUS-Weekday-01,pk,0,10,10,10,1080,06:00:00,09:00:00
MT2019,15250972-AUG19-MVS-BUS-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15250986-AUG19-MVS-BUS-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15250997-AUG19-MVS-BUS-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15251004-AUG19-MVS-BUS-Weekday-01,pk,0,3,8,8,3600,06:00:00,09:00:00
MT2019,15251005-AUG19-MVS-BUS-Weekday-01,pk,0,5,8,8,2160,06:00:00,09:00:00
MT2019,15251023-AUG19-MVS-BUS-Weekday-01,pk,1,7,8,8,1542,06:00:00,09:00:00
MT2019,15251033-AUG19-MVS-BUS-Weekday-01,pk,1,1,8,8,10800,06:00:00,09:00:00
MT2019,15251040-AUG19-MVS-BUS-Weekday-01,pk,1,2,5,5,5400,06:00:00,09:00:00
MT2019,15251044-AUG19-MVS-BUS-Weekday-01,pk,1,3,5,5,3600,06:00:00,09:00:00
MT2019,15251052-AUG19-MVS-BUS-Weekday-01,pk,0,3,6,6,3600,06:00:00,09:00:00
MT2019,15251053-AUG19-MVS-BUS-Weekday-01,pk,0,3,6,6,3600,06:00:00,09:00:00
MT2019,15251056-AUG19-MVS-BUS-Weekday-01,op,0,6,12,12,3600,09:00:00,15:00:00
MT2019,15251057-AUG19-MVS-BUS-Weekday-01,op,0,6,12,12,3600,09:00:00,15:00:00
MT2019,15251086-AUG19-MVS-BUS-Weekday-01,pk,1,2,6,6,5400,06:00:00,09:00:00
MT2019,15251087-AUG19-MVS-BUS-Weekday-01,pk,1,4,6,6,2700,06:00:00,09:00:00
MT2019,15251092-AUG19-MVS-BUS-Weekday-01,op,1,6,12,12,3600,09:00:00,15:00:00
MT2019,15251093-AUG19-MVS-BUS-Weekday-01,op,1,6,12,12,3600,09:00:00,15:00:00
MT2019,15251125-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251127-AUG19-MVS-BUS-Weekday-01,pk,0,2,5,5,5400,06:00:00,09:00:00
MT2019,15251128-AUG19-MVS-BUS-Weekday-01,pk,0,3,5,5,3600,06:00:00,09:00:00
MT2019,15251131-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251143-AUG19-MVS-BUS-Weekday-01,pk,1,1,1,1,10800,06:00:00,09:00:00
MT2019,15251150-AUG19-MVS-BUS-Weekday-01,pk,0,2,7,5,3857,06:00:00,09:00:00
MT2019,15251152-AUG19-MVS-BUS-Weekday-01,pk,1,2,6,5,4499,06:00:00,09:00:00
MT2019,15251153-AUG19-MVS-BUS-Weekday-01,op,0,5,8,8,4320,09:00:00,15:00:00
MT2019,15251154-AUG19-MVS-BUS-Weekday-01,op,1,2,8,7,9450,09:00:00,15:00:00
MT2019,15251155-AUG19-MVS-BUS-Weekday-01,op,0,3,8,8,7200,09:00:00,15:00:00
MT2019,15251156-AUG19-MVS-BUS-Weekday-01,op,1,5,8,7,3780,09:00:00,15:00:00
MT2019,15251168-AUG19-MVS-BUS-Weekday-01,pk,0,3,7,5,2571,06:00:00,09:00:00
MT2019,15251169-AUG19-MVS-BUS-Weekday-01,pk,1,3,6,5,3000,06:00:00,09:00:00
MT2019,15251214-AUG19-MVS-BUS-Weekday-01,op,0,6,24,18,2700,09:00:00,15:00:00
MT2019,15251234-AUG19-MVS-BUS-Weekday-01,pk,0,3,12,8,2400,06:00:00,09:00:00
MT2019,15251239-AUG19-MVS-BUS-Weekday-01,pk,1,3,12,8,2400,06:00:00,09:00:00
MT2019,15251257-AUG19-MVS-BUS-Weekday-01,op,1,6,24,18,2700,09:00:00,15:00:00
MT2019,15251288-AUG19-MVS-BUS-Weekday-01,pk,0,5,12,8,1440,06:00:00,09:00:00
MT2019,15251289-AUG19-MVS-BUS-Weekday-01,op,0,12,24,18,1350,09:00:00,15:00:00
MT2019,15251316-AUG19-MVS-BUS-Weekday-01,pk,1,5,12,8,1440,06:00:00,09:00:00
MT2019,15251321-AUG19-MVS-BUS-Weekday-01,op,1,12,24,18,1350,09:00:00,15:00:00
MT2019,15251349-AUG19-MVS-BUS-Weekday-01,pk,1,4,8,8,2700,06:00:00,09:00:00
MT2019,15251355-AUG19-MVS-BUS-Weekday-01,pk,1,4,8,8,2700,06:00:00,09:00:00
MT2019,15251361-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15251362-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15251364-AUG19-MVS-BUS-Weekday-01,op,0,4,4,4,5400,09:00:00,15:00:00
MT2019,15251366-AUG19-MVS-BUS-Weekday-01,op,1,4,4,4,5400,09:00:00,15:00:00
MT2019,15251378-AUG19-MVS-BUS-Weekday-01,pk,0,1,3,3,10800,06:00:00,09:00:00
MT2019,15251381-AUG19-MVS-BUS-Weekday-01,pk,0,2,3,3,5400,06:00:00,09:00:00
MT2019,15251393-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15251400-AUG19-MVS-BUS-Weekday-01,pk,1,3,6,6,3600,06:00:00,09:00:00
MT2019,15251403-AUG19-MVS-BUS-Weekday-01,pk,1,3,6,6,3600,06:00:00,09:00:00
MT2019,15251411-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15251420-AUG19-MVS-BUS-Weekday-01,pk,1,2,3,3,5400,06:00:00,09:00:00
MT2019,15251421-AUG19-MVS-BUS-Weekday-01,pk,1,1,3,3,10800,06:00:00,09:00:00
MT2019,15251423-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251433-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15251436-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251448-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15251455-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15251459-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15251462-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15251465-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251476-AUG19-MVS-BUS-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15251480-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251491-AUG19-MVS-BUS-Weekday-01,pk,0,7,7,7,1542,06:00:00,09:00:00
MT2019,15251498-AUG19-MVS-BUS-Weekday-01,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15251509-AUG19-MVS-BUS-Weekday-01,pk,0,4,4,4,2700,06:00:00,09:00:00
MT2019,15251512-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15251526-AUG19-MVS-BUS-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15251529-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15251567-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15251568-AUG19-MVS-BUS-Weekday-01,pk,1,3,3,3,3600,06:00:00,09:00:00
MT2019,15251573-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251574-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251592-AUG19-MVS-BUS-Weekday-01,pk,1,10,10,10,1080,06:00:00,09:00:00
MT2019,15251627-AUG19-MVS-BUS-Weekday-01,pk,0,3,3,3,3600,06:00:00,09:00:00
MT2019,15251631-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251634-AUG19-MVS-BUS-Weekday-01,pk,1,2,2,2,5400,06:00:00,09:00:00
MT2019,15251639-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251661-AUG19-MVS-BUS-Weekday-01,pk,1,5,5,5,2160,06:00:00,09:00:00
MT2019,15251662-AUG19-MVS-BUS-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15251664-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15251665-AUG19-MVS-BUS-Weekday-01,op,1,12,12,12,1800,09:00:00,15:00:00
MT2019,15251720-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15251724-AUG19-MVS-BUS-Weekday-01,op,0,6,6,6,3600,09:00:00,15:00:00
MT2019,15251730-AUG19-MVS-BUS-Weekday-01,op,1,6,6,6,3600,09:00:00,15:00:00
MT2019,15251733-AUG19-MVS-BUS-Weekday-01,pk,1,5,6,6,2160,06:00:00,09:00:00
MT2019,15251735-AUG19-MVS-BUS-Weekday-01,pk,1,1,6,6,10800,06:00:00,09:00:00
MT2019,15251743-AUG19-MVS-BUS-Weekday-01,pk,0,1,1,1,10800,06:00:00,09:00:00
MT2019,15251755-AUG19-MVS-BUS-Weekday-01,pk,1,4,7,7,2700,06:00:00,09:00:00
MT2019,15251761-AUG19-MVS-BUS-Weekday-01,pk,1,3,7,7,3600,06:00:00,09:00:00
MT2019,15251766-AUG19-MVS-BUS-Weekday-01,pk,0,5,5,5,2160,06:00:00,09:00:00
MT2019,15251767-AUG19-MVS-BUS-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15251770-AUG19-MVS-BUS-Weekday-01,op,1,7,7,7,3085,09:00:00,15:00:00
MT2019,15251771-AUG19-MVS-BUS-Weekday-01,op,0,7,7,7,3085,09:00:00,15:00:00
MT2019,15284936-AUG19-MVS-BUS-Weekday-01,pk,1,3,7,5,2571,06:00:00,09:00:00
MT2019,15284939-AUG19-MVS-BUS-Weekday-01,pk,0,2,8,6,4050,06:00:00,09:00:00
MT2019,15284940-AUG19-MVS-BUS-Weekday-01,op,1,5,12,9,3240,09:00:00,15:00:00
MT2019,15284942-AUG19-MVS-BUS-Weekday-01,pk,1,2,7,5,3857,06:00:00,09:00:00
MT2019,15284943-AUG19-MVS-BUS-Weekday-01,pk,0,4,8,6,2025,06:00:00,09:00:00
MT2019,15284966-AUG19-MVS-BUS-Weekday-01,op,0,3,12,6,3600,09:00:00,15:00:00
MT2019,15284989-AUG19-MVS-BUS-Weekday-01,op,0,3,12,6,3600,09:00:00,15:00:00
MT2019,15284993-AUG19-MVS-BUS-Weekday-01,op,1,4,12,9,4050,09:00:00,15:00:00
MT2019,15285109-AUG19-MVS-BUS-Weekday-01,pk,0,3,14,9,2314,06:00:00,09:00:00
MT2019,15285118-AUG19-MVS-BUS-Weekday-01,op,0,1,14,14,21600,09:00:00,15:00:00
MT2019,15285122-AUG19-MVS-BUS-Weekday-01,pk,1,1,10,10,10800,06:00:00,09:00:00
MT2019,15285192-AUG19-MVS-BUS-Weekday-01,op,0,1,1,1,21600,09:00:00,15:00:00
MT2019,15285194-AUG19-MVS-BUS-Weekday-01,pk,1,4,4,4,2700,06:00:00,09:00:00
MT2019,15285204-AUG19-MVS-BUS-Weekday-01,pk,1,6,10,7,1260,06:00:00,09:00:00
MT2019,15285206-AUG19-MVS-BUS-Weekday-01,op,1,11,12,12,1963,09:00:00,15:00:00
MT2019,15285217-AUG19-MVS-BUS-Weekday-01,op,1,1,12,12,21600,09:00:00,15:00:00
MT2019,15285229-AUG19-MVS-BUS-Weekday-01,pk,0,5,8,6,1620,06:00:00,09:00:00
MT2019,15285233-AUG19-MVS-BUS-Weekday-01,op,0,12,12,12,1800,09:00:00,15:00:00
MT2019,15285257-AUG19-MVS-BUS-Weekday-01,pk,0,1,8,6,8100,06:00:00,09:00:00
MT2019,15285273-AUG19-MVS-BUS-Weekday-01,pk,1,1,10,7,7560,06:00:00,09:00:00
MT2019,15285283-AUG19-MVS-BUS-Weekday-01,op,0,18,39,35,1076,09:00:00,15:00:00
MT2019,15285289-AUG19-MVS-BUS-Weekday-01,pk,0,11,16,14,859,06:00:00,09:00:00
MT2019,15285290-AUG19-MVS-BUS-Weekday-01,op,1,21,40,40,1028,09:00:00,15:00:00
MT2019,15285291-AUG19-MVS-BUS-Weekday-01,op,0,17,39,35,1140,09:00:00,15:00:00
MT2019,15285292-AUG19-MVS-BUS-Weekday-01,op,1,19,40,40,1136,09:00:00,15:00:00
MT2019,15285293-AUG19-MVS-BUS-Weekday-01,pk,1,10,14,12,925,06:00:00,09:00:00
MT2019,15285333-AUG19-MVS-BUS-Weekday-01,pk,0,3,16,14,3150,06:00:00,09:00:00
MT2019,15285497-AUG19-MVS-BUS-Weekday-01,pk,1,2,14,12,4628,06:00:00,09:00:00
MT2019,15286075-AUG19-MVS-BUS-Weekday-01,pk,0,18,18,18,600,06:00:00,09:00:00
MT2019,15286086-AUG19-MVS-BUS-Weekday-01,op,0,37,37,37,583,09:00:00,15:00:00
MT2019,15286138-AUG19-MVS-BUS-Weekday-01,pk,1,15,19,18,682,06:00:00,09:00:00
MT2019,15286139-AUG19-MVS-BUS-Weekday-01,pk,1,3,19,18,3410,06:00:00,09:00:00
MT2019,15286149-AUG19-MVS-BUS-Weekday-01,op,1,36,38,38,600,09:00:00,15:00:00
MT2019,15286255-AUG19-MVS-BUS-Weekday-01,op,1,2,38,38,10800,09:00:00,15:00:00
MT2019,15287174-AUG19-MVS-BUS-Weekday-01,pk,1,2,6,6,5400,06:00:00,09:00:00
MT2019,15287176-AUG19-MVS-BUS-Weekday-01,pk,1,4,6,6,2700,06:00:00,09:00:00
MT2019,15287200-AUG19-MVS-BUS-Weekday-01,op,1,12,24,24,1800,09:00:00,15:00:00
MT2019,15287201-AUG19-MVS-BUS-Weekday-01,op,0,12,26,25,1730,09:00:00,15:00:00
MT2019,15287203-AUG19-MVS-BUS-Weekday-01,op,0,13,26,25,1597,09:00:00,15:00:00
MT2019,15287212-AUG19-MVS-BUS-Weekday-01,pk,1,5,14,10,1542,06:00:00,09:00:00
MT2019,15287213-AUG19-MVS-BUS-Weekday-01,pk,0,5,12,12,2160,06:00:00,09:00:00
MT2019,15287214-AUG19-MVS-BUS-Weekday-01,pk,1,5,14,10,1542,06:00:00,09:00:00
MT2019,15287216-AUG19-MVS-BUS-Weekday-01,op,1,12,24,24,1800,09:00:00,15:00:00
MT2019,15287237-AUG19-MVS-BUS-Weekday-01,pk,0,7,12,12,1542,06:00:00,09:00:00
MT2019,15288181-AUG19-MVS-BUS-Weekday-01,pk,0,13,13,13,830,06:00:00,09:00:00
MT2019,15288209-AUG19-MVS-BUS-Weekday-01,op,1,1,1,1,21600,09:00:00,15:00:00
MT2019,15288211-AUG19-MVS-BUS-Weekday-01,op,0,1,1,1,21600,09:00:00,15:00:00
MT2019,15288222-AUG19-MVS-BUS-Weekday-01,pk,0,2,9,4,2400,06:00:00,09:00:00
MT2019,15288223-AUG19-MVS-BUS-Weekday-01,pk,0,2,9,4,2400,06:00:00,09:00:00
MT2019,15288232-AUG19-MVS-BUS-Weekday-01,op,0,6,18,9,1800,09:00:00,15:00:00
MT2019,15288262-AUG19-MVS-BUS-Weekday-01,op,1,5,15,10,2880,09:00:00,15:00:00
MT2019,15288263-AUG19-MVS-BUS-Weekday-01,pk,1,3,7,6,3085,06:00:00,09:00:00
MT2019,15288269-AUG19-MVS-BUS-Weekday-01,op,1,5,15,10,2880,09:00:00,15:00:00
MT2019,15288282-AUG19-MVS-BUS-Weekday-01,pk,1,3,7,6,3085,06:00:00,09:00:00
MT2019,15288317-AUG19-MVS-BUS-Weekday-01,op,0,3,18,9,3600,09:00:00,15:00:00
MT2019,15288493-AUG19-MVS-BUS-Weekday-01,pk,0,2,2,2,5400,06:00:00,09:00:00
MT2019,15288497-AUG19-MVS-BUS-Weekday-01,pk,0,6,6,6,1800,06:00:00,09:00:00
