route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,agency_raw_name
470-59,1,470,Eagan-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=470,92278F,FFFFFF,MV2019
472-58,1,472,Eagan Blackhawk-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=472,EC008C,FFFFFF,MV2019
472-59,1,472,Eagan Blackhawk-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=472,EC008C,FFFFFF,MV2019
475-58,1,475,Apple Valley-Cedar Grove-Mpls/U of M,Express Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=475,00AEEF,FFFFFF,MV2019
475-59,1,475,Apple Valley-Cedar Grove-Mpls/U of M,Express Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=475,00AEEF,FFFFFF,MV2019
476-58,1,476,Palomino Hills-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=476,00AEEF,FFFFFF,MV2019
476-59,1,476,Palomino Hills-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=476,00AEEF,FFFFFF,MV2019
477-58,1,477,Lakeville/Apple Valley-Mpls,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=477,92278F,FFFFFF,MV2019
477-59,1,477,Lakeville/Apple Valley-Mpls,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=477,92278F,FFFFFF,MV2019
478-58,1,478,Rosemount-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=478,EC008C,FFFFFF,MV2019
478-59,1,478,Rosemount-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=478,EC008C,FFFFFF,MV2019
479-58,1,479,157th Street-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=479,EC008C,FFFFFF,MV2019
479-59,1,479,157th Street-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=479,EC008C,FFFFFF,MV2019
480-58,1,480,Apple Valley/Burnsville-St Paul,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=480,ED2028,FFFFFF,MV2019
480-59,1,480,Apple Valley/Burnsville-St Paul,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=480,ED2028,FFFFFF,MV2019
484-58,1,484,Eagan/Rosemount-St Paul,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=484,00AEEF,FFFFFF,MV2019
484-59,1,484,Eagan/Rosemount-St Paul,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=484,00AEEF,FFFFFF,MV2019
489-58,1,489,St Paul-Eagan Rev Comm,Local Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=489,89564F,FFFFFF,MV2019
489-59,1,489,St Paul-Eagan Rev Comm,Local Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=489,89564F,FFFFFF,MV2019
490-58,1,490,Prior Lake-Shakopee-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=490,ED2028,FFFFFF,MV2019
490-59,1,490,Prior Lake-Shakopee-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=490,ED2028,FFFFFF,MV2019
491-58,1,491,Scott County-Minneapolis Rev Commute,Reverse Commute Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=491,00AEEF,FFFFFF,MV2019
491-59,1,491,Scott County-Minneapolis Rev Commute,Reverse Commute Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=491,00AEEF,FFFFFF,MV2019
493-58,1,493,Shakopee-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=493,EC008C,FFFFFF,MV2019
493-59,1,493,Shakopee-Minneapolis,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=493,EC008C,FFFFFF,MV2019
495-58,1,495,Shakopee-Burnsville-Mall of America,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=495,EC008C,FFFFFF,MV2019
495-59,1,495,Shakopee-Burnsville-Mall of America,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=495,EC008C,FFFFFF,MV2019
497-58,1,497,Downtown Shakopee,Local Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=497,008641,FFFFFF,MV2019
497-59,1,497,Downtown Shakopee,Local Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=497,008641,FFFFFF,MV2019
498-59,1,498,Marschall Road - Golden Triangle,Express Peak-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=498,EC008C,FFFFFF,MV2019
499-58,1,499,Shakopee-Southbridge,Local Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=499,89564F,FFFFFF,MV2019
499-59,1,499,Shakopee-Southbridge,Local Weekday-Only,3,http://www.mvta.com/bus_route_information_2.html?routeId=499,89564F,FFFFFF,MV2019
903-58,2,RED,METRO Red Line,BRT Weekday-Saturday-Sunday,3,http://www.mvta.com/bus_route_information_2.html?routeId=903,FF0000,FFFFFF,MV2019
903-59,2,RED,METRO Red Line,BRT Weekday-Saturday-Sunday,3,http://www.mvta.com/bus_route_information_2.html?routeId=903,FF0000,FFFFFF,MV2019
