      1.00,      1.00,         0
      2.00,      1.00,         0
      2.00,      1.00,         0
      3.00,      1.00,         0
      3.00,      1.00,         0
      3.00,      1.00,         0
      4.00,      1.00,         0
      4.00,      1.00,         0
      4.00,      1.00,         0
      5.00,      1.00,         0
      5.00,      1.00,         0
      6.00,      1.00,         0
      7.00,      1.00,         0
      8.00,      1.00,         0
      9.00,      1.00,         0
      9.00,      1.00,         0
     10.00,      1.00,         0
     10.00,      1.00,         0
     11.00,      1.00,         0
     11.00,      1.00,         0
     11.00,      1.00,         0
     12.00,      1.00,         0
     12.00,      1.00,         0
     13.00,      1.00,         0
     13.00,      1.00,         0
     13.00,      1.00,         0
     14.00,      1.00,         0
     14.00,      1.00,         0
     14.00,      1.00,         0
     15.00,      1.00,         0
     15.00,      1.00,         0
     15.00,      1.00,         0
     16.00,      1.00,         0
     16.00,      1.00,         0
     17.00,      1.00,         0
     17.00,      1.00,         0
     17.00,      1.00,         0
     18.00,      1.00,         0
     18.00,      1.00,         0
     19.00,      1.00,         0
     20.00,      1.00,         0
     20.00,      1.00,         0
     21.00,      1.00,         0
     21.00,      1.00,         0
     22.00,      1.00,         0
     23.00,      1.00,         0
     24.00,      1.00,         0
     24.00,      1.00,         0
     25.00,      1.00,         0
     25.00,      1.00,         0
     26.00,      1.00,         0
     26.00,      1.00,         0
     27.00,      1.00,         0
     28.00,      1.00,         0
     29.00,      1.00,         0
     30.00,      1.00,         0
     30.00,      1.00,         0
     30.00,      1.00,         0
     31.00,      1.00,         0
     31.00,      1.00,         0
     32.00,      1.00,         0
     32.00,      1.00,         0
     32.00,      1.00,         0
     33.00,      1.00,         0
     33.00,      1.00,         0
     34.00,      1.00,         0
     34.00,      1.00,         0
     34.00,      1.00,         0
     35.00,      1.00,         0
     35.00,      1.00,         0
     35.00,      1.00,         0
     36.00,      1.00,         0
     36.00,      1.00,         0
     36.00,      1.00,         0
     37.00,      1.00,         0
     37.00,      1.00,         0
     37.00,      1.00,         0
     38.00,      1.00,         0
     39.00,      1.00,         0
     39.00,      1.00,         0
     40.00,      1.00,         0
     41.00,      1.00,         0
     42.00,      1.00,         0
     42.00,      1.00,         0
     43.00,      1.00,         0
     44.00,      1.00,         0
     45.00,      1.00,         0
     45.00,      1.00,         0
     46.00,      1.00,         0
     46.00,      1.00,         0
     47.00,      1.00,         0
     48.00,      1.00,         0
     49.00,      1.00,         0
     50.00,      1.00,         0
     50.00,      1.00,         0
     51.00,      1.00,         0
     51.00,      1.00,         0
     52.00,      1.00,         0
     53.00,      1.00,         0
     54.00,      1.00,         0
     54.00,      1.00,         0
     55.00,      1.00,         0
     56.00,      1.00,         0
     57.00,      1.00,         0
     57.00,      1.00,         0
     58.00,      1.00,         0
     59.00,      1.00,         0
     60.00,      1.00,         0
     60.00,      1.00,         0
     61.00,      1.00,         0
     62.00,      1.00,         0
     62.00,      1.00,         0
     62.00,      1.00,         0
     63.00,      1.00,         0
     64.00,      1.00,         0
     64.00,      1.00,         0
     65.00,      1.00,         0
     65.00,      1.00,         0
     66.00,      1.00,         0
     67.00,      1.00,         0
     68.00,      1.00,         0
     69.00,      1.00,         0
     69.00,      1.00,         0
     70.00,      1.00,         0
     71.00,      1.00,         0
     72.00,      1.00,         0
     73.00,      1.00,         0
     74.00,      1.00,         0
     75.00,      1.00,         0
     76.00,      1.00,         0
     77.00,      1.00,         0
     78.00,      1.00,         0
     79.00,      1.00,         0
     79.00,      1.00,         0
     80.00,      1.00,         0
     80.00,      1.00,         0
     81.00,      1.00,         0
     82.00,      1.00,         0
     82.00,      1.00,         0
     83.00,      1.00,         0
     83.00,      1.00,         0
     83.00,      1.00,         0
     84.00,      1.00,         0
     85.00,      1.00,         0
     86.00,      1.00,         0
     86.00,      1.00,         0
     87.00,      1.00,         0
     88.00,      1.00,         0
     89.00,      1.00,         0
     90.00,      1.00,         0
     91.00,      1.00,         0
     92.00,      1.00,         0
     92.00,      1.00,         0
     93.00,      1.00,         0
     93.00,      1.00,         0
     94.00,      1.00,         0
     94.00,      1.00,         0
     95.00,      1.00,         0
     95.00,      1.00,         0
     96.00,      1.00,         0
     97.00,      1.00,         0
     98.00,      1.00,         0
     98.00,      1.00,         0
     99.00,      1.00,         0
     99.00,      1.00,         0
    100.00,      1.00,         0
    101.00,      1.00,         0
    101.00,      1.00,         0
    101.00,      1.00,         0
    102.00,      1.00,         0
    102.00,      1.00,         0
    103.00,      1.00,         0
    104.00,      1.00,         0
    105.00,      1.00,         0
    105.00,      1.00,         0
    106.00,      1.00,         0
    107.00,      1.00,         0
    107.00,      1.00,         0
    108.00,      1.00,         0
    108.00,      1.00,         0
    109.00,      1.00,         0
